chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr1	241497602	241520755	-	FH	1	8174	0	23153	13955	1811009345	1	23152	7260	1811016040	1	23152	14528	1811008772	1.47633791216996	2.81914207804948	2.81914207804948	0.0931461775929844	0.155009554121892
chr9	15464065	15511970	-	PSIP1	9	41216	2	47903	13953	1810984595	0	47905	7261	1810991287	1	47904	14528	1810984020	1.15471388991767	2.81902223068755	2.81902223068755	0.0931531330995796	0.155009554121892
chr1	37492574	37515763	-	MEAF6	1	1927	1	23188	13954	1811009310	0	23189	7261	1811016003	1	23188	14528	1811008736	1.47478418105553	2.81434826552868	2.81434826552868	0.0934248340471374	0.155292429770844
chr17	39404284	39452263	-	MED1	17	72636	1	47978	13954	1810984520	1	47978	7260	1810991214	1	47978	14528	1810983946	1.15317028478547	2.81268219870981	2.81268219870981	0.0935218919273282	0.155436895132336
chr8	123767438	123815452	+	FAM91A1	8	40185	3	48011	13952	1810984487	0	48014	7261	1810991178	0	48014	14529	1810983910	1.15244103039415	2.8096888801083	2.8096888801083	0.0936965453723011	0.155693184274049
chrX	85045300	85093316	+	APOOL	23	90110	2	48014	13953	1810984484	0	48016	7261	1810991176	1	48015	14528	1810983909	1.15239937477239	2.8095170177985	2.8095170177985	0.0937065839158389	0.155693184274049
chr2	135984218	136007472	+	DARS-AS1	2	12009	1	23253	13954	1811009245	1	23253	7260	1811015939	0	23254	14529	1811008670	1.47198493285709	2.80571830482222	2.80571830482222	0.0939287671433109	0.156002044591389
chr8	86513434	86561498	+	CPNE3	8	39423	1	48063	13954	1810984435	0	48064	7261	1810991128	2	48062	14527	1810983862	1.15140016002476	2.80541731289122	2.80541731289122	0.0939463963685261	0.156002044591389
chr19	55091360	55114618	-	PPP1R12C	19	82324	1	23257	13954	1811009241	0	23258	7261	1811015934	1	23257	14528	1811008667	1.47181292709321	2.80518925562501	2.80518925562501	0.0939597561760743	0.156002044591389
chr3	134485253	134561895	+	CEP63	3	18249	2	76640	13953	1810955858	1	76641	7260	1810962551	1	76641	14528	1810955283	0.972479248896649	2.80478709167801	2.80478709167801	0.0939833203512083	0.156002044591389
chr15	51448811	51623635	-	DMXL2	15	64427	1	174823	13954	1810857675	1	174823	7260	1810864369	5	174819	14524	1810857105	0.707486186725949	2.80477329553105	2.80477329553105	0.0939841288291615	0.156002044591389
chr11	62213426	62261549	-	AP003306.1	11	50000	1	48122	13954	1810984376	1	48122	7260	1810991070	1	48122	14528	1810983802	1.15017332477598	2.80038483103272	2.80038483103272	0.0942416847807479	0.15632863283408
chr7	94508808	94557019	+	CASD1	7	35203	2	48209	13953	1810984289	0	48211	7261	1810990981	1	48210	14528	1810983714	1.14834626076867	2.7928968797205	2.7928968797205	0.0946829222809409	0.157025840253517
chr16	30924649	30948018	+	FBXL19	16	68333	1	23368	13954	1811009130	0	23369	7261	1811015823	1	23368	14528	1811008556	1.4670515307843	2.7905256258091	2.7905256258091	0.0948231198666646	0.157214708794612
chr6	8412884	8436271	-	SLC35B3	6	28682	2	23385	13953	1811009113	0	23387	7261	1811015805	0	23387	14529	1811008537	1.46628154419154	2.7881553361658	2.7881553361658	0.0949634862738367	0.157405934454545
chr14	102829353	102906255	+	TRAF3	14	62800	2	76900	13953	1810955598	1	76901	7260	1810962291	1	76901	14528	1810955023	0.969092391887381	2.78795799973886	2.78795799973886	0.0949751825527266	0.157408289681404
chr4	112589629	112637910	-	ZGRF1	4	22476	1	48280	13954	1810984218	1	48280	7260	1810990912	1	48280	14528	1810983644	1.14689529430388	2.7869538225932	2.7869538225932	0.0950347251869713	0.157489934567202
chr4	426788	475142	-	ZNF721	4	20060	1	48353	13954	1810984145	0	48354	7261	1810990838	2	48352	14527	1810983572	1.14538438267948	2.78077201638371	2.78077201638371	0.0954021713705073	0.158013392066688
chr16	66469843	66518202	-	AC010542.3	16	69114	1	48358	13954	1810984140	1	48358	7260	1810990834	1	48358	14528	1810983566	1.14528097906435	2.78034737799317	2.78034737799317	0.0954274685641012	0.15803820442524
chr12	21635341	21658794	-	LDHB	12	53981	0	23453	13955	1811009045	0	23453	7261	1811015739	2	23451	14527	1811008473	1.46346332147654	2.77948740427382	2.77948740427382	0.0954787225819208	0.158088905234808
chr4	139716752	140155184	-	MAML3	4	22984	8	438424	13947	1810594074	3	438429	7258	1810600763	3	438429	14526	1810593495	0.48125600157013	2.77853342168964	2.77853342168964	0.0955356145542368	0.158140353972275
chr14	31100117	31208317	-	HECTD1	14	60526	2	108198	13953	1810924300	1	108199	7260	1810930993	2	108198	14527	1810923726	0.850795223151858	2.77844709123019	2.77844709123019	0.0955407648027549	0.158140353972275
chr11	82824367	82901430	-	PRCP	11	51381	2	77061	13953	1810955437	1	77062	7260	1810962130	1	77062	14528	1810954862	0.967000881592955	2.77758180140518	2.77758180140518	0.0955924024263601	0.158208730852356
chr8	93704950	93728446	+	FAM92A	8	39562	1	23495	13954	1811009003	0	23496	7261	1811015696	1	23495	14528	1811008429	1.4616314702928	2.77385599201079	2.77385599201079	0.095815093798195	0.158543035417428
chr4	44677419	44700928	+	GUF1	4	21036	2	23507	13953	1811008991	0	23509	7261	1811015683	0	23509	14529	1811008415	1.46107831476444	2.77215852274094	2.77215852274094	0.0959167387082598	0.158642681955499
chr10	5765953	5814411	-	GDI2	10	44306	3	48455	13952	1810984043	0	48458	7261	1810990734	0	48458	14529	1810983466	1.14323578605155	2.77198491652962	2.77198491652962	0.0959271409123116	0.158642758462237
chr19	12092842	12141341	-	ZNF20	19	78625	1	48498	13954	1810984000	1	48498	7260	1810990694	1	48498	14528	1810983426	1.14239001017709	2.7685269828653	2.7685269828653	0.0961345909191317	0.158882921382045
chr9	74980789	75029293	-	CARNMT1	9	42113	1	48503	13954	1810983995	0	48504	7261	1810990688	2	48502	14527	1810983422	1.14228691569535	2.76810880214907	2.76810880214907	0.0961597117209493	0.158907294914048
chr8	74051339	74099853	+	AC087672.2	8	39184	1	48513	13954	1810983985	1	48513	7260	1810990679	1	48513	14528	1810983411	1.14208075861016	2.76726460189093	2.76726460189093	0.0962104460076229	0.158958937131739
chr19	12272328	12295887	-	ZNF44	19	78633	0	23559	13955	1811008939	1	23558	7260	1811015634	1	23558	14528	1811008366	1.45895364046393	2.7656334239291	2.7656334239291	0.0963085582791939	0.159101779820875
chr6	70565929	70589569	+	SDHAF4	6	30835	0	23640	13955	1811008858	1	23639	7260	1811015553	1	23639	14528	1811008285	1.45552121929844	2.75510183535516	2.75510183535516	0.0969446435448149	0.160067863755267
chr2	195003710	195027370	-	AC010983.1	2	13208	0	23660	13955	1811008838	1	23659	7260	1811015533	1	23659	14528	1811008265	1.45467551840357	2.75250665447675	2.75250665447675	0.0971020890390906	0.160249948383441
chr16	89429987	89453678	+	AC092120.3	16	70335	2	23689	13953	1811008809	0	23691	7261	1811015501	0	23691	14529	1811008233	1.45336609378173	2.74849344533868	2.74849344533868	0.0973461131209192	0.160590685644988
chrX	154348529	154372222	-	FLNA	23	91465	1	23692	13954	1811008806	0	23693	7261	1811015499	1	23692	14528	1811008232	1.45328167362114	2.74823375849519	2.74823375849519	0.0973619264513736	0.160599477905523
chr16	22007110	22084654	+	MOSMO	16	67793	1	77543	13954	1810954955	1	77543	7260	1810961649	2	77542	14527	1810954382	0.960778260616721	2.74679020664189	2.74679020664189	0.097449880944552	0.160727253035055
chr12	9633591	9657302	+	AC092821.4	12	53590	2	23709	13953	1811008789	0	23711	7261	1811015481	0	23711	14529	1811008213	1.45252221270032	2.74590795999393	2.74590795999393	0.0975036781968707	0.160795170394223
chrX	129446845	129524405	-	SMARCA1	23	90793	1	77559	13954	1810954939	1	77559	7260	1810961633	2	77558	14527	1810954366	0.960571935050323	2.74577067280188	2.74577067280188	0.0975120525466633	0.160795170394223
chr1	150698161	150721885	-	HORMAD1	1	4870	0	23724	13955	1811008774	1	23723	7260	1811015469	1	23723	14528	1811008201	1.45197407162309	2.74422755138949	2.74422755138949	0.0976062350215706	0.16091583236068
chr12	25936682	25960442	-	RASSF8-AS1	12	54100	2	23758	13953	1811008740	0	23760	7261	1811015432	0	23760	14529	1811008164	1.45045770864837	2.73958348773886	2.73958348773886	0.0978902786001294	0.161332025591757
chrX	48801186	48824958	+	HDAC6	23	89346	1	23771	13954	1811008727	0	23772	7261	1811015420	1	23771	14528	1811008153	1.44995276484813	2.73803793720435	2.73803793720435	0.0979850085047104	0.161453409194757
chr11	73786908	73864602	+	MRPL48	11	51093	1	77693	13954	1810954805	1	77693	7260	1810961499	2	77692	14527	1810954232	0.958845627465937	2.73725086264312	2.73725086264312	0.098033288309084	0.161515588686476
chr7	135929458	135978353	-	MTPN	7	36480	1	48894	13954	1810983604	1	48894	7260	1810990298	1	48894	14528	1810983030	1.13425766192528	2.73536496271845	2.73536496271845	0.0981490765741073	0.16165419890751
chr12	8031715	8055517	+	FOXJ2	12	53499	1	23801	13954	1811008697	0	23802	7261	1811015390	1	23801	14528	1811008123	1.44869151967913	2.73417680989951	2.73417680989951	0.0982221019759772	0.161757082366157
chr20	44884710	44908532	+	YWHAB	20	84248	1	23821	13954	1811008677	0	23822	7261	1811015370	1	23821	14528	1811008103	1.44785157242129	2.73160706076305	2.73160706076305	0.098380244871128	0.161965284382677
chr17	44924708	44948637	-	KIF18B	17	73270	0	23929	13955	1811008569	1	23928	7260	1811015264	1	23928	14528	1811007996	1.44336979915821	2.71790293720551	2.71790293720551	0.0992283044983324	0.163098540408793
chr1	193677893	193727035	+	AL357793.1	1	6708	1	49141	13954	1810983357	1	49141	7260	1810990051	1	49141	14528	1810982783	1.12921849819523	2.71488075354137	2.71488075354137	0.0994163997380009	0.163355124700894
chr15	52018218	52067375	+	MAPK6	15	64453	2	49155	13953	1810983343	0	49157	7261	1810990035	1	49156	14528	1810982768	1.12891329239642	2.71364349103533	2.71364349103533	0.0994935169834856	0.163446776050404
chr9	111630333	111654345	+	DNAJC25	9	42874	0	24012	13955	1811008486	1	24011	7260	1811015181	1	24011	14528	1811007913	1.43990706413058	2.70733078604098	2.70733078604098	0.0998879992346313	0.163989310928659
chr3	154276170	154325416	-	DHX36	3	18727	1	49245	13954	1810983253	1	49245	7260	1810989947	1	49245	14528	1810982679	1.12710431805262	2.70630240323953	2.70630240323953	0.0999524247217006	0.164077496175711
chr12	75479754	75503863	+	GLIPR1	12	55990	1	24108	13954	1811008390	0	24109	7261	1811015083	1	24108	14528	1811007816	1.43587538948361	2.69503324222751	2.69503324222751	0.100661389622338	0.165046754535438
chr1	239707350	239731465	-	CHRM3-AS2	1	8134	1	24114	13954	1811008384	0	24115	7261	1811015077	1	24114	14528	1811007810	1.4356265405365	2.69427509920206	2.69427509920206	0.100709282725661	0.165107609382963
chr7	2558148	2607562	+	IQCE	7	33130	2	49412	13953	1810983086	1	49413	7260	1810989779	0	49414	14529	1810982510	1.12369851743845	2.69250175100751	2.69250175100751	0.100821405220732	0.165256056770425
chr4	169094258	169271956	-	SH3RF1	4	23561	4	177694	13951	1810854804	1	177697	7260	1810861495	2	177696	14527	1810854228	0.691178657161074	2.68993196112569	2.68993196112569	0.100984126025268	0.165469657351704
chr3	179023738	179073215	-	ZMAT3	3	19233	1	49476	13954	1810983022	1	49476	7260	1810989716	1	49476	14528	1810982448	1.12242432660664	2.6873421628261	2.6873421628261	0.101148404197532	0.16568567193135
chr4	89726627	89836667	-	SNCA	4	22052	3	110037	13952	1810922461	1	110039	7260	1810929153	1	110039	14528	1810921885	0.833931379882728	2.6824506673729	2.6824506673729	0.101459482942123	0.166087051372922
chr11	122881682	122905892	+	JHY	11	52575	0	24210	13955	1811008288	1	24209	7260	1811014983	1	24209	14528	1811007715	1.4316946621674	2.68229604838416	2.68229604838416	0.101469333102629	0.166087051372922
chr9	5784571	5834117	-	ERMP1	9	41086	2	49544	13953	1810982954	0	49546	7261	1810989646	1	49545	14528	1810982379	1.12103064450773	2.68170435493812	2.68170435493812	0.101507037194148	0.166113268109941
chr17	8224814	8249056	-	CTC1	17	71219	1	24241	13954	1811008257	0	24242	7261	1811014950	1	24241	14528	1811007683	1.4303737130491	2.67827679542825	2.67827679542825	0.101725750896396	0.166364554070876
chr11	67735599	67785229	-	OR7E11P	11	50761	1	49629	13954	1810982869	1	49629	7260	1810989563	1	49629	14528	1810982295	1.11933660534203	2.6748560979031	2.6748560979031	0.10194454056986	0.166601978382023
chr1	182838346	182887982	+	DHX9	1	6531	0	49636	13955	1810982862	1	49635	7260	1810989557	2	49634	14527	1810982290	1.11921571228028	2.67436867428478	2.67436867428478	0.101975758313614	0.166601978382023
chr9	128833295	128882931	-	KYAT1	9	43487	0	49636	13955	1810982862	1	49635	7260	1810989557	2	49634	14527	1810982290	1.11921571228028	2.67436867428478	2.67436867428478	0.101975758313614	0.166601978382023
chr1	1635737	1660012	-	CDK11B	1	190	1	24274	13954	1811008224	0	24275	7261	1811014917	1	24274	14528	1811007650	1.42901330931234	2.67413765867241	2.67413765867241	0.101990557690881	0.166601978382023
chr17	35350304	35374607	-	SLFN11	17	72370	1	24302	13954	1811008196	0	24303	7261	1811014889	1	24302	14528	1811007622	1.42786047687061	2.67063190008048	2.67063190008048	0.10221543297087	0.166933711906263
chr5	107859052	108382109	-	FBXL17	5	26094	6	523051	13949	1810509447	3	523054	7258	1810516138	7	523050	14522	1810508874	0.438310463489809	2.66902740416117	2.66902740416117	0.102318533475064	0.167050997771525
chrX	155215459	155239841	+	VBP1	23	91565	1	24381	13954	1811008117	0	24382	7261	1811014810	1	24381	14528	1811007543	1.42461498873907	2.6607673416147	2.6607673416147	0.102851105948977	0.167739390187626
chr10	102479236	102503678	-	ACTR1A	10	46854	0	24442	13955	1811008056	1	24441	7260	1811014751	1	24441	14528	1811007483	1.4221570796134	2.65330582042225	2.65330582042225	0.103334800351507	0.168344326081056
chr12	133106829	133131273	-	ZNF891	12	57867	1	24443	13954	1811008055	0	24444	7261	1811014748	1	24443	14528	1811007481	1.42207525326048	2.65305679454468	2.65305679454468	0.103350986371801	0.168344326081056
chr4	145760774	145939422	-	ZNF827	4	23137	2	178646	13953	1810853852	2	178646	7259	1810860546	3	178645	14526	1810853279	0.685846153560803	2.65278097765986	2.65278097765986	0.103368916975557	0.168350886577564
chr12	48121646	48146104	+	PFKM	12	54584	1	24457	13954	1811008041	0	24458	7261	1811014734	1	24457	14528	1811007467	1.42150265618356	2.65131919155829	2.65131919155829	0.103464003220228	0.168452020972544
chr21	42472696	42497186	-	RSPH1	21	86142	0	24490	13955	1811008008	1	24489	7260	1811014703	1	24489	14528	1811007435	1.42019509269967	2.64735348278191	2.64735348278191	0.103722447197247	0.168779183588481
chr2	31867822	32011974	-	MEMO1	2	9343	0	144152	13955	1810888346	2	144150	7259	1810895042	4	144148	14525	1810887776	0.746236445991533	2.64430784631986	2.64430784631986	0.103921410219412	0.168999728877374
chr22	18912780	18937296	-	PRODH	22	86586	0	24516	13955	1811007982	1	24515	7260	1811014677	1	24515	14528	1811007409	1.41913395481308	2.64413380715996	2.64413380715996	0.103932792333295	0.168999728877374
chr4	83462008	83486555	-	ABRAXAS1	4	21811	0	24547	13955	1811007951	1	24546	7260	1811014646	1	24546	14528	1811007378	1.41787022179547	2.64030307217035	2.64030307217035	0.104183667408553	0.169353735253779
chr12	4489414	4539508	-	C12orf4	12	53187	0	50094	13955	1810982404	1	50093	7260	1810989099	2	50092	14527	1810981832	1.11003041165064	2.63733717845753	2.63733717845753	0.104378359510058	0.169652211069983
chr4	64914321	65025293	-	LINC02232	4	21356	2	110970	13953	1810921528	1	110971	7260	1810928221	2	110970	14527	1810920954	0.825496756839736	2.6348974670982	2.6348974670982	0.104538809835423	0.169858933800259
chr19	4043302	4067899	-	ZBTB7A	19	77864	2	24595	13953	1811007903	0	24597	7261	1811014595	0	24597	14529	1811007327	1.41583530187633	2.63413751067128	2.63413751067128	0.104588844387567	0.169922208842204
chr1	63522524	63572693	+	EFCAB7	1	3017	2	50167	13953	1810982331	0	50169	7261	1810989023	1	50168	14528	1810981756	1.1085342747661	2.63132115069311	2.63132115069311	0.104774498807213	0.170205784435598
chr19	12461183	12485816	-	ZNF709	19	78647	1	24632	13954	1811007866	1	24632	7260	1811014560	0	24633	14529	1811007291	1.41437271927358	2.6297080515651	2.6297080515651	0.104880996893	0.170342662362582
chr19	36214132	36238774	+	ZNF146	19	80114	0	24642	13955	1811007856	1	24641	7260	1811014551	1	24641	14528	1811007283	1.4140074076114	2.62860268517397	2.62860268517397	0.104954042545638	0.17043455011319
chr9	4678558	4703208	+	CDC37L1	9	41053	1	24649	13954	1811007849	0	24650	7261	1811014542	1	24649	14528	1811007275	1.4136827981273	2.62761977920309	2.62761977920309	0.105019042503418	0.170494564657679
chr3	9427924	9478154	+	SETD5	3	14909	1	50229	13954	1810982269	1	50229	7260	1810988963	1	50229	14528	1810981695	1.10731906518103	2.62643740035128	2.62643740035128	0.105097292138917	0.170585443767331
chr20	50934866	50959550	-	DPM1	20	84580	0	24684	13955	1811007814	1	24683	7260	1811014509	1	24683	14528	1811007241	1.41230438212968	2.62344893324189	2.62344893324189	0.105295353389208	0.170852612919105
chr19	52299393	52324080	+	ZNF480	19	81911	1	24686	13954	1811007812	1	24686	7260	1811014506	0	24687	14529	1811007237	1.41218284835809	2.62308142788243	2.62308142788243	0.105319738113551	0.170855985191305
chr2	23748663	23928123	-	ATAD2B	2	9014	2	179458	13953	1810853040	2	179458	7259	1810859734	3	179457	14526	1810852467	0.681310693518601	2.62134089623578	2.62134089623578	0.105435310018085	0.170971050509902
chr11	47214136	47238849	+	DDB2	11	49404	1	24712	13954	1811007786	0	24713	7261	1811014479	1	24712	14528	1811007212	1.41113017391342	2.61989560804795	2.61989560804795	0.105531383302079	0.17109061919828
chr4	36066003	36245514	-	ARAP2	4	20805	5	179506	13950	1810852992	0	179511	7261	1810859681	2	179509	14527	1810852415	0.681026516143337	2.61937595775817	2.61937595775817	0.105565949698217	0.171128548510792
chr12	123711352	123761755	+	ATP6V0A2	12	57503	1	50402	13954	1810982096	1	50402	7260	1810988790	1	50402	14528	1810981522	1.10388066196566	2.61263727548067	2.61263727548067	0.106015323200715	0.171766127563379
chr16	10864913	10889752	-	AC133065.1	16	67323	0	24839	13955	1811007659	1	24838	7260	1811014354	1	24838	14528	1811007086	1.40604438985505	2.60452753561549	2.60452753561549	0.106558909990214	0.172500892120901
chr1	196651055	196701565	+	CFH	1	6724	1	50509	13954	1810981989	1	50509	7260	1810988683	1	50509	14528	1810981415	1.10175992148724	2.60413577395957	2.60413577395957	0.106585246633156	0.172525295136657
chr15	88512482	88537334	-	DET1	15	65866	0	24852	13955	1811007646	1	24851	7260	1811014341	1	24851	14528	1811007073	1.40552113504125	2.60294695221819	2.60294695221819	0.106665210309801	0.172581786727486
chr4	39287455	39367362	-	RFC1	4	20888	1	79906	13954	1810952592	0	79907	7261	1810959285	3	79904	14526	1810952020	0.930758506041171	2.5999156779144	2.5999156779144	0.106869400832687	0.17287564428257
chr10	99731233	99756134	+	CUTC	10	46677	0	24901	13955	1811007597	1	24900	7260	1811014292	1	24900	14528	1811007024	1.40355132409073	2.59700366354082	2.59700366354082	0.1070659618207	0.173120484392157
chr5	32124715	32175319	-	GOLPH3	5	24538	1	50603	13954	1810981895	1	50603	7260	1810988589	1	50603	14528	1810981321	1.09990054473252	2.59669001796283	2.59669001796283	0.107087156553263	0.173136480341893
chr8	92886592	92966589	-	TRIQK	8	39549	2	79995	13953	1810952503	0	79997	7261	1810959195	2	79995	14527	1810951929	0.929632762046688	2.59446335420944	2.59446335420944	0.107237756738729	0.17334337822946
chr12	130789599	130840250	-	STX2	12	57717	1	50650	13954	1810981848	1	50650	7260	1810988542	1	50650	14528	1810981274	1.09897215115853	2.59297490911558	2.59297490911558	0.107338557191063	0.173488009876545
chr18	2688563	2833923	-	AP001011.2	18	75623	4	145356	13951	1810887142	0	145360	7261	1810893832	2	145358	14527	1810886566	0.737890537950629	2.59184552088846	2.59184552088846	0.107415110990019	0.173571297529042
chr2	96184858	96209818	-	STARD7	2	10991	0	24960	13955	1811007538	1	24959	7260	1811014233	1	24959	14528	1811006965	1.40118464803137	2.58986430719961	2.58986430719961	0.107549549249806	0.1737373768805
chr6	21977972	22194227	+	CASC15	6	28983	4	216251	13951	1810816247	2	216253	7259	1810822939	2	216253	14527	1810815671	0.628343152884522	2.58867726894096	2.58867726894096	0.107630186006769	0.173849306140625
chr3	57756553	57902145	+	SLMAP	3	16726	4	145588	13951	1810886910	0	145592	7261	1810893600	2	145590	14527	1810886334	0.736295622801467	2.58186705422122	2.58186705422122	0.108094095740878	0.174491921992651
chr19	21504603	21555397	+	ZNF429	19	79453	1	50793	13954	1810981705	0	50794	7261	1810988398	2	50792	14527	1810981132	1.09615275307639	2.58170531946234	2.58170531946234	0.108105139719259	0.174491921992651
chr7	16695870	16720898	-	AC073333.1	7	33397	0	25028	13955	1811007470	1	25027	7260	1811014165	1	25027	14528	1811006897	1.39846388327805	2.58166689542122	2.58166689542122	0.108107763668141	0.174491921992651
chr17	75238237	75263363	-	GGA3	17	74757	2	25124	13953	1811007374	0	25126	7261	1811014066	0	25126	14529	1811006798	1.394555756823	2.56990408047568	2.56990408047568	0.108914335716453	0.175664214449395
chr19	18442662	18523070	-	ELL	19	79222	2	80406	13953	1810952092	1	80407	7260	1810958785	1	80407	14528	1810951517	0.924507910147661	2.56969052983914	2.56969052983914	0.108929039771073	0.175669434703977
chr5	95554100	95605102	+	ARSK	5	25930	1	51001	13954	1810981497	1	51001	7260	1810988191	1	51001	14528	1810980923	1.09206594766069	2.56539276591502	2.56539276591502	0.109225426992393	0.176070553846811
chr7	116885063	116910231	+	CAPZA2	7	36011	1	25167	13954	1811007331	0	25168	7261	1811014024	1	25167	14528	1811006757	1.39288550961884	2.56488124001771	2.56488124001771	0.109260762390504	0.176093174020003
chr16	2495031	2520218	+	AC093525.2	16	66825	1	25186	13954	1811007312	0	25187	7261	1811014005	1	25186	14528	1811006738	1.3921308370677	2.56261224008631	2.56261224008631	0.10941765284062	0.176308932772216
chr19	48393874	48444931	+	GRIN2D	19	81339	1	51056	13954	1810981442	1	51056	7260	1810988136	1	51056	14528	1810980868	1.09098808812978	2.56109880458098	2.56109880458098	0.109522437289149	0.176440657990585
chr15	43106224	43186779	-	AC068724.4	15	64053	1	80554	13954	1810951944	1	80554	7260	1810958638	2	80553	14527	1810951371	0.922681291494319	2.56088067940436	2.56088067940436	0.109537548528557	0.17644644646782
chr3	78265939	78291191	+	AC108752.1	3	17093	0	25252	13955	1811007246	1	25251	7260	1811013941	1	25251	14528	1811006673	1.38955336093036	2.55486693617422	2.55486693617422	0.109955071635786	0.177025931937846
chr8	29747349	29798492	+	LINC02099	8	38187	1	51142	13954	1810981356	1	51142	7260	1810988050	1	51142	14528	1810980782	1.08930503274924	2.55439544550609	2.55439544550609	0.109987880254743	0.177060144769064
chr1	180972724	181023870	-	STX6	1	6469	1	51145	13954	1810981353	1	51145	7260	1810988047	1	51145	14528	1810980779	1.08924637261214	2.55416211043485	2.55416211043485	0.110004120827803	0.177067681723349
chr3	107272610	107323764	-	AC063944.1	3	17418	1	51153	13954	1810981345	1	51153	7260	1810988039	1	51153	14528	1810980771	1.08908996239951	2.55353918031324	2.55353918031324	0.110047490888733	0.177118881374712
chr12	127933688	127984854	-	LINC00508	12	57658	0	51166	13955	1810981332	1	51165	7260	1810988027	2	51164	14527	1810980760	1.08885539293869	2.5526041011326	2.5526041011326	0.110112628900577	0.177205101599742
chr14	92120968	92172145	+	CPSF2	14	62210	1	51176	13954	1810981322	1	51176	7260	1810988016	1	51176	14528	1810980748	1.08864041925549	2.55174816772342	2.55174816772342	0.110172290751681	0.177282491809349
chr6	57316629	57646850	+	PRIM2	6	30749	3	330218	13952	1810702280	2	330219	7259	1810708973	6	330215	14523	1810701709	0.523512808708346	2.55028760468122	2.55028760468122	0.110274179715874	0.17740917444523
chr20	56467613	56518887	+	RTF2	20	84692	1	51273	13954	1810981225	1	51273	7260	1810987919	1	51273	14528	1810980651	1.08674674000677	2.5442152217729	2.5442152217729	0.110698902019242	0.178055069302054
chr4	15605005	15656382	-	FBXL5	4	20580	0	51377	13955	1810981121	0	51377	7261	1810987815	3	51374	14526	1810980550	1.08473984361892	2.53624055976979	2.53624055976979	0.111259411781392	0.178843958979973
chr1	1470783	1496201	+	ATAD3B	1	166	2	25416	13953	1811007082	0	25418	7261	1811013774	0	25418	14529	1811006506	1.38300087289289	2.5352123019984	2.5352123019984	0.111331911259471	0.178904180067537
chr9	17134039	17503923	+	CNTLN	9	41238	5	369879	13950	1810662619	1	369883	7260	1810669309	6	369878	14523	1810662046	0.497102660687495	2.5287977400003	2.5287977400003	0.111785359068147	0.179444610244676
chr17	60525292	60550766	+	AC011921.1	17	74106	0	25474	13955	1811007024	1	25473	7260	1811013719	1	25473	14528	1811006451	1.38080004460388	2.52861751941964	2.52861751941964	0.111798128255419	0.179446304143415
chr11	126210772	126262268	+	FAM118B	11	52777	1	51495	13954	1810981003	1	51495	7260	1810987697	1	51495	14528	1810980429	1.08242619967817	2.52705821534619	2.52705821534619	0.111908676863301	0.179586111551321
chr13	19702870	19784019	-	PSPC1	13	57916	3	81146	13952	1810951352	0	81149	7261	1810958043	1	81148	14528	1810950776	0.915334052248248	2.52555173169822	2.52555173169822	0.112015595021215	0.179682397919372
chr6	121080236	121335430	-	TBC1D32	6	31744	2	255192	13953	1810777306	2	255192	7259	1810784000	5	255189	14524	1810776735	0.58056631889393	2.5221985373646	2.5221985373646	0.11225398195636	0.180027088524863
chr16	17101768	17471960	-	XYLT1	16	67578	5	370187	13950	1810662311	3	370189	7258	1810669003	4	370188	14525	1810661736	0.496270134590488	2.52097874879837	2.52097874879837	0.112340838291918	0.180128668808237
chr15	56917831	57288085	+	TCF12	15	64584	7	370247	13948	1810662251	2	370252	7259	1810668940	3	370251	14526	1810661673	0.496102631904112	2.51940607989673	2.51940607989673	0.112452931090129	0.180232941135142
chr8	67197657	67344781	-	ARFGEF1	8	39034	1	147123	13954	1810885375	0	147124	7261	1810892068	5	147119	14524	1810884805	0.72582705434454	2.51672398252413	2.51672398252413	0.112644383278685	0.180447296195503
chrX	30652537	30678114	+	GK	23	88964	1	25576	13954	1811006922	0	25577	7261	1811013615	1	25576	14528	1811006348	1.37676469635572	2.51654251769651	2.51654251769651	0.112657349475059	0.180447296195503
chr19	17972868	17998445	+	KCNN1	19	79170	0	25577	13955	1811006921	1	25576	7260	1811013616	1	25576	14528	1811006348	1.37676469635577	2.5165425138548	2.5165425138548	0.112657349749578	0.180447296195503
chr3	197790273	197871585	+	LRCH3	3	20027	2	81310	13953	1810951188	1	81311	7260	1810957881	1	81311	14528	1810950613	0.913327293190538	2.51593010756187	2.51593010756187	0.112701120120743	0.180498532057466
chr1	145933422	145959017	-	LIX1L	1	4594	0	25595	13955	1811006903	1	25594	7260	1811013598	1	25594	14528	1811006330	1.37606115832459	2.5144401176367	2.5144401176367	0.112807692076524	0.180650327714852
chr9	128202378	128254055	+	DNM1	9	43402	2	51675	13953	1810980823	1	51676	7260	1810987516	0	51677	14529	1810980247	1.07891735821216	2.51314869662747	2.51314869662747	0.112900151149055	0.180779493618937
chr5	78002325	78295692	-	AP3B1	5	25556	5	293362	13950	1810739136	1	293366	7260	1810745826	4	293363	14525	1810738561	0.546532998755605	2.50921443104744	2.50921443104744	0.113182339247497	0.181193463782255
chr2	195656225	195737700	+	SLC39A10	2	13216	0	81475	13955	1810951023	1	81474	7260	1810957718	3	81472	14526	1810950452	0.911324552790689	2.50634395959787	2.50634395959787	0.113388716298078	0.181429052117219
