chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr22	30080010	30177073	+	HORMAD2	22	87296	2	97061	3578	1810945812	0	97063	220	1810949170	1	97062	1211	1810948179	1	97062	3134	1810946256	0	97063	1547	1810947843	1	97062	809	1810948581	2.18441499921678	12.9676625549328	12.9676625549328	0.000316917438476616	0.000729840964531733
chr20	17968114	17991122	+	MGME1	20	83333	1	23007	3579	1811019866	0	23008	220	1811023225	0	23008	1212	1811022233	1	23007	3134	1811020311	1	23007	1546	1811021899	0	23008	810	1811022635	3.11297680826895	12.9438054303755	12.9438054303755	0.000320981855670421	0.000738319060060089
chr11	102398823	102453366	-	TMEM123	11	51814	1	54542	3579	1810988331	1	54542	219	1810991691	0	54543	1212	1810990698	1	54542	3134	1810988776	1	54542	1546	1810990364	0	54543	810	1810991100	2.53757574456049	12.9317164701642	12.9317164701642	0.000323061414129744	0.000742399408629279
chr1	10231328	10381596	+	KIF1B	1	579	2	150266	3578	1810892607	0	150268	220	1810895965	1	150267	1211	1810894974	3	150265	3132	1810893053	0	150268	1547	1810894638	0	150268	810	1810895375	1.92973957804646	12.8965616684291	12.8965616684291	0.000329186312381324	0.000755045847756598
chr16	90004870	90010004	-	DBNDD1	16	70416	0	5134	3580	1811037739	0	5134	220	1811041099	0	5134	1212	1811040107	1	5133	3134	1811038185	0	5134	1547	1811039772	1	5133	809	1811040510	4.20744478869825	12.8887677218881	12.8887677218881	0.000330560006060132	0.000757481372377416
chr19	44478103	44501510	-	ZNF180	19	80943	1	23406	3579	1811019467	0	23407	220	1811022826	0	23407	1212	1811021834	1	23406	3134	1811019912	1	23406	1546	1811021500	0	23407	810	1811022236	3.09578291860864	12.8452696891036	12.8452696891036	0.000338333444253935	0.000773834214776657
chr19	11483428	11506839	-	ZNF653	19	78559	1	23410	3579	1811019463	0	23411	220	1811022822	1	23410	1211	1811021831	1	23410	3134	1811019908	0	23411	1547	1811021495	0	23411	810	1811022232	3.09561203839965	12.8442923380062	12.8442923380062	0.000338510206115195	0.000773874155909466
chr3	45688465	45743735	+	SACM1L	3	15988	1	55269	3579	1810987604	0	55270	220	1810990963	0	55270	1212	1810989971	2	55268	3133	1810988050	1	55269	1546	1810989637	0	55270	810	1810990373	2.52433423960555	12.8342195673031	12.8342195673031	0.000340337383107903	0.00077768532791072
chr17	7240426	7245635	-	AC120057.2	17	70992	1	5208	3579	1811037665	0	5209	220	1811041024	0	5209	1212	1811040032	0	5209	3135	1811038109	0	5209	1547	1811039697	1	5208	809	1811040435	4.19294061516444	12.8316224447335	12.8316224447335	0.000340810105742939	0.000778399385848236
chr12	1690069	1788674	+	ADIPOR2	12	53069	1	98604	3579	1810944269	0	98605	220	1810947628	0	98605	1212	1810946636	2	98603	3133	1810944715	2	98603	1545	1810946303	0	98605	810	1810947038	2.16865225441538	12.8279235486407	12.8279235486407	0.00034148451415017	0.000779573200066506
chr19	16549836	16573415	-	SLC35E1	19	79019	1	23578	3579	1811019295	0	23579	220	1811022654	1	23578	1211	1811021663	1	23578	3134	1811019740	0	23579	1547	1811021327	0	23579	810	1811022064	3.08846124075529	12.8033355481457	12.8033355481457	0.000346001907630789	0.000789514921216708
chr15	90716393	90815333	+	BLM	15	65996	3	98937	3577	1810943936	0	98940	220	1810947293	1	98939	1211	1810946302	1	98939	3134	1810944379	0	98940	1547	1810945966	0	98940	810	1810946703	2.1652603931128	12.7978911659447	12.7978911659447	0.000347010290748018	0.000791444127912615
chr19	1392169	1397467	-	AC005329.1	19	77584	1	5297	3579	1811037576	0	5298	220	1811040935	0	5298	1212	1811039943	1	5297	3134	1811038021	0	5298	1547	1811039608	0	5298	810	1811040345	4.17599754006424	12.7648863493814	12.7648863493814	0.000353187052528625	0.000804619701155167
chr19	45687462	45692771	-	SNRPD2	19	81090	1	5308	3579	1811037565	0	5309	220	1811040924	0	5309	1212	1811039932	1	5308	3134	1811038010	0	5309	1547	1811039597	0	5309	810	1811040334	4.17392324545075	12.7567177880555	12.7567177880555	0.000354732819582648	0.000807540786097706
chr19	40667340	40691122	-	NUMBL	19	80564	2	23780	3578	1811019093	0	23782	220	1811022451	0	23782	1212	1811021459	1	23781	3134	1811019537	0	23782	1547	1811021124	0	23782	810	1811021861	3.07988836641438	12.7542546236073	12.7542546236073	0.000355200270870326	0.000808226190111496
chr19	12609919	12633834	+	ZNF791	19	78656	2	23913	3578	1811018960	0	23915	220	1811022318	1	23914	1211	1811021327	0	23915	3135	1811019403	0	23915	1547	1811020991	0	23915	810	1811021728	3.07431124123078	12.7223355735186	12.7223355735186	0.000361314252846467	0.000821753108767855
chr6	20545340	21232404	+	CDKAL1	6	28957	4	687060	3576	1810355813	1	687063	219	1810359170	1	687063	1211	1810358178	5	687059	3130	1810356259	1	687063	1546	1810357843	1	687063	809	1810358580	1.18328794020633	12.7207327284268	12.7207327284268	0.000361624056008036	0.000821825688925702
chr19	52116912	52140922	-	ZNF616	19	81885	2	24008	3578	1811018865	0	24010	220	1811022223	0	24010	1212	1811021231	1	24009	3134	1811019309	0	24010	1547	1811020896	0	24010	810	1811021633	3.07034653778392	12.6996502440306	12.6996502440306	0.000365723973887011	0.000830227600534159
chr12	121308357	121332391	-	ANAPC5	12	57311	1	24033	3579	1811018840	0	24034	220	1811022199	0	24034	1212	1811021207	1	24033	3134	1811019285	1	24033	1546	1811020873	0	24034	810	1811021609	3.06934740660757	12.6939354008646	12.6939354008646	0.000366843396328531	0.000832379831557218
chr17	82157447	82213813	-	CCDC57	17	75431	2	56364	3578	1810986509	0	56366	220	1810989867	0	56366	1212	1810988875	1	56365	3134	1810986953	1	56365	1546	1810988541	0	56366	810	1810989277	2.5046974103447	12.689841096173	12.689841096173	0.000367647512282243	0.00083381494615646
chr16	68022291	68079315	+	DUS2	16	69347	1	57023	3579	1810985850	0	57024	220	1810989209	1	57023	1211	1810988218	1	57023	3134	1810986295	1	57023	1546	1810987883	0	57024	810	1810988619	2.49309077631224	12.6046222277218	12.6046222277218	0.000384794004862243	0.000867840889331838
chr19	49461751	49486231	+	AC010619.2	19	81486	1	24479	3579	1811018394	0	24480	220	1811021753	1	24479	1211	1811020762	0	24480	3135	1811018838	1	24479	1546	1811020427	0	24480	810	1811021163	3.05095966073774	12.5887826671242	12.5887826671242	0.000388068820950438	0.000873604417134952
chr21	36319196	36376632	+	MORC3	21	85893	1	57435	3579	1810985438	0	57436	220	1810988797	0	57436	1212	1810987805	2	57434	3133	1810985884	1	57435	1546	1810987471	0	57436	810	1810988207	2.48589137674885	12.5518051188556	12.5518051188556	0.000395823755078073	0.000889824989435113
chr17	7591229	7615897	-	FXR2	17	71107	1	24667	3579	1811018206	0	24668	220	1811021565	0	24668	1212	1811020573	1	24667	3134	1811018651	0	24668	1547	1811020238	1	24667	809	1811020976	3.04330893043052	12.5450590843684	12.5450590843684	0.000397255305745636	0.000892217418082432
chr9	128528656	128553410	-	AL356481.1	9	43457	2	24752	3578	1811018121	0	24754	220	1811021479	0	24754	1212	1811020487	1	24753	3134	1811018565	0	24754	1547	1811020152	0	24754	810	1811020889	3.03982855311373	12.525175000832	12.525175000832	0.000401505291511506	0.000900513714756646
chr22	50673641	50731312	+	SHANK3	22	88393	2	57669	3578	1810985204	0	57671	220	1810988562	1	57670	1211	1810987571	1	57670	3134	1810985648	0	57671	1547	1810987235	0	57671	810	1810987972	2.48180796122419	12.5218653122429	12.5218653122429	0.000402217137756233	0.000901693980258321
chr17	76000337	76005999	+	CDK3	17	74859	0	5662	3580	1811037211	0	5662	220	1811040571	0	5662	1212	1811039579	1	5661	3134	1811037657	0	5662	1547	1811039244	1	5661	809	1811039982	4.10954376339399	12.5033055550884	12.5033055550884	0.000406232615845492	0.000910275852295849
chr9	128688986	128694664	+	SET	9	43472	0	5678	3580	1811037195	0	5678	220	1811040555	0	5678	1212	1811039563	1	5677	3134	1811037641	0	5678	1547	1811039228	1	5677	809	1811039966	4.10672164675044	12.4922023289837	12.4922023289837	0.000408654152993071	0.000915279794947136
chr1	25337333	25362361	+	TMEM50A	1	1278	1	25027	3579	1811017846	0	25028	220	1811021205	1	25027	1211	1811020214	1	25027	3134	1811018291	0	25028	1547	1811019878	0	25028	810	1811020615	3.02881997826247	12.4623033761163	12.4623033761163	0.000415247566219912	0.000929618745021351
chr9	127738317	127763418	-	SH2D3C	9	43338	1	25100	3579	1811017773	0	25101	220	1811021132	1	25100	1211	1811020141	1	25100	3134	1811018218	0	25101	1547	1811019805	0	25101	810	1811020542	3.02590736730648	12.4456740996102	12.4456740996102	0.000418961048612165	0.000937500126281851
chr19	13905441	13930659	+	CC2D1A	19	78799	1	25217	3579	1811017656	0	25218	220	1811021015	2	25216	1210	1811020025	0	25218	3135	1811018100	0	25218	1547	1811019688	0	25218	810	1811020425	3.02125683413772	12.4191284515546	12.4191284515546	0.000424958517663443	0.000950482725050187
chr5	139306415	139331677	+	MATR3	5	26869	1	25261	3579	1811017612	0	25262	220	1811020971	0	25262	1212	1811019979	1	25261	3134	1811018057	1	25261	1546	1811019645	0	25262	810	1811020381	3.01951349137196	12.4091797853471	12.4091797853471	0.000427228474360164	0.000954680739853577
chr9	137554443	137579925	-	DPH7	9	44092	1	25481	3579	1811017392	0	25482	220	1811020751	0	25482	1212	1811019759	1	25481	3134	1811017837	1	25481	1546	1811019425	0	25482	810	1811020161	3.01084209614421	12.3597031144891	12.3597031144891	0.00043870044721861	0.000978964985111624
chr7	100802564	100828115	-	EPHB4	7	35567	1	25550	3579	1811017323	1	25550	219	1811020683	0	25551	1212	1811019690	1	25550	3134	1811017768	0	25551	1547	1811019355	0	25551	810	1811020092	3.00813785068906	12.3442796489107	12.3442796489107	0.000442339798417124	0.000986180238967595
chr3	48240100	48299253	+	ZNF589	3	16116	2	59151	3578	1810983722	0	59153	220	1810987080	0	59153	1212	1810986088	1	59152	3134	1810984166	1	59152	1546	1810985754	0	59153	810	1810986490	2.45643390888843	12.3360647702939	12.3360647702939	0.000444290615809639	0.00099007514293726
chr17	79932342	80036872	-	TBC1D16	17	75164	1	104529	3579	1810938344	0	104530	220	1810941703	1	104529	1211	1810940712	2	104528	3133	1810938790	0	104530	1547	1810940376	1	104529	809	1810941114	2.11029613562325	12.3130991331418	12.3130991331418	0.000449790535143158	0.001001412657986
chr16	1467672	1473684	-	AL031600.2	16	66620	1	6011	3579	1811036862	0	6012	220	1811040221	0	6012	1212	1811039229	1	6011	3134	1811037307	0	6012	1547	1811038894	0	6012	810	1811039631	4.04955841557146	12.2674321744707	12.2674321744707	0.00046093207966047	0.00102340404158618
chr16	11872683	11898888	-	GSPT1	16	67386	1	26204	3579	1811016669	0	26205	220	1811020028	0	26205	1212	1811019036	1	26204	3134	1811017114	1	26204	1546	1811018702	0	26205	810	1811019438	2.9828630136594	12.200217721751	12.200217721751	0.000477839387360568	0.00105611635295616
chr17	48136937	48431219	-	SKAP1	17	73529	6	294276	3574	1810748597	0	294282	220	1810751951	0	294282	1212	1810750959	1	294281	3134	1810749037	1	294281	1546	1810750625	0	294282	810	1810751361	1.54541150020236	12.1343634467339	12.1343634467339	0.000495011619863206	0.00109257903193796
chr3	50673926	51384198	+	DOCK3	3	16442	3	710269	3577	1810332604	0	710272	220	1810335961	3	710269	1209	1810334972	5	710267	3130	1810333051	1	710271	1546	1810334635	1	710271	809	1810335372	1.15005441019909	12.1259777388768	12.1259777388768	0.000497242538031739	0.0010970046547494
chr22	38291917	38399522	-	TPTEP2-CSNK1E	22	87770	2	107603	3578	1810935270	0	107605	220	1810938628	0	107605	1212	1810937636	2	107603	3133	1810935715	1	107604	1546	1810937302	0	107605	810	1810938038	2.08130113251171	12.0588230858557	12.0588230858557	0.000515478249996426	0.00113303082751897
chr17	46029955	46193800	-	KANSL1	17	73375	4	163841	3576	1810879032	0	163845	220	1810882388	0	163845	1212	1810881396	1	163844	3134	1810879474	1	163844	1546	1810881062	0	163845	810	1810881798	1.8432308023694	12.0159660537611	12.0159660537611	0.00052746740989984	0.00115737880636559
chr7	101239606	101246048	-	FIS1	7	35620	1	6441	3579	1811036432	0	6442	220	1811039791	0	6442	1212	1811038799	1	6441	3134	1811036877	0	6442	1547	1811038464	0	6442	810	1811039201	3.98047132464296	11.9960839675623	11.9960839675623	0.000533124580996636	0.00116820893751992
chr22	29554807	29582113	-	NIPSNAP1	22	87263	1	27305	3579	1811015568	0	27306	220	1811018927	1	27305	1211	1811017936	1	27305	3134	1811016013	0	27306	1547	1811017600	0	27306	810	1811018337	2.94170508505787	11.9660455798148	11.9660455798148	0.000541787986968911	0.00118417596945388
chr10	96831297	96995959	+	LCOR	10	46566	3	164659	3577	1810878214	0	164662	220	1810881571	1	164661	1211	1810880580	1	164661	3134	1810878657	1	164661	1546	1810880245	0	164662	810	1810880981	1.83825627646299	11.9657502903137	11.9657502903137	0.000541873853457386	0.00118417596945388
chr12	123289108	123351441	-	SBNO1	12	57467	1	62332	3579	1810980541	0	62333	220	1810983900	1	62332	1211	1810982909	2	62331	3133	1810980987	0	62333	1547	1810982573	0	62333	810	1810983310	2.40406766616299	11.9540279505891	11.9540279505891	0.000545293684157566	0.00119111363203123
chr17	36947953	37056871	+	AATF	17	72507	1	108917	3579	1810933956	1	108917	219	1810937316	1	108917	1211	1810936324	1	108917	3134	1810934401	0	108918	1547	1810935988	1	108917	809	1810936726	2.06917208200836	11.9527634423575	11.9527634423575	0.000545663886524883	0.00119138658909568
chr17	76731977	76738522	+	AC005837.2	17	74957	1	6544	3579	1811036329	0	6545	220	1811039688	0	6545	1212	1811038696	1	6544	3134	1811036774	0	6545	1547	1811038361	0	6545	810	1811039098	3.96460775878197	11.933825715736	11.933825715736	0.000551238622443218	0.00120301762256476
chr17	75978251	76005985	+	TEN1-CDK3	17	74857	1	27733	3579	1811015140	0	27734	220	1811018499	0	27734	1212	1811017507	1	27733	3134	1811015585	0	27734	1547	1811017172	1	27733	809	1811017910	2.92615180358874	11.8776919138618	11.8776919138618	0.000568102997648978	0.00123704364077935
chr16	58520694	58630834	-	CNOT1	16	69035	2	110138	3578	1810932735	0	110140	220	1810936093	1	110139	1211	1810935102	1	110139	3134	1810933179	1	110139	1546	1810934767	0	110140	810	1810935503	2.05801430960425	11.8553630426759	11.8553630426759	0.000574955260146615	0.00125084310514655
chr16	1705192	1769140	+	MAPK8IP3	16	66648	1	63947	3579	1810978926	0	63948	220	1810982285	2	63946	1210	1810981295	1	63947	3134	1810979371	0	63948	1547	1810980958	0	63948	810	1810981695	2.37848710962738	11.7681197639322	11.7681197639322	0.000602538103055661	0.00130733814410201
chr3	49829255	49857574	-	TRAIP	3	16324	1	28318	3579	1811014555	0	28319	220	1811017914	1	28318	1211	1811016923	1	28318	3134	1811015000	0	28319	1547	1811016587	0	28319	810	1811017324	2.90527709300763	11.7592305011349	11.7592305011349	0.000605422500670305	0.00131301004832872
chr19	40321062	40349386	-	C19orf47	19	80527	2	28322	3578	1811014551	0	28324	220	1811017909	0	28324	1212	1811016917	1	28323	3134	1811014995	0	28324	1547	1811016582	0	28324	810	1811017319	2.90510054405836	11.7582291332656	11.7582291332656	0.000605748298195263	0.00131313040278116
chr19	17554648	17583157	+	COLGALT1	19	79136	0	28509	3580	1811014364	0	28509	220	1811017724	0	28509	1212	1811016732	2	28507	3133	1811014811	1	28508	1546	1811016398	0	28509	810	1811017134	2.89858995354996	11.721313355898	11.721313355898	0.000617883323354218	0.00133764580430249
chr19	18007169	18014102	+	ARRDC2	19	79172	1	6932	3579	1811035941	0	6933	220	1811039300	0	6933	1212	1811038308	1	6932	3134	1811036386	0	6933	1547	1811037973	0	6933	810	1811038710	3.90701226182142	11.7079528688919	11.7079528688919	0.000622335462333701	0.00134548539208594
chr9	127505342	127570073	-	NIBAN2	9	43312	1	64730	3579	1810978143	0	64731	220	1810981502	0	64731	1212	1810980510	3	64728	3132	1810978590	0	64731	1547	1810980175	0	64731	810	1810980912	2.36631654761651	11.6798389793839	11.6798389793839	0.000631810008516531	0.00136414800949925
chr19	42001785	42066805	-	GRIK5	19	80709	1	65019	3579	1810977854	0	65020	220	1810981213	0	65020	1212	1810980221	2	65018	3133	1810978300	1	65019	1546	1810979887	0	65020	810	1810980623	2.36186162915135	11.647553333547	11.647553333547	0.000642870327028589	0.00138679575874995
chr19	54216927	54223978	-	LILRB3	19	82201	0	7051	3580	1811035822	0	7051	220	1811039182	0	7051	1212	1811038190	1	7050	3134	1811036268	1	7050	1546	1811037856	0	7051	810	1811038592	3.89013421123106	11.6418112841202	11.6418112841202	0.000644857806781252	0.00139046570143956
chr3	25719270	25784438	-	NGLY1	3	15419	2	65166	3578	1810977707	0	65168	220	1810981065	0	65168	1212	1810980073	1	65167	3134	1810978151	1	65167	1546	1810979739	0	65168	810	1810980475	2.35958786057705	11.6310798660852	11.6310798660852	0.000648588895520552	0.00139541401879488
chr1	44874526	44987587	-	EIF2B3	1	2398	3	113058	3577	1810929815	0	113061	220	1810933172	1	113060	1211	1810932181	1	113060	3134	1810930258	0	113061	1547	1810931845	0	113061	810	1810932582	2.03183720609897	11.6274799878011	11.6274799878011	0.000649845375260472	0.00139749837672217
chr11	62593214	62600317	-	MTA2	11	50025	0	7103	3580	1811035770	0	7103	220	1811039130	1	7102	1211	1811038139	1	7102	3134	1811036216	0	7103	1547	1811037803	0	7103	810	1811038540	3.88278592049955	11.6130222175852	11.6130222175852	0.000654916441584441	0.00140778056337045
chr13	46831549	46897038	-	HTR2A	13	58602	1	65488	3579	1810977385	0	65489	220	1810980744	1	65488	1211	1810979753	1	65488	3134	1810977830	1	65488	1546	1810979418	0	65489	810	1810980154	2.35467399077155	11.5954922829987	11.5954922829987	0.00066111871493646	0.00142048417388824
chr1	150811960	150877609	-	ARNT	1	4878	1	65648	3579	1810977225	0	65649	220	1810980584	0	65649	1212	1810979592	2	65647	3133	1810977671	0	65649	1547	1810979257	1	65648	809	1810979995	2.35223368836199	11.5778258161736	11.5778258161736	0.000667429324292312	0.00143087893089676
chr15	77419887	77485603	+	HMG20A	15	65467	1	65715	3579	1810977158	0	65716	220	1810980517	0	65716	1212	1810979525	2	65714	3133	1810977604	0	65716	1547	1810979190	1	65715	809	1810979928	2.35121357790716	11.5704411570332	11.5704411570332	0.000670085185761282	0.00143593905268121
chr14	96501372	96567111	+	PAPOLA	14	62426	1	65738	3579	1810977135	0	65739	220	1810980494	0	65739	1212	1810979502	2	65737	3133	1810977581	0	65739	1547	1810979167	1	65738	809	1810979905	2.35086363051153	11.5679106952157	11.5679106952157	0.000670997709232735	0.00143726052533185
chr4	81163921	81193233	+	AC139722.1	4	21726	1	29311	3579	1811013562	0	29312	220	1811016921	0	29312	1212	1811015929	2	29310	3133	1811014008	0	29312	1547	1811015594	0	29312	810	1811016331	2.87081166385762	11.5639600984287	11.5639600984287	0.000672424865453491	0.00143968267799606
chr11	3855181	4091798	+	STIM1	11	48060	3	236614	3577	1810806259	0	236617	220	1810809616	1	236616	1211	1810808625	1	236616	3134	1810806702	2	236615	1545	1810808291	0	236617	810	1810809026	1.62991294355219	11.5589855652652	11.5589855652652	0.000674226281478729	0.00144241559120011
chr19	10717078	10831047	+	DNM2	19	78461	2	113967	3578	1810928906	0	113969	220	1810932264	0	113969	1212	1810931272	2	113967	3133	1810929351	1	113968	1546	1810930938	0	113969	810	1810931674	2.02383763549393	11.558016885363	11.558016885363	0.000674577633897666	0.00144241559120011
chr11	2295627	2302918	-	C11orf21	11	47935	0	7291	3580	1811035582	0	7291	220	1811038942	0	7291	1212	1811037950	1	7290	3134	1811036028	1	7290	1546	1811037616	0	7291	810	1811038352	3.85666060072551	11.5107059749425	11.5107059749425	0.000691964925693678	0.00147696204262737
chr17	5105540	5112841	-	ZNF232	17	70821	0	7301	3580	1811035572	0	7301	220	1811038932	0	7301	1212	1811037940	1	7300	3134	1811036018	0	7301	1547	1811037605	1	7300	809	1811038343	3.85528988290677	11.505338961666	11.505338961666	0.000693965741975999	0.00148058215833088
chr1	32012995	32042624	+	KHDRBS1	1	1683	2	29627	3578	1811013246	0	29629	220	1811016604	0	29629	1212	1811015612	0	29629	3135	1811013689	1	29628	1546	1811015278	0	29629	810	1811016014	2.86005460539978	11.5030944112805	11.5030944112805	0.000694804239940394	0.00148172036770432
chr14	73057533	73123899	+	RBM25	14	61613	2	66364	3578	1810976509	0	66366	220	1810979867	1	66365	1211	1810978876	0	66366	3135	1810976952	0	66366	1547	1810978540	1	66365	809	1810979278	2.34137062728677	11.4992393251159	11.4992393251159	0.000696246775840459	0.00148349422676884
chr6	85613975	85643886	-	SYNCRIP	6	31126	1	29910	3579	1811012963	0	29911	220	1811016322	0	29911	1212	1811015330	1	29910	3134	1811013408	0	29911	1547	1811014995	1	29910	809	1811015733	2.85058152291938	11.4495291566127	11.4495291566127	0.000715121173866962	0.0015177189439256
chr17	49295998	49363116	-	ZNF652	17	73634	2	67116	3578	1810975757	0	67118	220	1810979115	0	67118	1212	1810978123	1	67117	3134	1810976201	1	67117	1546	1810977789	0	67118	810	1810978525	2.33010264643405	11.4178181660245	11.4178181660245	0.000727430711435551	0.00154249602625661
chr20	48920710	49036693	+	ARFGEF2	20	84476	1	115982	3579	1810926891	0	115983	220	1810930250	1	115982	1211	1810929259	3	115980	3132	1810927338	0	115983	1547	1810928923	0	115983	810	1810929660	2.00631914177908	11.4061962835258	11.4061962835258	0.000731995496956017	0.00155149830899316
chr17	42581328	42611623	-	RETREG3	17	72999	1	30294	3579	1811012579	0	30295	220	1811015938	0	30295	1212	1811014946	2	30293	3133	1811013025	0	30295	1547	1811014611	0	30295	810	1811015348	2.83782463839457	11.3774438212859	11.3774438212859	0.000743413515360447	0.0015743255700179
chr19	1598921	1606473	-	UQCR11	19	77637	1	7551	3579	1811035322	0	7552	220	1811038681	0	7552	1212	1811037689	0	7552	3135	1811035766	1	7551	1546	1811037355	0	7552	810	1811038091	3.82148649818398	11.3730413190788	11.3730413190788	0.000745177630312011	0.00157668681535529
chr9	128565740	128633335	+	SPTAN1	9	43464	2	67593	3578	1810975280	0	67595	220	1810978638	0	67595	1212	1810977646	1	67594	3134	1810975724	1	67594	1546	1810977312	0	67595	810	1810978048	2.32302053157798	11.3666957787354	11.3666957787354	0.000747727779491059	0.00158070563653941
chr6	285442	293013	-	AL365272.1	6	28440	0	7571	3580	1811035302	0	7571	220	1811038662	1	7570	1211	1811037671	0	7571	3135	1811035747	1	7570	1546	1811037336	0	7571	810	1811038072	3.8189735969578	11.3632100058021	11.3632100058021	0.000749132394293972	0.00158298615549374
chr17	42950545	42980993	-	PTGES3L-AARSD1	17	73054	1	30447	3579	1811012426	0	30448	220	1811015785	0	30448	1212	1811014793	1	30447	3134	1811012871	1	30447	1546	1811014459	0	30448	810	1811015195	2.83278680291623	11.3489910942153	11.3489910942153	0.000754889669628778	0.00159285923367068
chr1	9040079	9070604	-	SLC2A5	1	522	1	30524	3579	1811012349	0	30525	220	1811015708	0	30525	1212	1811014716	1	30524	3134	1811012794	1	30524	1546	1811014382	0	30525	810	1811015118	2.83026099191643	11.334729171067	11.334729171067	0.000760709274287841	0.00160048750735831
chr11	66637666	66668374	+	RBM4	11	50637	1	30707	3579	1811012166	0	30708	220	1811015525	0	30708	1212	1811014533	2	30706	3133	1811012612	0	30708	1547	1811014198	0	30708	810	1811014935	2.82428356944734	11.3009880756144	11.3009880756144	0.000774658545538487	0.00162913039576882
chr6	33162691	33193468	-	COL11A2	6	29827	1	30776	3579	1811012097	0	30777	220	1811015456	0	30777	1212	1811014464	2	30775	3133	1811012543	0	30777	1547	1811014129	0	30777	810	1811014866	2.82203902851755	11.2883218869101	11.2883218869101	0.000779961491969017	0.00163957288099761
chr12	9754138	9761901	-	CD69	12	53603	0	7763	3580	1811035110	0	7763	220	1811038470	1	7762	1211	1811037479	1	7762	3134	1811035556	0	7763	1547	1811037143	0	7763	810	1811037880	3.79392824268392	11.2652582570445	11.2652582570445	0.000789711927535408	0.0016564855543899
chr3	49553476	49671549	+	BSN	3	16298	2	118071	3578	1810924802	0	118073	220	1810928160	0	118073	1212	1810927168	2	118071	3133	1810925247	0	118073	1547	1810926833	1	118072	809	1810927571	1.98845841140807	11.2518362427945	11.2518362427945	0.000795442857360551	0.00166601073901516
chr16	22007282	22076056	+	MOSMO	16	67795	1	68773	3579	1810974100	0	68774	220	1810977459	0	68774	1212	1810976467	1	68773	3134	1810974545	1	68773	1546	1810976133	1	68773	809	1810976870	2.30572789666296	11.2420328297303	11.2420328297303	0.000799655261227383	0.00167300829416134
chr5	131677596	131798016	-	FNIP1	5	26511	1	120419	3579	1810922454	0	120420	220	1810925813	0	120420	1212	1810924821	1	120419	3134	1810922899	2	120418	1545	1810924488	1	120419	809	1810925224	1.96877433062054	11.082223104313	11.082223104313	0.000871592455205517	0.00181647196370159
chr5	143281181	143401852	-	NR3C1	5	27223	1	120670	3579	1810922203	0	120671	220	1810925562	1	120670	1211	1810924571	1	120670	3134	1810922648	1	120670	1546	1810924236	1	120670	809	1810924973	1.96669199960269	11.0643110054079	11.0643110054079	0.000880052857557545	0.00183331765952597
chr3	44337118	44407790	+	TCAIM	3	15928	2	70670	3578	1810972203	0	70672	220	1810975561	1	70671	1211	1810974570	1	70671	3134	1810972647	0	70672	1547	1810974234	0	70672	810	1810974971	2.2785027996299	11.0462498240522	11.0462498240522	0.000888667742406146	0.0018496777603295
chr19	16132570	16140821	-	AC008894.2	19	78984	1	8250	3579	1811034623	0	8251	220	1811037982	0	8251	1212	1811036990	1	8250	3134	1811035068	0	8251	1547	1811036655	0	8251	810	1811037392	3.73295880323022	11.0270488833194	11.0270488833194	0.000897919793132029	0.0018673349122583
chr16	233845	266120	+	FAM234A	16	66427	1	32274	3579	1811010599	0	32275	220	1811013958	0	32275	1212	1811012966	1	32274	3134	1811011044	1	32274	1546	1811012632	0	32275	810	1811013368	2.77451184301884	11.0205397963291	11.0205397963291	0.000901078274328615	0.00187247770463083
chr15	40593248	40625584	+	KNL1	15	63859	1	32335	3579	1811010538	0	32336	220	1811013897	0	32336	1212	1811012905	2	32334	3133	1811010984	0	32336	1547	1811012570	0	32336	810	1811013307	2.77262354857683	11.0099165503634	11.0099165503634	0.000906257260645305	0.00188225642249461
chr17	8434893	8467269	+	NDEL1	17	71255	1	32375	3579	1811010498	0	32376	220	1811013857	0	32376	1212	1811012865	2	32374	3133	1811010944	0	32376	1547	1811012530	0	32376	810	1811013267	2.77138725235275	11.0029632978258	11.0029632978258	0.000909663356272294	0.00188852332682513
chr17	40139536	40172171	+	CASC3	17	72739	1	32634	3579	1811010239	0	32635	220	1811013598	1	32634	1211	1811012607	0	32635	3135	1811010683	0	32635	1547	1811012271	1	32634	809	1811013009	2.76341901016046	10.9581569241127	10.9581569241127	0.000931924642105675	0.0019330870671859
chr1	15492854	15525726	-	CASP9	1	816	1	32871	3579	1811010002	0	32872	220	1811013361	0	32872	1212	1811012369	1	32871	3134	1811010447	1	32871	1546	1811012035	0	32872	810	1811012771	2.75618281751356	10.9174902403029	10.9174902403029	0.000952605768646975	0.00197009741340443
chr14	52430595	52553505	-	TXNDC16	14	60970	1	122909	3579	1810919964	1	122909	219	1810923324	1	122909	1211	1810922332	1	122909	3134	1810920409	1	122909	1546	1810921997	0	122910	810	1810922733	1.94830604057934	10.9064277798752	10.9064277798752	0.000958311473593376	0.00198105410158154
chr3	33797629	33869703	+	PDCD6IP	3	15550	1	72073	3579	1810970800	0	72074	220	1810974159	1	72073	1211	1810973168	1	72073	3134	1810971245	1	72073	1546	1810972833	0	72074	810	1810973569	2.25885784979224	10.9053569765529	10.9053569765529	0.000958865594757885	0.00198135646930404
