chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr6	169703907	169726566	-	PHF10	6	32948	1	22658	3918	1811019876	2	22657	3996	1811019798	1	22658	4532	1811019262	0	22659	3086	1811020708	1	22658	13954	1811009840	1	22658	7260	1811016534	1	22658	14528	1811009266	1.121110420181	2.15827964129858	2.15827964129858	0.141803375877574	0.314952406508097
chr11	65575052	65592650	+	EHBP1L1	11	50466	1	17597	3918	1811024937	2	17596	3996	1811024859	0	17598	4533	1811024322	1	17597	3085	1811025770	1	17597	13954	1811014901	1	17597	7260	1811021595	1	17597	14528	1811014327	1.12111042019715	2.15825353725813	2.15825353725813	0.141805785248251	0.314952406508097
chr9	137174783	137189560	-	ANAPC2	9	44046	1	14776	3918	1811027758	0	14777	3998	1811027678	1	14776	4532	1811027144	2	14775	3084	1811028592	1	14776	13954	1811017722	1	14776	7260	1811024416	1	14776	14528	1811017148	1.12111042019706	2.15823705657385	2.15823705657385	0.141807306418743	0.314952406508097
chr22	38291917	38399522	-	TPTEP2-CSNK1E	22	87770	1	107604	3918	1810934930	1	107604	3997	1810934851	1	107604	4532	1810934316	0	107605	3086	1810935762	6	107599	13949	1810924899	4	107601	7257	1810931591	6	107599	14523	1810924325	-0.841018848379444	2.14078546618111	-2.14078546618111	0.143428438234124	0.31834394422096
chr18	62186273	62307829	+	RELCH	18	77023	1	121555	3918	1810920979	0	121556	3998	1810920899	1	121555	4532	1810920365	1	121555	3085	1810921812	8	121548	13947	1810910950	1	121555	7260	1810917637	7	121549	14522	1810910375	-0.841013959538435	2.14076271071099	-2.14076271071099	0.143430565624898	0.31834394422096
chr9	131576769	131738538	-	RAPGEF1	9	43669	0	161769	3919	1810880765	3	161766	3995	1810880689	0	161769	4533	1810880151	0	161769	3086	1810881598	6	161763	13949	1810870735	5	161764	7256	1810877428	5	161764	14524	1810870160	-0.841004586071963	2.14071482932195	-2.14071482932195	0.143435042133794	0.31834394422096
chr17	82751064	82945914	+	TBCD	17	75507	2	194848	3917	1810847686	1	194849	3997	1810847606	3	194847	4530	1810847073	2	194848	3084	1810848519	4	194846	13951	1810837652	2	194848	7259	1810844344	3	194847	14526	1810837077	0.715729861788049	2.09552189870738	2.09552189870738	0.147731257478173	0.327549103013492
chr10	103966139	104029233	+	SLK	10	46923	3	63091	3916	1810979443	0	63094	3998	1810979361	2	63092	4531	1810978828	3	63091	3083	1810980276	4	63090	13951	1810969408	1	63093	7260	1810976099	4	63090	14525	1810968834	0.715719143650399	2.09540959238075	2.09540959238075	0.147742112967389	0.327549103013492
chr8	144262044	144292438	-	BOP1	8	40840	0	30394	3919	1811012140	4	30390	3994	1811012065	3	30391	4530	1811011529	1	30393	3085	1811012974	0	30394	13955	1811002104	3	30391	7258	1811008801	6	30388	14523	1811001536	0.715702089575254	2.09522969042882	2.09522969042882	0.147759504102156	0.327549103013492
chr4	26583193	26754947	+	TBC1D19	4	20746	2	171752	3917	1810870782	0	171754	3998	1810870701	3	171751	4530	1810870169	1	171753	3085	1810871614	2	171752	13953	1810860746	1	171753	7260	1810867439	3	171751	14526	1810860173	0.833470272942222	2.02581815933809	2.02581815933809	0.154645616849701	0.341747821255302
chr19	41261518	41307019	+	HNRNPUL1	19	80603	1	45500	3918	1810997034	1	45500	3997	1810996955	1	45500	4532	1810996420	3	45498	3083	1810997869	1	45500	13954	1810986998	1	45500	7260	1810993692	4	45497	14525	1810986427	0.8334621945858	2.02572693792172	2.02572693792172	0.154654902677305	0.341747821255302
chr19	49641208	49658642	+	SCAF1	19	81519	2	17432	3917	1811025102	0	17434	3998	1811025021	2	17432	4531	1811024488	2	17432	3084	1811025935	2	17432	13953	1811015066	2	17432	7259	1811021760	2	17432	14527	1811014492	0.833444501209515	2.02552770241164	2.02552770241164	0.154675185932541	0.341747821255302
chr17	81889789	81900255	+	ANAPC11	17	75355	2	10464	3917	1811032070	1	10465	3997	1811031990	2	10464	4531	1811031456	1	10465	3085	1811032902	3	10463	13952	1811022035	1	10465	7260	1811028727	2	10464	14527	1811021460	0.833425401914741	2.02530834428035	2.02530834428035	0.154697521270768	0.341747821255302
chr3	128725182	128814798	+	RAB7A	3	18043	2	89614	3917	1810952920	1	89615	3997	1810952840	0	89616	4533	1810952304	1	89615	3085	1810953752	8	89608	13947	1810942890	4	89612	7257	1810949580	7	89609	14522	1810942315	-0.725223541504338	2.01524764671922	-2.01524764671922	0.155725859657391	0.343873006730286
chr11	65260927	65326543	+	AP000944.5	11	50400	4	65612	3915	1810976922	2	65614	3996	1810976841	2	65614	4531	1810976306	4	65612	3082	1810977755	7	65609	13948	1810966889	4	65612	7257	1810973580	5	65611	14524	1810966313	0.54586212550116	1.96692833374254	1.96692833374254	0.16077427980921	0.354971357035155
chr11	65260961	65298685	+	POLA2	11	50401	4	37720	3915	1811004814	2	37722	3996	1811004733	2	37722	4531	1811004198	4	37720	3082	1811005647	7	37717	13948	1810994781	4	37720	7257	1811001472	5	37719	14524	1810994205	0.545835828521602	1.96666438458487	1.96666438458487	0.16080236428011	0.354994907538229
chr17	81877666	81879557	+	AC145207.6	17	75353	0	1891	3919	1811040643	0	1891	3998	1811040564	1	1890	4532	1811040030	1	1890	3085	1811041477	3	1888	13952	1811030610	3	1888	7258	1811037304	6	1885	14523	1811030039	-0.960564795763001	1.96242736536078	-1.96242736536078	0.161253953871628	0.355953301620021
chr1	23304687	23345336	-	HNRNPR	1	1145	1	40648	3918	1811001886	0	40649	3998	1811001806	0	40649	4533	1811001271	1	40648	3085	1811002719	7	40642	13948	1810991856	1	40648	7260	1810998544	4	40645	14525	1810991279	-0.958797825427899	1.95598304341547	-1.95598304341547	0.161943577056066	0.356080947276739
chr6	43575296	43615660	+	POLH	6	30411	0	40364	3919	1811002170	1	40363	3997	1811002092	1	40363	4532	1811001557	0	40364	3086	1811003003	5	40359	13950	1810992139	2	40362	7259	1810998830	5	40359	14524	1810991565	-0.958798433468363	1.95598180801608	-1.95598180801608	0.161943709581364	0.356080947276739
chr7	2402610	2448484	+	CHST12	7	33115	0	45874	3919	1810996660	1	45873	3997	1810996582	1	45873	4532	1810996047	0	45874	3086	1810997493	5	45869	13950	1810986629	1	45873	7260	1810993319	6	45868	14523	1810986056	-0.95878801737168	1.95594629575498	-1.95594629575498	0.16194751914962	0.356080947276739
chr1	21727850	21784606	-	USP48	1	1076	0	56756	3919	1810985778	1	56755	3997	1810985700	0	56756	4533	1810985164	1	56755	3085	1810986612	5	56751	13950	1810975747	2	56754	7259	1810982438	5	56751	14524	1810975173	-0.958773387568813	1.9558911845088	-1.9558911845088	0.161953431396156	0.356080947276739
chr9	136006536	136096289	-	NACC2	9	43907	2	89751	3917	1810952783	0	89753	3998	1810952702	0	89753	4533	1810952167	0	89753	3086	1810953614	4	89749	13951	1810942749	2	89751	7259	1810949441	6	89747	14523	1810942177	-0.958750714439337	1.95580642321147	-1.95580642321147	0.161962524933409	0.356080947276739
chr4	78775377	78879969	+	BMP2K	4	21685	0	104592	3919	1810937942	0	104592	3998	1810937863	0	104592	4533	1810937328	2	104590	3084	1810938777	7	104585	13948	1810927913	2	104590	7259	1810934602	3	104589	14526	1810927335	-0.958745181563197	1.95578962774016	-1.95578962774016	0.161964326889128	0.356080947276739
chr1	62584104	62689368	-	DOCK7	1	2988	1	105263	3918	1810937271	0	105264	3998	1810937191	1	105263	4532	1810936657	0	105264	3086	1810938103	4	105260	13951	1810927238	4	105260	7257	1810933932	4	105260	14525	1810926664	-0.958744967958136	1.95578776602633	-1.95578776602633	0.161964526630443	0.356080947276739
chr8	31032809	31176138	+	WRN	8	38243	2	143327	3917	1810899207	0	143329	3998	1810899126	0	143329	4533	1810898591	0	143329	3086	1810900038	7	143322	13948	1810889176	2	143327	7259	1810895865	3	143326	14526	1810888598	-0.958736137125675	1.95575464796275	-1.95575464796275	0.161968079879553	0.356080947276739
chr8	9554913	9710409	+	TNKS	8	37522	0	155496	3919	1810887038	0	155496	3998	1810886959	1	155495	4532	1810886425	1	155495	3085	1810887872	5	155491	13950	1810877007	3	155493	7258	1810883699	4	155492	14525	1810876432	-0.958734226298142	1.95575135108083	-1.95575135108083	0.161968433608081	0.356080947276739
chr9	122940019	123104866	+	RABGAP1	9	43163	0	164847	3919	1810877687	0	164847	3998	1810877608	2	164845	4531	1810877075	0	164847	3086	1810878520	4	164843	13951	1810867655	3	164844	7258	1810874348	5	164842	14524	1810867082	-0.958732949447945	1.95574398920871	-1.95574398920871	0.161969223480072	0.356080947276739
chr5	39105251	39271649	-	FYB1	5	24754	2	166396	3917	1810876138	0	166398	3998	1810876057	0	166398	4533	1810875522	0	166398	3086	1810876969	4	166394	13951	1810866104	2	166396	7259	1810872796	6	166392	14523	1810865532	-0.95873275152174	1.95574087859131	-1.95574087859131	0.161969557226603	0.356080947276739
chr11	31508754	31707405	+	ELP4	11	48944	0	198651	3919	1810843883	1	198650	3997	1810843805	0	198651	4533	1810843269	1	198650	3085	1810844717	4	198647	13951	1810833851	5	198646	7256	1810840546	3	198648	14526	1810833276	-0.958729336262524	1.95573168154806	-1.95573168154806	0.161970544006768	0.356080947276739
chr3	129647793	129894576	-	TMCC1	3	18115	0	246783	3919	1810795751	1	246782	3997	1810795673	1	246782	4532	1810795138	0	246783	3086	1810796584	5	246778	13950	1810785720	3	246780	7258	1810792412	4	246779	14525	1810785145	-0.95872589973464	1.95571644604206	-1.95571644604206	0.161972178687991	0.356080947276739
chr9	17134039	17503923	+	CNTLN	9	41238	1	369883	3918	1810672651	0	369884	3998	1810672571	1	369883	4532	1810672037	0	369884	3086	1810673483	5	369879	13950	1810662619	1	369883	7260	1810669309	6	369878	14523	1810662046	-0.958721179231869	1.95570007083006	-1.95570007083006	0.161973935674027	0.356080947276739
chr16	17101768	17471960	-	XYLT1	16	67578	0	370192	3919	1810672342	1	370191	3997	1810672264	1	370191	4532	1810671729	0	370192	3086	1810673175	5	370187	13950	1810662311	3	370189	7258	1810669003	4	370188	14525	1810661736	-0.958721171359058	1.95569917117246	-1.95569917117246	0.161974032203841	0.356080947276739
chr22	27978013	28680865	-	TTC28	22	87180	1	702851	3918	1810339683	0	702852	3998	1810339603	1	702851	4532	1810339069	0	702852	3086	1810340515	6	702846	13949	1810329652	2	702850	7259	1810336342	4	702848	14525	1810329076	-0.958716695510637	1.95568375522271	-1.95568375522271	0.161975686286377	0.356080947276739
chr17	82518731	82604602	+	FOXK2	17	75492	4	85867	3915	1810956667	1	85870	3997	1810956585	0	85871	4533	1810956049	0	85871	3086	1810957496	12	85859	13943	1810946639	4	85867	7257	1810953325	6	85865	14523	1810946059	-0.648714386200279	1.9479843871668	-1.9479843871668	0.162804217873311	0.357762301033227
chr12	990222	1495931	+	ERC1	12	53054	2	505707	3917	1810536827	0	505709	3998	1810536746	4	505705	4529	1810536215	0	505709	3086	1810537658	9	505700	13946	1810526798	6	505703	7255	1810533489	10	505699	14519	1810526225	-0.59418846007482	1.91423099301755	-1.91423099301755	0.166494029555369	0.362771047463508
chr17	1829004	1900082	+	RPA1	17	70550	2	71076	3917	1810971458	0	71078	3998	1810971377	4	71074	4529	1810970846	3	71075	3083	1810972292	3	71075	13952	1810961423	3	71075	7258	1810968117	5	71073	14524	1810960851	0.632835835911714	1.90999212465249	1.90999212465249	0.166964133468326	0.362771047463508
chr17	29389930	29544340	+	TAOK1	17	72079	1	154409	3918	1810888125	1	154409	3997	1810888046	4	154406	4529	1810887514	2	154408	3084	1810888959	17	154393	13938	1810878105	4	154406	7257	1810884786	10	154400	14519	1810877524	-0.521697423616493	1.90511548402719	-1.90511548402719	0.167506849540805	0.362771047463508
chr19	12922478	12934711	-	FARSA	19	78718	0	12233	3919	1811030301	0	12233	3998	1811030222	1	12232	4532	1811029688	0	12233	3086	1811031134	2	12231	13953	1811020267	1	12232	7260	1811026960	5	12228	14524	1811019696	-1.24654380397675	1.8847008717712	-1.8847008717712	0.169800823503468	0.362771047463508
chr11	62559595	62574891	-	EEF1G	11	50019	0	15296	3919	1811027238	0	15296	3998	1811027159	0	15296	4533	1811026624	1	15295	3085	1811028072	2	15294	13953	1811017204	3	15293	7258	1811023899	3	15293	14526	1811016631	-1.24650423576542	1.88459339085966	-1.88459339085966	0.169812996022391	0.362771047463508
chr19	48899311	48923372	+	NUCB1	19	81405	0	24061	3919	1811018473	1	24060	3997	1811018395	0	24061	4533	1811017859	0	24061	3086	1811019306	4	24057	13951	1811008441	1	24060	7260	1811015132	3	24058	14526	1811007866	-1.24644667256355	1.88443810795434	-1.88443810795434	0.169830584021422	0.362771047463508
chr12	55901970	55928613	-	PYM1	12	55279	0	26643	3919	1811015891	0	26643	3998	1811015812	1	26642	4532	1811015278	0	26643	3086	1811016724	3	26640	13952	1811005858	1	26642	7260	1811012550	4	26639	14525	1811005285	-1.24643693778043	1.88441082439385	-1.88441082439385	0.169833674488845	0.362771047463508
chr17	28580011	28615185	-	AC005726.1	17	71978	0	35174	3919	1811007360	1	35173	3997	1811007282	0	35174	4533	1811006746	0	35174	3086	1811008193	3	35171	13952	1810997327	2	35172	7259	1811004020	3	35171	14526	1810996753	-1.24641493618435	1.8843482399825	-1.8843482399825	0.169840763803164	0.362771047463508
chr1	111146676	111184988	+	CEPT1	1	4166	0	38312	3919	1811004222	1	38311	3997	1811004144	0	38312	4533	1811003608	0	38312	3086	1811005055	3	38309	13952	1810994189	1	38311	7260	1811000881	4	38308	14525	1810993616	-1.24640930825786	1.88433164800517	-1.88433164800517	0.169842643333607	0.362771047463508
chr15	92882412	92927330	+	AC013394.1	15	66083	0	44918	3919	1810997616	1	44917	3997	1810997538	0	44918	4533	1810997002	0	44918	3086	1810998449	4	44914	13951	1810987584	1	44917	7260	1810994275	3	44915	14526	1810987009	-1.24640003074399	1.88431178126484	-1.88431178126484	0.169844893858875	0.362771047463508
chr9	121073862	121118571	+	CNTRL	9	43072	0	44709	3919	1810997825	0	44709	3998	1810997746	1	44708	4532	1810997212	0	44709	3086	1810998658	5	44704	13950	1810987794	2	44707	7259	1810994485	1	44708	14528	1810987216	-1.24640028227325	1.88430718122982	-1.88430718122982	0.169845414960566	0.362771047463508
chr16	50748548	50797334	+	CYLD	16	68659	1	48785	3918	1810993749	0	48786	3998	1810993669	0	48786	4533	1810993134	0	48786	3086	1810994581	1	48785	13954	1810983713	2	48784	7259	1810990408	5	48781	14524	1810983143	-1.24639576479045	1.88429775997065	-1.88429775997065	0.169846482226446	0.362771047463508
chr5	148393711	148442835	+	FBXO38	5	27341	0	49124	3919	1810993410	1	49123	3997	1810993332	0	49124	4533	1810992796	0	49124	3086	1810994243	3	49121	13952	1810983377	2	49122	7259	1810990070	3	49121	14526	1810982803	-1.24639542393637	1.88429598067887	-1.88429598067887	0.169846683790325	0.362771047463508
chr5	100534373	100586741	+	FAM174A	5	26022	1	52367	3918	1810990167	0	52368	3998	1810990087	0	52368	4533	1810989552	0	52368	3086	1810990999	4	52364	13951	1810980134	1	52367	7260	1810986825	3	52365	14526	1810979559	-1.2463923762886	1.88428825396113	-1.88428825396113	0.169847559100876	0.362771047463508
chr3	180914433	180976378	+	FXR1	3	19305	0	61945	3919	1810980589	1	61944	3997	1810980511	0	61945	4533	1810979975	0	61945	3086	1810981422	4	61941	13951	1810970557	1	61944	7260	1810977248	3	61942	14526	1810969982	-1.24638524122672	1.88426777534187	-1.88426777534187	0.169849879018023	0.362771047463508
chr1	186311651	186376253	-	TPR	1	6620	1	64601	3918	1810977933	0	64602	3998	1810977853	0	64602	4533	1810977318	0	64602	3086	1810978765	3	64599	13952	1810967899	2	64600	7259	1810974592	3	64599	14526	1810967325	-1.24638363658582	1.8842647310812	-1.8842647310812	0.169850223889716	0.362771047463508
chr1	108745673	108809523	+	STXBP3	1	3967	0	63850	3919	1810978684	1	63849	3997	1810978606	0	63850	4533	1810978070	0	63850	3086	1810979517	4	63846	13951	1810968652	1	63849	7260	1810975343	3	63847	14526	1810968077	-1.24638407718984	1.88426133431494	-1.88426133431494	0.169850608696258	0.362771047463508
chr14	91965990	92041059	-	TRIP11	14	62193	0	75069	3919	1810967465	0	75069	3998	1810967386	1	75068	4532	1810966852	0	75069	3086	1810968298	2	75067	13953	1810957431	3	75066	7258	1810964126	3	75066	14526	1810956858	-1.24637842040266	1.8842534921132	-1.8842534921132	0.169851497112851	0.362771047463508
chr6	82170238	82248754	-	IBTK	6	31060	1	78515	3918	1810964019	0	78516	3998	1810963939	0	78516	4533	1810963404	0	78516	3086	1810964851	3	78513	13952	1810953985	2	78514	7259	1810960678	3	78513	14526	1810953411	-1.24637700701832	1.88424846529961	-1.88424846529961	0.169852066586419	0.362771047463508
chr4	39044038	39122209	+	KLHL5	4	20877	0	78171	3919	1810964363	1	78170	3997	1810964285	0	78171	4533	1810963749	0	78171	3086	1810965196	3	78168	13952	1810954330	2	78169	7259	1810961023	3	78168	14526	1810953756	-1.24637714286489	1.88424647506326	-1.88424647506326	0.169852292055299	0.362771047463508
chr4	53376695	53459621	+	FIP1L1	4	21159	0	82926	3919	1810959608	0	82926	3998	1810959529	0	82926	4533	1810958994	1	82925	3085	1810960442	4	82922	13951	1810949576	1	82925	7260	1810956267	3	82923	14526	1810949001	-1.24637537008969	1.88424067175947	-1.88424067175947	0.169852949498982	0.362771047463508
chr6	85505797	85595156	-	SNX14	6	31121	0	89359	3919	1810953175	0	89359	3998	1810953096	1	89358	4532	1810952562	0	89359	3086	1810954008	2	89357	13953	1810943141	3	89356	7258	1810949836	3	89356	14526	1810942568	-1.24637327204041	1.88423723354936	-1.88423723354936	0.169853339007716	0.362771047463508
chr16	15642266	15726353	+	NDE1	16	67532	1	84086	3918	1810958448	0	84087	3998	1810958368	0	84087	4533	1810957833	0	84087	3086	1810959280	2	84085	13953	1810948413	1	84086	7260	1810955106	5	84082	14524	1810947842	-1.24637496771337	1.8842370887287	-1.8842370887287	0.169853355414215	0.362771047463508
chr18	22933749	23026370	+	RBBP8	18	76089	0	92621	3919	1810949913	1	92620	3997	1810949835	0	92621	4533	1810949299	0	92621	3086	1810950746	3	92618	13952	1810939880	2	92619	7259	1810946573	3	92618	14526	1810939306	-1.24637231952163	1.88423591526225	-1.88423591526225	0.169853488354399	0.362771047463508
chr1	9729027	9824984	-	CLSTN1	1	550	0	95957	3919	1810946577	1	95956	3997	1810946499	0	95957	4533	1810945963	0	95957	3086	1810947410	3	95954	13952	1810936544	2	95955	7259	1810943237	3	95954	14526	1810935970	-1.24637141238197	1.88423168775626	-1.88423168775626	0.169853967282954	0.362771047463508
chr17	76144339	76241308	-	RNF157	17	74885	1	96968	3918	1810945566	0	96969	3998	1810945486	0	96969	4533	1810944951	0	96969	3086	1810946398	3	96966	13952	1810935532	2	96967	7259	1810942225	3	96966	14526	1810934958	-1.24637114953127	1.88423089846037	-1.88423089846037	0.169854056701411	0.362771047463508
chr6	83066665	83168719	+	DOP1A	6	31072	0	102054	3919	1810940480	0	102054	3998	1810940401	0	102054	4533	1810939866	1	102053	3085	1810941314	1	102053	13954	1810930445	2	102052	7259	1810937140	5	102049	14524	1810929875	-1.24636990768586	1.88422974152491	-1.88422974152491	0.169854187769447	0.362771047463508
chr22	19330697	19432733	-	HIRA	22	86617	1	102035	3918	1810940499	0	102036	3998	1810940419	0	102036	4533	1810939884	0	102036	3086	1810941331	4	102032	13951	1810930466	2	102034	7259	1810937158	2	102034	14527	1810929890	-1.24636991187645	1.88422885397449	-1.88422885397449	0.169854288319205	0.362771047463508
chr17	36947953	37056871	+	AATF	17	72507	1	108917	3918	1810933617	0	108918	3998	1810933537	0	108918	4533	1810933002	0	108918	3086	1810934449	2	108916	13953	1810923582	1	108917	7260	1810930275	5	108913	14524	1810923011	-1.2463684153138	1.88422357314266	-1.88422357314266	0.169854886581122	0.362771047463508
chr16	74998023	75110994	+	ZNRF1	16	69724	0	112971	3919	1810929563	0	112971	3998	1810929484	1	112970	4532	1810928950	0	112971	3086	1810930396	3	112968	13952	1810919530	2	112969	7259	1810926223	3	112968	14526	1810918956	-1.24636761925956	1.88422241760418	-1.88422241760418	0.169855017491629	0.362771047463508
chr14	50418524	50533609	-	MAP4K5	14	60895	1	115084	3918	1810927450	0	115085	3998	1810927370	0	115085	4533	1810926835	0	115085	3086	1810928282	4	115081	13951	1810917417	1	115084	7260	1810924108	3	115082	14526	1810916842	-1.24636722628703	1.88421975611709	-1.88421975611709	0.169855319010911	0.362771047463508
chr14	44961189	45074431	+	TOGARAM1	14	60789	0	113242	3919	1810929292	0	113242	3998	1810929213	1	113241	4532	1810928679	0	113242	3086	1810930125	0	113242	13955	1810919256	3	113239	7258	1810925953	5	113237	14524	1810918687	-1.24636756806375	1.88421953027137	-1.88421953027137	0.169855344596951	0.362771047463508
chr14	58426435	58548498	+	KIAA0586	14	61179	0	122063	3919	1810920471	1	122062	3997	1810920393	0	122063	4533	1810919857	0	122063	3086	1810921304	3	122060	13952	1810910438	1	122062	7260	1810917130	4	122059	14525	1810909865	-1.24636602578663	1.88421876402572	-1.88421876402572	0.169855431404879	0.362771047463508
chr14	30893803	31027379	-	STRN3	14	60515	1	133575	3918	1810908959	0	133576	3998	1810908879	0	133576	4533	1810908344	0	133576	3086	1810909791	1	133575	13954	1810898923	2	133574	7259	1810905618	5	133571	14524	1810898353	-1.24636431926743	1.88421194581315	-1.88421194581315	0.169856203842056	0.362771047463508
chr1	200332192	200478022	+	AC104461.1	1	6797	0	145830	3919	1810896704	0	145830	3998	1810896625	1	145829	4532	1810896091	0	145830	3086	1810897537	2	145828	13953	1810886670	3	145827	7258	1810893365	3	145827	14526	1810886097	-1.24636279894184	1.88420706242323	-1.88420706242323	0.16985675708512	0.362771047463508
chr1	117366448	117528872	+	MAN1A2	1	4410	1	162423	3918	1810880111	0	162424	3998	1810880031	0	162424	4533	1810879496	0	162424	3086	1810880943	3	162421	13952	1810870077	2	162422	7259	1810876770	3	162421	14526	1810869503	-1.24636110580293	1.88420391594991	-1.88420391594991	0.169857113552639	0.362771047463508
chr12	92770636	92930295	-	EEA1	12	56253	0	159659	3919	1810882875	1	159658	3997	1810882797	0	159659	4533	1810882261	0	159659	3086	1810883708	4	159655	13951	1810872843	2	159657	7259	1810879535	2	159657	14527	1810872267	-1.24636136348559	1.88420199905522	-1.88420199905522	0.169857330720226	0.362771047463508
chr6	34888264	35088963	+	ANKS1A	6	29972	0	200699	3919	1810841835	0	200699	3998	1810841756	1	200698	4532	1810841222	0	200699	3086	1810842668	4	200695	13951	1810831803	1	200698	7260	1810838494	3	200696	14526	1810831228	-1.24635826814655	1.88419680623338	-1.88419680623338	0.169857919023623	0.362771047463508
chr3	89106661	89400345	+	EPHA3	3	17177	0	293684	3919	1810748850	1	293683	3997	1810748772	0	293684	4533	1810748236	0	293684	3086	1810749683	2	293682	13953	1810738816	3	293681	7258	1810745511	3	293681	14526	1810738243	-1.24635445537424	1.88418409624137	-1.88418409624137	0.169859358969558	0.362771047463508
chr8	67951045	68237032	+	PREX2	8	39039	0	285987	3919	1810756547	0	285987	3998	1810756468	1	285986	4532	1810755934	0	285987	3086	1810757380	4	285983	13951	1810746515	1	285986	7260	1810753206	3	285984	14526	1810745940	-1.24635467687115	1.88418184896	-1.88418184896	0.169859613570992	0.362771047463508
chr5	53884783	54311573	-	ARL15	5	24962	1	426789	3918	1810615745	0	426790	3998	1810615665	0	426790	4533	1810615130	0	426790	3086	1810616577	1	426789	13954	1810605709	3	426787	7258	1810612405	4	426786	14525	1810605138	-1.2463518885937	1.88417885568924	-1.88417885568924	0.169859952688544	0.362771047463508
chr14	89156171	89620130	-	FOXN3	14	62092	0	463959	3919	1810578575	1	463958	3997	1810578497	0	463959	4533	1810577961	0	463959	3086	1810579408	6	463953	13949	1810568545	1	463958	7260	1810575234	1	463958	14528	1810567966	-1.24635143485027	1.88417789619416	-1.88417789619416	0.169860061393082	0.362771047463508
chr7	48170457	48647497	+	ABCA13	7	34294	0	477040	3919	1810565494	1	477039	3997	1810565416	0	477040	4533	1810564880	0	477040	3086	1810566327	2	477038	13953	1810555460	2	477038	7259	1810562154	4	477036	14525	1810554888	-1.24635129197962	1.88417558674701	-1.88417558674701	0.169860323038718	0.362771047463508
chr8	47259930	47735529	+	SPIDR	8	38609	1	475598	3918	1810566936	1	475598	3997	1810566857	1	475598	4532	1810566322	0	475599	3086	1810567768	0	475599	13955	1810556899	1	475598	7260	1810563594	1	475598	14528	1810556326	1.23885722923306	1.8787012337707	1.8787012337707	0.170481834431595	0.362771047463508
chr5	169636274	170083382	+	DOCK2	5	27860	1	447107	3918	1810595427	2	447106	3996	1810595349	0	447108	4533	1810594812	0	447108	3086	1810596259	2	447106	13953	1810585392	0	447108	7261	1810592084	0	447108	14529	1810584816	1.23885724031867	1.87870122911409	1.87870122911409	0.170481834961376	0.362771047463508
chr4	47030566	47426447	+	GABRB1	4	21063	1	395880	3918	1810646654	0	395881	3998	1810646574	0	395881	4533	1810646039	2	395879	3084	1810647488	1	395880	13954	1810636618	1	395880	7260	1810643312	0	395881	14529	1810636043	1.23885726432664	1.87870111805387	1.87870111805387	0.170481847596659	0.362771047463508
chr10	34312255	34816296	-	PARD3	10	45002	1	504040	3918	1810538494	1	504040	3997	1810538415	0	504041	4533	1810537879	1	504040	3085	1810539327	2	504039	13953	1810528459	0	504041	7261	1810535151	0	504041	14529	1810527883	1.23885721945449	1.87870031222701	1.87870031222701	0.170481939275333	0.362771047463508
chr4	147731087	148072776	+	ARHGAP10	4	23186	1	341688	3918	1810700846	0	341689	3998	1810700766	1	341688	4532	1810700232	1	341688	3085	1810701679	1	341688	13954	1810690810	1	341688	7260	1810697504	0	341689	14529	1810690235	1.2388572975324	1.87869903771207	1.87869903771207	0.170482084276623	0.362771047463508
chr5	143604627	143828772	+	AC008696.2	5	27231	0	224145	3919	1810818389	2	224143	3996	1810818312	1	224144	4532	1810817776	0	224145	3086	1810819222	1	224144	13954	1810808354	0	224145	7261	1810815047	1	224144	14528	1810807780	1.23885742507081	1.87869903212413	1.87869903212413	0.170482084912362	0.362771047463508
chr15	64165732	64357173	-	CSNK1G1	15	64812	0	191441	3919	1810851093	1	191440	3997	1810851015	1	191440	4532	1810850480	1	191440	3085	1810851927	2	191439	13953	1810841059	0	191441	7261	1810847751	0	191441	14529	1810840483	1.23885748850468	1.87869837367907	1.87869837367907	0.17048215982357	0.362771047463508
chr15	99564989	99716406	+	MEF2A	15	66297	2	151415	3917	1810891119	0	151417	3998	1810891038	1	151416	4532	1810890504	0	151417	3086	1810891950	1	151416	13954	1810881082	0	151417	7261	1810887775	1	151416	14528	1810880508	1.23885760343554	1.87869773525745	1.87869773525745	0.170482232456751	0.362771047463508
chr9	3824126	4301068	-	GLIS3	9	41040	2	476940	3917	1810565594	1	476941	3997	1810565514	0	476942	4533	1810564978	0	476942	3086	1810566425	1	476941	13954	1810555557	0	476942	7261	1810562250	1	476941	14528	1810554983	1.23885722875791	1.87869720556773	1.87869720556773	0.170482292719537	0.362771047463508
chr10	86755618	86927969	+	BMPR1A	10	46242	1	172350	3918	1810870184	0	172351	3998	1810870104	1	172350	4532	1810869570	1	172350	3085	1810871017	0	172351	13955	1810860147	1	172350	7260	1810866842	1	172350	14528	1810859574	1.23885753666856	1.87869719788432	1.87869719788432	0.170482293593679	0.362771047463508
chr5	86966320	87137712	+	AC109492.1	5	25723	0	171392	3919	1810871142	2	171390	3996	1810871065	1	171391	4532	1810870529	0	171392	3086	1810871975	0	171392	13955	1810861106	0	171392	7261	1810867800	2	171390	14527	1810860534	1.23885753935167	1.87869687308557	1.87869687308557	0.170482330546037	0.362771047463508
