testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	time	group	V4	interaction	testStat	signedTestStat	pvalue	adjpvalue
7050	chr1	205086141	205122978	-	RBBP5	1	-8.47130725448909	0.27425036590818	-0.268013712112739	-0.0285433657707531	0	0	0	1	1
7125	chr1	206204625	206406709	+	SRGAP2	1	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
7149	chr1	206683904	206734281	+	MAPKAPK2	1	-8.4713140791369	0.274242176093046	-0.268001541566578	0.0463954028161273	0	0	0	1	1
7156	chr1	206769763	206842979	+	IL19	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
7189	chr1	207320531	207340766	+	CD55	1	-8.47132382219339	0.274267236287465	-0.267969398075299	-0.216604988543192	0	0	0	1	1
7221	chr1	207801517	207870150	-	MIR29B2CHG	1	-8.47130366453362	0.274246710269027	-0.268022419092083	0.0389055803327406	0	0	0	1	1
7226	chr1	207880971	207912125	-	CD34	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
7239	chr1	209147267	209267758	-	AC092810.3	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7266	chr1	209661365	209725125	-	HSD11B1-AS1	1	-8.47136899524597	0.274245264907286	-0.267952479952295	0.359174814415816	0	0	0	1	1
7268	chr1	209685179	209734949	+	HSD11B1	1	-8.47139075988428	0.274245080459271	-0.267930365712983	0.764859129620766	0	0	0	1	1
7270	chr1	209755031	209779655	+	TRAF3IP3	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7280	chr1	209937173	210162223	+	SYT14	1	-8.47132643200549	0.2742698937418	-0.268092585658358	0.732341593500025	0	0	0	1	1
7289	chr1	210327251	210676296	+	HHAT	1	-8.47130366453355	0.274246710268238	-0.268022419090395	0.0389055803317771	0	0	0	1	1
7298	chr1	210386656	210395112	-	AL034351.3	1	-8.47130366453355	0.274246710268238	-0.268022419090395	0.0389055803317771	0	0	0	1	1
7316	chr1	211325614	211374940	+	TRAF5	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7320	chr1	211381735	211399219	+	LINC00467	1	-8.47129099670901	0.274256390661956	-0.268051566074966	-0.168598722189028	0	0	0	1	1
7345	chr1	211743456	211831763	-	LPGAT1	1	-8.471290996709	0.274256390661954	-0.268051566074968	-0.168598722189029	0	0	0	1	1
7352	chr1	211940402	212036557	-	INTS7	1	-8.47133750821598	0.274281172177767	-0.267963257020763	-0.254428031184134	0	0	0	1	1
7357	chr1	212034552	212105006	+	DTL	1	-8.47130078906434	0.274271980329197	-0.268071322329942	-0.135345920485144	0	0	0	1	1
7365	chr1	212284409	212361853	+	PPP2R5A	1	-8.47128102821336	0.274246010366142	-0.268041859932309	-0.33425829794266	0	0	0	1	1
7404	chr1	212857274	212899363	+	FLVCR1	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7412	chr1	212992181	213016826	-	ANGEL2	1	-8.47133589252591	0.274245545432161	-0.26798611437885	0.359141431068471	0	0	0	1	1
7446	chr1	214348699	214552602	-	PTPN14	1	-8.47148825256463	0.273981402744913	-0.267333139220383	0.392670636196021	0	0	0	1	1
7448	chr1	214602194	214664571	+	CENPF	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7450	chr1	214945908	214988040	+	AC099563.2	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7451	chr1	215004854	215235219	+	KCNK2	1	-8.47117368611475	0.274114346434786	-0.268124872436793	0.238429206020989	0	0	0	1	1
7456	chr1	215622890	216424448	-	USH2A	1	-8.47127561924439	0.27427817013772	-0.268108224366206	-0.175874345592628	0	0	0	1	1
7489	chr1	218284292	218337983	+	RRP15	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7491	chr1	218344335	218444619	+	TGFB2	1	-8.47128102821335	0.274246010366139	-0.268041859932308	-0.334258297942663	0	0	0	1	1
7521	chr1	220093131	220148041	+	IARS2	1	-8.47139075988476	0.274245080459781	-0.2679303657135	0.764859129620736	0	0	0	1	1
7525	chr1	220200537	220201619	-	MIR664A	1	-8.47128102821335	0.274246010366139	-0.268041859932308	-0.334258297942663	0	0	0	1	1
7538	chr1	220785912	220819659	+	MTARC1	1	-8.47129023339825	0.274282944573457	-0.268102659732289	-0.145871419812723	0	0	0	1	1
7553	chr1	221701423	221743089	-	DUSP10	1	-8.47130438111097	0.274247439962006	-0.267992025111107	-0.233771972434454	0	0	0	1	1
7557	chr1	221913647	221979523	-	LINC02257	1	-8.47133657049285	0.274280217329919	-0.267992242702349	-0.263278892976049	0	0	0	1	1
7561	chr1	222088805	222390103	-	AL356108.1	1	-8.47129099670901	0.274256390661956	-0.268051566074966	-0.168598722189028	0	0	0	1	1
7577	chr1	222668012	222713491	-	AIDA	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7586	chr1	222814058	222837382	+	AL392172.1	1	-8.47130366453355	0.274246710268238	-0.268022419090395	0.0389055803317771	0	0	0	1	1
7590	chr1	222927423	223005995	+	DISP1	1	-8.47128102821332	0.274246010365975	-0.268041859931976	-0.334258297942534	0	0	0	1	1
7607	chr1	223700592	223776016	+	CAPN2	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7609	chr1	223779892	223846947	-	TP53BP2	1	-8.47130040068921	0.274243386753604	-0.267985261770764	-0.185834270684521	0	0	0	1	1
7615	chr1	224113110	224162047	+	FBXO28	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7629	chr1	224355857	224379452	+	CNIH4	1	-8.47128102821335	0.274246010366139	-0.268041859932308	-0.334258297942663	0	0	0	1	1
7633	chr1	224385142	224435794	-	WDR26	1	-8.47134226230669	0.274286013053818	-0.267987608435632	-0.128101709755615	0	0	0	1	1
7637	chr1	224615316	224740554	+	CNIH3	1	-8.47133750821598	0.274281172177767	-0.267963257020763	-0.254428031184134	0	0	0	1	1
7642	chr1	224895261	225399269	+	DNAH14	1	-8.47130172093965	0.274244731149446	-0.268038542327648	0.112913098426269	0	0	0	1	1
7649	chr1	225401501	225429038	-	LBR	1	-8.47130366453355	0.274246710268238	-0.268022419090395	0.0389055803317771	0	0	0	1	1
7670	chr1	225809094	225845559	+	EPHX1	1	-8.47128102821332	0.274246010365975	-0.268041859931976	-0.334258297942534	0	0	0	1	1
7677	chr1	225886695	225925278	-	AL117348.2	1	-8.47130438111104	0.274247439962106	-0.267992025111316	-0.233771972434415	0	0	0	1	1
7686	chr1	226045560	226062898	-	AL512343.2	1	-8.47128102821332	0.274246010365975	-0.268041859931976	-0.334258297942534	0	0	0	1	1
7687	chr1	226060850	226071523	+	H3-3A	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7697	chr1	226144678	226187741	-	ACBD3	1	-8.47128102821336	0.274246010366142	-0.268041859932309	-0.33425829794266	0	0	0	1	1
7725	chr1	226989864	227318182	-	CDC42BPA	1	-8.47132949071401	0.274273008365157	-0.267852183282193	-0.197150470448993	0	0	0	1	1
7737	chr1	227562542	227677443	+	ZNF678	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7740	chr1	227727656	227781226	+	SNAP47	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7793	chr1	228148929	228159826	+	GJC2	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7859	chr1	229321010	229343517	-	CCSAP	1	-8.4713043811111	0.274247439962107	-0.267992025111244	-0.233771972434423	0	0	0	1	1
7866	chr1	229440258	229509341	-	NUP133	1	-8.47136372148554	0.27421513413166	-0.267900644896413	0.30100271860277	0	0	0	1	1
7869	chr1	229516581	229559707	-	ABCB10	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7871	chr1	229593110	229615482	-	TAF5L	1	-8.47128102821336	0.274246010366142	-0.268041859932309	-0.33425829794266	0	0	0	1	1
7879	chr1	230066237	230282122	+	GALNT2	1	-8.47128102821335	0.274246010366139	-0.268041859932308	-0.334258297942663	0	0	0	1	1
7898	chr1	230837118	230869521	-	C1orf198	1	-8.47128102821335	0.274246010366139	-0.268041859932308	-0.334258297942663	0	0	0	1	1
7907	chr1	230906242	230979859	-	TTC13	1	-8.47130366453355	0.274246710268238	-0.268022419090395	0.0389055803317771	0	0	0	1	1
7920	chr1	231240211	231277973	+	GNPAT	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
7924	chr1	231337292	231355023	+	SPRTN	1	-8.47129099670901	0.274256390661968	-0.268051566074991	-0.168598722189036	0	0	0	1	1
7935	chr1	231527668	231566524	+	TSNAX	1	-8.47128936329446	0.274275441966777	-0.268089309312616	-0.157555723243664	0	0	0	1	1
7937	chr1	231625789	232041272	+	DISC1	1	-8.47130869442372	0.274251832126976	-0.268010572019938	-0.0318595854509557	0	0	0	1	1
7951	chr1	231767463	231848666	-	AL136171.2	1	-8.47133657049307	0.274280217330365	-0.26799224270246	-0.263278892976386	0	0	0	1	1
7959	chr1	232159090	232185643	+	AL353052.1	1	-8.47130366453355	0.274246710268238	-0.268022419090395	0.0389055803317771	0	0	0	1	1
7962	chr1	232397964	232562558	-	SIPA1L2	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
8001	chr1	234527886	234532792	-	LINC01354	1	-8.47133657049285	0.274280217329919	-0.267992242702349	-0.263278892976049	0	0	0	1	1
8013	chr1	234645288	234660924	+	AL160408.1	1	-8.47133589252591	0.274245545432161	-0.26798611437885	0.359141431068471	0	0	0	1	1
8017	chr1	234708382	234720220	+	AL160408.6	1	-8.471290996709	0.274256390661954	-0.268051566074968	-0.168598722189029	0	0	0	1	1
8018	chr1	234723041	234731643	+	LINC01132	1	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
8021	chr1	234811051	234933653	-	AL391832.4	1	-8.47130078906426	0.274271980329156	-0.268071322330212	-0.13534592048513	0	0	0	1	1
8034	chr1	235131182	235162250	-	RBM34	1	-8.47128102821335	0.274246010366139	-0.268041859932308	-0.334258297942663	0	0	0	1	1
8042	chr1	235327569	235448880	+	TBCE	1	-8.47130438111104	0.274247439962106	-0.267992025111316	-0.233771972434415	0	0	0	1	1
8096	chr1	236549004	236605516	-	HEATR1	1	-8.47130366453361	0.274246710269026	-0.268022419092086	0.0389055803327392	0	0	0	1	1
8102	chr1	236794291	236903981	+	MTR	1	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8106	chr1	237041183	237833988	+	RYR2	1	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8111	chr1	237861174	237928321	+	AL359924.1	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8127	chr1	239628072	239915452	+	CHRM3	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8154	chr1	240775514	241356776	-	RGS7	1	-8.47129099671013	0.274256390662648	-0.268051566075129	-0.168598722189158	0	0	0	1	1
8173	chr1	241453750	241485995	-	AL359764.3	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8183	chr1	241651277	241802133	+	WDR64	1	-8.47133833974361	0.274282018916957	-0.267980958682122	-0.122623098289101	0	0	0	1	1
8185	chr1	241847203	241889939	+	EXO1	1	-8.47129099671013	0.274256390662648	-0.268051566075129	-0.168598722189158	0	0	0	1	1
8204	chr1	243134897	243140588	+	AL606534.1	1	-8.47130366453362	0.274246710269029	-0.268022419092083	0.0389055803327401	0	0	0	1	1
8215	chr1	243702856	243741821	-	AL662889.1	1	-8.47132968235968	0.274273203463144	-0.267979820236554	-0.237475818632957	0	0	0	1	1
8230	chr1	244408493	244452909	-	ADSS2	1	-8.47130366453361	0.274246710269026	-0.268022419092086	0.0389055803327392	0	0	0	1	1
8231	chr1	244460272	244640504	+	CATSPERE	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8234	chr1	244652102	244705951	+	DESI2	1	-8.47130366453362	0.274246710269027	-0.268022419092083	0.0389055803327406	0	0	0	1	1
8251	chr1	244969349	244972088	-	AL356512.1	1	-8.4713365704939	0.274280217330698	-0.26799224270244	-0.263278892976447	0	0	0	1	1
8258	chr1	245153984	245709432	+	KIF26B	1	-8.47130366453362	0.274246710269029	-0.268022419092083	0.0389055803327401	0	0	0	1	1
8287	chr1	246839097	246932363	-	AHCTF1	1	-8.4712909967096	0.274256390662591	-0.268051566075581	-0.168598722189366	0	0	0	1	1
8300	chr1	247121974	247173005	-	ZNF124	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8309	chr1	247297411	247332743	-	ZNF496	1	-8.47130596638997	0.27424905423843	-0.267964304214922	-0.233786654519471	0	0	0	1	1
8310	chr1	247337885	247349076	-	AC104335.2	1	-8.47130366453361	0.274246710269026	-0.268022419092086	0.0389055803327392	0	0	0	1	1
8355	chr1	247856186	247880138	+	TRIM58	1	-8.47133657049389	0.274280217330664	-0.267992242702344	-0.26327889297645	0	0	0	1	1
8423	chr1	248810445	248826915	-	SH3BP5L	1	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8448	chr2	279557	289091	-	ALKAL2	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8469	chr2	663876	678406	-	TMEM18	2	-8.47127478791134	0.274258336870552	-0.268071463698854	-0.204508895921578	0	0	0	1	1
8486	chr2	949848	1367613	+	SNTG2	2	-8.47132382219329	0.274267236287408	-0.267969398075266	-0.216604988543196	0	0	0	1	1
8502	chr2	1631886	1745515	-	PXDN	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8503	chr2	1789112	2327210	-	MYT1L	2	-8.47130438111059	0.274247439961983	-0.267992025112042	-0.233771972434156	0	0	0	1	1
8541	chr2	3188924	3378830	-	EIPR1	2	-8.47131375474021	0.274256984975455	-0.267995556410339	-0.071249431658868	0	0	0	1	1
8545	chr2	3378674	3479567	+	TRAPPC12	2	-8.47129099671013	0.274256390662648	-0.268051566075129	-0.168598722189158	0	0	0	1	1
8549	chr2	3497365	3520531	-	ADI1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8551	chr2	3518274	3523197	+	AC231981.1	2	-8.47130438111058	0.274247439961981	-0.267992025112044	-0.233771972434155	0	0	0	1	1
8553	chr2	3532009	3559304	-	AC108488.2	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8558	chr2	3574259	3580920	+	RPS7	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8657	chr2	7923613	8279186	-	LINC00298	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8682	chr2	8728857	8838613	-	KIDINS220	2	-8.47130023635679	0.27424321941585	-0.267980968558881	-0.0973410404044511	0	0	0	1	1
8688	chr2	9109493	9116893	+	AC093904.3	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8692	chr2	9403474	9424229	-	ITGB1BP1	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8698	chr2	9422653	9473101	+	CPSF3	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8703	chr2	9488485	9556830	-	ADAM17	2	-8.4713048914401	0.274247959648025	-0.267983101588281	-0.0899067164161078	0	0	0	1	1
8704	chr2	9504444	9512412	+	AC080162.1	2	-8.47130438111059	0.274247439961983	-0.267992025112042	-0.233771972434156	0	0	0	1	1
8706	chr2	9583966	9631997	-	YWHAQ	2	-8.47130366453362	0.274246710269027	-0.268022419092083	0.0389055803327406	0	0	0	1	1
8716	chr2	9842473	9934416	+	TAF1B	2	-8.4713004006884	0.274243386753892	-0.267985261772052	-0.185834270684537	0	0	0	1	1
8719	chr2	9950692	10002277	+	GRHL1	2	-8.47133657049393	0.274280217330739	-0.267992242702534	-0.263278892976448	0	0	0	1	1
8743	chr2	10301903	10427604	+	HPCAL1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8755	chr2	10588165	10604830	+	AC007314.1	2	-8.47130366453361	0.274246710269025	-0.268022419092077	0.0389055803327335	0	0	0	1	1
8771	chr2	10843476	10885113	+	LINC01954	2	-8.47129099671013	0.274256390662648	-0.268051566075129	-0.168598722189158	0	0	0	1	1
8815	chr2	11723333	11827405	+	LPIN1	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8824	chr2	12006127	12578348	+	MIR3681HG	2	-8.47136166866659	0.27403065732666	-0.267553067169396	0.44028500425427	0	0	0	1	1
8844	chr2	13710530	14401963	-	LINC00276	2	-8.47130366453283	0.274246710268745	-0.268022419092423	0.0389055803325764	0	0	0	1	1
8852	chr2	14705667	14993066	-	AC068286.2	2	-8.4713004006884	0.274243386753893	-0.267985261772055	-0.185834270684536	0	0	0	1	1
8887	chr2	16549458	16666834	-	CYRIA	2	-8.47127919505435	0.274266957644134	-0.268083396322833	-0.168615189998536	0	0	0	1	1
8894	chr2	17538125	17655528	+	VSNL1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8900	chr2	17752857	17788941	+	GEN1	2	-8.47127478791127	0.274258336870552	-0.268071463698969	-0.204508895921619	0	0	0	1	1
8915	chr2	18938696	18946650	+	AC130814.1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
8916	chr2	18986473	19349067	-	LINC01376	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
8934	chr2	19910259	19991131	-	WDR35	2	-8.47133902957141	0.274282721342856	-0.26795246839027	-0.132998859038196	0	0	0	1	1
8958	chr2	20617817	20652098	-	HS1BP3	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9015	chr2	23926311	24000203	+	UBXN2A	2	-8.47130869442331	0.27425183212721	-0.268010572020349	-0.0318595854511929	0	0	0	1	1
9021	chr2	24029346	24048361	-	WDCP	2	-8.47129099671013	0.274256390662648	-0.268051566075129	-0.168598722189158	0	0	0	1	1
9073	chr2	25160852	25169690	-	POMC	2	-8.47129099671013	0.274256390662648	-0.268051566075129	-0.168598722189158	0	0	0	1	1
9086	chr2	25377197	25651222	-	DTNB	2	-8.47130366453283	0.274246710268745	-0.268022419092423	0.0389055803325764	0	0	0	1	1
9101	chr2	26033083	26137454	+	RAB10	2	-8.47132730221428	0.274270779841169	-0.268095267497642	0.444552639977506	0	0	0	1	1
9108	chr2	26243747	26290464	+	HADHB	2	-8.47130366453283	0.274246710268745	-0.268022419092423	0.0389055803325764	0	0	0	1	1
9113	chr2	26308175	26347761	-	ADGRF3	2	-8.47130078906495	0.274271980329328	-0.26807132232955	-0.135345920485072	0	0	0	1	1
9131	chr2	26763283	26781231	+	SLC35F6	2	-8.47133750821546	0.274281172177983	-0.267963257022221	-0.25442803118399	0	0	0	1	1
9132	chr2	26785055	26794589	+	CENPA	2	-8.47130366453283	0.274246710268745	-0.268022419092423	0.0389055803325764	0	0	0	1	1
9134	chr2	26847131	26950351	+	DPYSL5	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9137	chr2	26950307	27010807	-	AC013472.1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9138	chr2	26969636	27027219	+	MAPRE3	2	-8.4712909967096	0.274256390662591	-0.268051566075581	-0.168598722189366	0	0	0	1	1
9140	chr2	26984777	27015588	-	MAPRE3-AS1	2	-8.4712909967096	0.274256390662591	-0.268051566075581	-0.168598722189366	0	0	0	1	1
9147	chr2	27050667	27070618	+	AGBL5	2	-8.47130040068858	0.274243386753969	-0.267985261772066	-0.185834270684504	0	0	0	1	1
9167	chr2	27130755	27135636	-	PREB	2	-8.47130366453283	0.274246710268745	-0.268022419092423	0.0389055803325764	0	0	0	1	1
9174	chr2	27211026	27217156	+	ATRAID	2	-8.47133657049389	0.274280217330694	-0.267992242702441	-0.263278892976447	0	0	0	1	1
9179	chr2	27253683	27264047	-	SLC30A3	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9212	chr2	27377234	27381444	-	ZNF513	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9214	chr2	27381198	27410591	-	PPM1G	2	-8.47134226230695	0.274286013053995	-0.267987608435641	-0.128101709755704	0	0	0	1	1
9215	chr2	27426789	27442259	+	NRBP1	2	-8.47130366453271	0.274246710268713	-0.268022419092501	0.0389055803325625	0	0	0	1	1
9227	chr2	27536385	27582720	+	C2orf16	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9235	chr2	27625638	27630012	-	CCDC121	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9237	chr2	27627246	27650363	+	GPN1	2	-8.47133874040924	0.274282426869405	-0.267934840528916	-0.249692394876991	0	0	0	1	1
9276	chr2	28709057	28752570	-	AC092164.1	2	-8.47130438111058	0.274247439961983	-0.267992025112047	-0.233771972434155	0	0	0	1	1
9280	chr2	28750747	28802930	+	PPP1CB	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9286	chr2	28849820	28871309	-	TRMT61B	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9287	chr2	28893666	28948219	+	WDR43	2	-8.47133657049382	0.274280217330728	-0.267992242702626	-0.263278892976442	0	0	0	1	1
9296	chr2	29096704	29174713	+	CLIP4	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9301	chr2	29192773	29922586	-	ALK	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9315	chr2	30230533	30260028	+	LBH	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9349	chr2	32062546	32157637	+	SPAST	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9367	chr2	32276903	32316594	+	YIPF4	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9369	chr2	32356027	32618899	+	BIRC6	2	-8.47132172072017	0.274265096515502	-0.267949433760142	-0.119900188657733	0	0	0	1	1
9370	chr2	32377630	32380599	-	BIRC6-AS1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9372	chr2	32525503	32529507	+	AL133243.3	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9375	chr2	32562327	32566436	+	AL133243.4	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9376	chr2	32627049	32821051	+	TTC27	2	-8.47132109944812	0.274264463885885	-0.267978055984888	-0.104902374048557	0	0	0	1	1
9381	chr2	32824442	32926693	+	LINC00486	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9386	chr2	32945952	33399509	+	LTBP1	2	-8.47130366453283	0.274246710268745	-0.268022419092427	0.0389055803325784	0	0	0	1	1
9397	chr2	33583659	33600299	-	FAM98A	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9415	chr2	34732286	34823726	-	AC012593.2	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9435	chr2	36552257	36599168	-	FEZ2	2	-8.47130438111058	0.274247439961983	-0.267992025112047	-0.233771972434155	0	0	0	1	1
9445	chr2	36837697	36967536	-	STRN	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9449	chr2	36980894	37085372	-	HEATR5B	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9453	chr2	37099209	37157980	-	EIF2AK2	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9465	chr2	37230657	37249160	+	NDUFAF7	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9474	chr2	37465780	37524807	+	AC007391.3	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9475	chr2	37561485	37613128	+	AC006369.1	2	-8.47130366453283	0.274246710268745	-0.268022419092423	0.0389055803325764	0	0	0	1	1
9479	chr2	37743332	37747046	+	AC006369.2	2	-8.47130438111059	0.274247439961983	-0.267992025112042	-0.233771972434156	0	0	0	1	1
9481	chr2	37827009	37876863	-	LINC00211	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9483	chr2	37924286	38017744	+	RMDN2	2	-8.4713017209393	0.274244731149866	-0.268038542329395	0.112913098426548	0	0	0	1	1
9485	chr2	37949910	38040327	-	RMDN2-AS1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9497	chr2	38073872	38181828	+	CYP1B1-AS1	2	-8.47130040068861	0.274243386753993	-0.267985261772094	-0.185834270684491	0	0	0	1	1
9513	chr2	38293953	38378273	-	ATL2	2	-8.47133589252716	0.274245545432048	-0.267986114376764	0.359141431069832	0	0	0	1	1
9520	chr2	38406526	38516640	-	LINC02613	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9538	chr2	38743598	38752361	-	SRSF7	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9544	chr2	38797728	38876934	-	DHX57	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9572	chr2	39435636	39604076	+	MAP4K3-DT	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9579	chr2	39736060	39780258	-	THUMPD2	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9585	chr2	40097269	40453069	-	SLC8A1	2	-8.47130510263628	0.274248174750917	-0.268015706699321	-0.00694858477654535	0	0	0	1	1
9617	chr2	42168352	42330744	+	EML4	2	-8.47137197205647	0.274316264250588	-0.268232929311574	1.42606659539302	0	0	0	1	1
9627	chr2	42493568	42756947	+	MTA3	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9635	chr2	42767088	42793583	-	HAAO	2	-8.47128102821278	0.2742460103657	-0.268041859932625	-0.334258297942794	0	0	0	1	1
9637	chr2	43027852	43040543	-	LINC01819	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9649	chr2	43230835	43597046	-	THADA	2	-8.47128031049483	0.274222928932693	-0.268080622638045	0.105147979856171	0	0	0	1	1
9673	chr2	44167850	44320310	+	AC013717.1	2	-8.47129386064883	0.274236727149221	-0.268033400805378	0.0431877657581617	0	0	0	1	1
9696	chr2	44360946	44772592	+	CAMKMT	2	-8.47130366453283	0.274246710268745	-0.268022419092427	0.0389055803325784	0	0	0	1	1
9717	chr2	45164815	45324385	-	LINC01121	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
9722	chr2	45388679	45612267	-	SRBD1	2	-8.47130863585465	0.274240597199702	-0.26800399224002	0.0342231154032989	0	0	0	1	1
9724	chr2	45650674	46187990	+	PRKCE	2	-8.47130438111058	0.274247439961983	-0.267992025112047	-0.233771972434155	0	0	0	1	1
9730	chr2	46296406	46386697	+	EPAS1	2	-8.47130279603313	0.274245825889051	-0.268019742456965	0	0	0	0	1	1
