chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr20	48821687	48850458	-	AL133342.1	20	84475	0	28771	34730	1810982952	0	28771	28516	1810989166	0	28771	11334	1811006348	0	28771	1843	1811015839	2	28769	38925	1810978757	2	28769	17635	1811000047	0.638361424371473	1.33210058929399	1.33210058929399	0.248431864337046	0.35283170191492
chr1	40072711	40083321	-	PPT1	1	2064	2	10608	34728	1811001115	0	10610	28516	1811007327	0	10610	11334	1811024509	0	10610	1843	1811034000	0	10610	38927	1810996916	0	10610	17637	1811018206	0.942789324565234	1.32927988469601	1.32927988469601	0.248933367440096	0.353419218127348
chr12	108523411	108562159	-	SART3	12	56756	0	38748	34730	1810972975	2	38746	28514	1810979191	0	38748	11334	1810996371	0	38748	1843	1811005862	2	38746	38925	1810968780	1	38747	17636	1810990069	0.563793941417016	1.32834467850626	1.32834467850626	0.249099914786556	0.353593294291646
chrX	85243083	85271921	+	ZNF711	23	90119	1	28837	34729	1810982886	1	28837	28515	1810989100	0	28838	11334	1811006281	0	28838	1843	1811015772	2	28836	38925	1810978690	0	28838	17637	1810999978	0.636035301949223	1.32333004847169	1.32333004847169	0.249995284480583	0.354593241011585
chr16	47298446	47317814	+	AC007533.2	16	68541	1	19367	34729	1810992356	2	19366	28514	1810998571	0	19368	11334	1811015751	0	19368	1843	1811025242	0	19368	38927	1810988158	0	19368	17637	1811009448	0.746425655816121	1.32286000531167	1.32286000531167	0.250079413505282	0.35463902853553
chr12	54549079	54577929	+	PDE1B	12	55185	1	28849	34729	1810982874	0	28850	28516	1810989087	1	28849	11333	1811006270	0	28850	1843	1811015760	1	28849	38926	1810978677	1	28849	17636	1810999967	0.635619253616005	1.32176469545811	1.32176469545811	0.250275588467543	0.354865739250667
chr9	107283052	107332192	+	RAD23B	9	42794	1	49139	34729	1810962584	2	49138	28514	1810968799	0	49140	11334	1810985979	0	49140	1843	1810995470	3	49137	38924	1810958389	0	49140	17637	1810979676	0.508521776700311	1.31880397582427	1.31880397582427	0.250806812459897	0.355556319654263
chrX	49190541	49201199	-	SYP	23	89421	0	10658	34730	1811001065	0	10658	28516	1811007279	1	10657	11333	1811024462	0	10658	1843	1811033952	1	10657	38926	1810996869	0	10658	17637	1811018158	0.938275310599233	1.31827390706167	1.31827390706167	0.250902065470116	0.355649590131538
chr12	57723760	57743157	-	AGAP2	12	55543	1	19396	34729	1810992327	1	19396	28515	1810998541	0	19397	11334	1811015722	0	19397	1843	1811025213	1	19396	38926	1810988130	0	19397	17637	1811009419	0.74492940784894	1.31814087135717	1.31814087135717	0.250925978869187	0.355662606188661
chr1	231527668	231566524	+	TSNAX	1	7935	0	38856	34730	1810972867	1	38855	28515	1810979082	1	38855	11333	1810996264	0	38856	1843	1811005754	2	38854	38925	1810968672	1	38855	17636	1810989961	0.561010452263878	1.31637031724677	1.31637031724677	0.25124450560141	0.355967803722812
chr12	46361110	46371789	-	SLC38A2	12	54482	0	10679	34730	1811001044	0	10679	28516	1811007258	1	10678	11333	1811024441	0	10679	1843	1811033931	1	10678	38926	1810996848	0	10679	17637	1811018137	0.936306818744223	1.3134840852581	1.3134840852581	0.251764810354648	0.356621271997807
chr1	93447281	93551125	+	FNBP1L	1	3684	3	103841	34727	1810907882	2	103842	28514	1810914095	2	103842	11332	1810931277	0	103844	1843	1810940766	3	103841	38924	1810903685	1	103843	17636	1810924973	0.366445589862662	1.31196118379012	1.31196118379012	0.252039879153398	0.356927141901557
chr3	154276170	154325416	-	DHX36	3	18727	1	49245	34729	1810962478	1	49245	28515	1810968692	1	49245	11333	1810985874	0	49246	1843	1810995364	2	49244	38925	1810958282	1	49245	17636	1810979571	0.506366890830681	1.30851330049336	1.30851330049336	0.252664006886994	0.357748051975111
chr2	95836918	95856377	-	ANKRD36C	2	10979	0	19459	34730	1810992264	1	19458	28515	1810998479	1	19458	11333	1811015661	0	19459	1843	1811025151	1	19458	38926	1810988068	0	19459	17637	1811009357	0.741738009846401	1.30809936998412	1.30809936998412	0.252739063277246	0.357791377529512
chr8	30441616	30545591	+	RBPMS	8	38221	4	103971	34726	1810907752	3	103972	28513	1810913965	0	103975	11334	1810931144	0	103975	1843	1810940635	3	103972	38924	1810903554	1	103974	17636	1810924842	0.365184780340087	1.30346477217972	1.30346477217972	0.253581311706447	0.358920576259846
chr9	77176535	77385191	+	VPS13A	9	42152	4	208652	34726	1810803071	4	208652	28512	1810809285	1	208655	11333	1810826464	0	208656	1843	1810835954	10	208646	38917	1810798880	1	208655	17636	1810820161	0.266493350484113	1.30199454678223	1.30199454678223	0.253849217883344	0.359262890205534
chr5	32103444	32122941	-	AC025178.2	5	24537	0	19497	34730	1810992226	0	19497	28516	1810998440	0	19497	11334	1811015622	0	19497	1843	1811025113	2	19495	38925	1810988031	1	19496	17636	1811009320	0.739787013808511	1.30197424208745	1.30197424208745	0.25385292026617	0.359262890205534
chr21	46190782	46229781	-	LSS	21	86396	1	38998	34729	1810972725	0	38999	28516	1810978938	2	38997	11332	1810996122	0	38999	1843	1811005611	2	38997	38925	1810968529	0	38999	17637	1810989817	0.557336781048166	1.30063599720597	1.30063599720597	0.254097084083448	0.359587362880885
chr6	17615034	17707834	-	NUP153	6	28898	3	92797	34727	1810918926	0	92800	28516	1810925137	1	92799	11333	1810942320	0	92800	1843	1810951810	3	92797	38924	1810914729	3	92797	17634	1810936019	0.383577458198584	1.29983908450231	1.29983908450231	0.25424261875938	0.359751145011221
chr1	159288713	159308224	+	FCER1A	1	5676	1	19510	34729	1810992213	1	19510	28515	1810998427	0	19511	11334	1811015608	0	19511	1843	1811025099	0	19511	38927	1810988015	1	19510	17636	1811009306	0.739069184347185	1.29972404893488	1.29972404893488	0.254263635387386	0.359759799155711
chr9	126961224	127217812	+	RALGPS1	9	43288	7	256581	34723	1810755142	6	256582	28510	1810761355	2	256586	11332	1810778533	1	256587	1842	1810788023	6	256582	38921	1810750944	2	256586	17635	1810772230	0.242033371317056	1.29882271913812	1.29882271913812	0.254428379502007	0.359950708701305
chr12	7788401	7799146	+	NANOG	12	53480	0	10745	34730	1811000978	1	10744	28515	1811007193	0	10745	11334	1811024374	0	10745	1843	1811033865	0	10745	38927	1810996781	1	10744	17636	1811018072	0.930145236581806	1.29853113600984	1.29853113600984	0.254481702896026	0.360005052717036
chr12	48938924	48958445	-	ARF3	12	54655	0	19521	34730	1810992202	1	19520	28515	1810998417	0	19521	11334	1811015598	1	19520	1842	1811025090	1	19520	38926	1810988006	0	19521	17637	1811009295	0.738556764248306	1.29811770329252	1.29811770329252	0.254557333180273	0.360090945178376
chr12	93542819	93571854	-	SOCS2-AS1	12	56290	2	29033	34728	1810982690	0	29035	28516	1810988902	0	29035	11334	1811006084	0	29035	1843	1811015575	1	29034	38926	1810978492	1	29034	17636	1810999782	0.629226982952559	1.29779638536274	1.29779638536274	0.254616131792656	0.360131920679665
chr19	13763531	13774282	+	MRI1	19	78779	0	10751	34730	1811000972	0	10751	28516	1811007186	1	10750	11333	1811024369	0	10751	1843	1811033859	1	10750	38926	1810996776	0	10751	17637	1811018065	0.929586970736538	1.29717934736982	1.29717934736982	0.254729091723033	0.36022838344526
chr4	156763089	156971903	-	PDGFC	4	23391	7	208807	34723	1810802916	2	208812	28514	1810809125	3	208811	11331	1810826308	0	208814	1843	1810835796	6	208808	38921	1810798718	2	208812	17635	1810820004	0.265736309186316	1.29492034623399	1.29492034623399	0.255143169682162	0.36077169480563
chr9	34252380	34312371	-	KIF24	9	41524	3	59988	34727	1810951735	2	59989	28514	1810957948	0	59991	11334	1810975128	0	59991	1843	1810984619	2	59989	38925	1810947537	0	59991	17637	1810968825	0.463151800997794	1.29421194596216	1.29421194596216	0.255273191192083	0.360871006975915
chr5	56922583	56942133	-	MIER3	5	25063	2	19548	34728	1810992175	1	19549	28515	1810998388	0	19550	11334	1811015569	0	19550	1843	1811025060	0	19550	38927	1810987976	0	19550	17637	1811009266	0.737072223719015	1.29346882039681	1.29346882039681	0.255409674034464	0.36101106481783
chr15	49127535	49156604	-	COPS2	15	64340	1	29068	34729	1810982655	0	29069	28516	1810988868	1	29068	11333	1811006051	0	29069	1843	1811015541	1	29068	38926	1810978458	1	29068	17636	1810999748	0.628056619062706	1.29342827806249	1.29342827806249	0.255417122648201	0.36101106481783
chr19	12449934	12460705	+	AC008758.2	19	78646	1	10770	34729	1811000953	0	10771	28516	1811007166	0	10771	11334	1811024348	0	10771	1843	1811033839	0	10771	38927	1810996755	1	10770	17636	1811018046	0.927728332275446	1.29268110683188	1.29268110683188	0.255554444139722	0.361162871652391
chr12	50988319	51027400	-	SLC11A2	12	54828	0	39081	34730	1810972642	1	39080	28515	1810978857	2	39079	11332	1810996040	0	39081	1843	1811005529	2	39079	38925	1810968447	0	39081	17637	1810989735	0.555236281271143	1.29167340928689	1.29167340928689	0.255739791546112	0.361382507730852
chr17	48184937	48204529	+	SKAP1-AS1	17	73531	0	19592	34730	1810992131	0	19592	28516	1810998345	0	19592	11334	1811015527	0	19592	1843	1811025018	3	19589	38924	1810987937	0	19592	17637	1811009224	0.734926111791454	1.28676107898355	1.28676107898355	0.256645701604781	0.362514118033454
chr17	15699132	15709938	+	ZNF286A	17	71483	1	10805	34729	1811000918	0	10806	28516	1811007131	0	10806	11334	1811024313	0	10806	1843	1811033804	1	10805	38926	1810996721	0	10806	17637	1811018010	0.924484004156421	1.28484462900087	1.28484462900087	0.257000198056628	0.362929916469511
chr19	3490820	3501637	-	DOHH	19	77802	0	10817	34730	1811000906	1	10816	28515	1811007121	0	10817	11334	1811024302	0	10817	1843	1811033793	1	10816	38926	1810996710	0	10817	17637	1811017999	0.923466528205434	1.28238925198093	1.28238925198093	0.257455266557214	0.363508769342537
chr3	183252794	183272426	+	B3GNT5	3	19393	1	19631	34729	1810992092	1	19631	28515	1810998306	0	19632	11334	1811015487	0	19632	1843	1811024978	1	19631	38926	1810987895	0	19632	17637	1811009184	0.732886464176576	1.28039775323123	1.28039775323123	0.25782509291483	0.363897243749321
chr18	2654725	2805017	+	SMCHD1	18	75622	6	150286	34724	1810861437	2	150290	28514	1810867647	1	150291	11333	1810884828	0	150292	1843	1810894318	4	150288	38923	1810857238	2	150290	17635	1810878526	0.306913527741021	1.27869633818045	1.27869633818045	0.258141569915336	0.364243472855817
chr2	26033083	26137454	+	RAB10	2	9101	1	104370	34729	1810907353	5	104366	28511	1810913571	1	104370	11333	1810930749	0	104371	1843	1810940239	3	104368	38924	1810903158	1	104370	17636	1810924446	0.361383114318576	1.2779898699373	1.2779898699373	0.258273119755767	0.364386501687795
chr7	44605587	44676594	+	OGDH	7	34189	1	71006	34729	1810940717	4	71003	28512	1810946934	1	71006	11333	1810964113	0	71007	1843	1810973603	1	71006	38926	1810936520	1	71006	17636	1810957810	0.428099980554726	1.27746102819219	1.27746102819219	0.258371648392233	0.364483675888232
chr11	32828926	32858120	+	PRRG4	11	49018	2	29192	34728	1810982531	1	29193	28515	1810988744	0	29194	11334	1811005925	0	29194	1843	1811015416	1	29193	38926	1810978333	0	29194	17637	1810999622	0.623765546849708	1.27745813131332	1.27745813131332	0.258372188238365	0.364483675888232
chr1	160485035	160524255	-	SLAMF6	1	5762	1	39219	34729	1810972504	1	39219	28515	1810978718	1	39219	11333	1810995900	0	39220	1843	1811005390	2	39218	38925	1810968308	0	39220	17637	1810989596	0.551685715620327	1.2765828827396	1.2765828827396	0.258535358525343	0.364692550609715
chr19	44286363	44306025	-	ZNF235	19	80930	1	19661	34729	1810992062	1	19661	28515	1810998276	0	19662	11334	1811015457	0	19662	1843	1811024948	1	19661	38926	1810987865	0	19662	17637	1811009154	0.731359453705229	1.27564245881513	1.27564245881513	0.258710821261121	0.364863103524674
chr11	35137881	35177110	+	CD44	11	49109	0	39229	34730	1810972494	1	39228	28515	1810978709	1	39228	11333	1810995891	0	39229	1843	1811005381	1	39228	38926	1810968298	2	39227	17635	1810989589	0.551456256859487	1.27561089163646	1.27561089163646	0.258716713566204	0.364863103524674
chr13	39009865	39039076	-	PROSER1	13	58381	0	29211	34730	1810982512	1	29210	28515	1810988727	1	29210	11333	1811005909	0	29211	1843	1811015399	1	29210	38926	1810978316	1	29210	17636	1810999606	0.623183381096565	1.27529866900295	1.27529866900295	0.258775001737594	0.364902677371363
chr19	45782946	45793802	-	DMWD	19	81112	0	10856	34730	1811000867	0	10856	28516	1811007081	1	10855	11333	1811024264	0	10856	1843	1811033754	1	10855	38926	1810996671	0	10856	17637	1811017960	0.919867432436006	1.27372189890593	1.27372189890593	0.259069613733822	0.365232789559114
chr3	196567610	196587287	+	FBXO45	3	19929	1	19676	34729	1810992047	1	19676	28515	1810998261	0	19677	11334	1811015442	0	19677	1843	1811024933	1	19676	38926	1810987850	0	19677	17637	1811009139	0.730596821971744	1.27326908195391	1.27326908195391	0.259154297079762	0.365288186624658
chr19	5903840	5914707	+	AC104532.1	19	78031	0	10867	34730	1811000856	1	10866	28515	1811007071	0	10867	11334	1811024252	0	10867	1843	1811033743	1	10866	38926	1810996660	0	10867	17637	1811017949	0.918854640527174	1.27128646196798	1.27128646196798	0.259525479198631	0.36571434834844
chr1	160683518	160712803	-	CD48	1	5778	1	29284	34729	1810982439	0	29285	28516	1810988652	0	29285	11334	1811005834	0	29285	1843	1811015325	2	29283	38925	1810978243	1	29284	17636	1810999532	0.620653187637467	1.26592312706634	1.26592312706634	0.260532894063683	0.366867268999974
chr1	147241718	147271010	+	CHD1L	1	4649	0	29292	34730	1810982431	2	29290	28514	1810988647	0	29292	11334	1811005827	0	29292	1843	1811015318	1	29291	38926	1810978235	1	29291	17636	1810999525	0.620414176108172	1.26503905002028	1.26503905002028	0.2606994179891	0.367058942613064
chr1	9181177	9192089	+	LNCTAM34A	1	530	0	10912	34730	1811000811	0	10912	28516	1811007025	1	10911	11333	1811024208	0	10912	1843	1811033698	1	10911	38926	1810996615	0	10912	17637	1811017904	0.914722048863223	1.26136607956141	1.26136607956141	0.261392668698269	0.367841964973539
chr17	27293130	27312887	+	WSB1	17	71894	1	19756	34729	1810991967	0	19757	28516	1810998180	0	19757	11334	1811015362	0	19757	1843	1811024853	2	19755	38925	1810987771	0	19757	17637	1811009059	0.726539246138693	1.26067201746628	1.26067201746628	0.261523925183872	0.368005224946929
chr1	86703894	86743268	+	SH3GLB1	1	3519	2	39372	34728	1810972351	0	39374	28516	1810978563	1	39373	11333	1810995746	0	39374	1843	1811005236	2	39372	38925	1810968154	0	39374	17637	1810989442	0.547766656098757	1.26001115515828	1.26001115515828	0.261648979079736	0.368116831822222
chr7	4774622	4794397	+	AP5Z1	7	33156	0	19775	34730	1810991948	2	19773	28514	1810998164	0	19775	11334	1811015344	0	19775	1843	1811024835	1	19774	38926	1810987752	0	19775	17637	1811009041	0.72562855607226	1.25785346142948	1.25785346142948	0.262057792451609	0.368606078703853
chrX	103822326	103833257	-	RAB9B	23	90382	1	10930	34729	1811000793	0	10931	28516	1811007006	1	10930	11333	1811024189	0	10931	1843	1811033679	0	10931	38927	1810996595	0	10931	17637	1811017885	0.912982291537488	1.25719600822777	1.25719600822777	0.262182516047828	0.368695594819661
chr19	19119659	19139447	-	TMEM161A	19	79304	1	19787	34729	1810991936	2	19786	28514	1810998151	0	19788	11334	1811015331	0	19788	1843	1811024822	0	19788	38927	1810987738	0	19788	17637	1811009028	0.724971344728382	1.25581791577861	1.25581791577861	0.262444189092659	0.368956125623218
chr19	55675624	55695441	+	EPN1	19	82443	0	19817	34730	1810991906	1	19816	28515	1810998121	0	19817	11334	1811015302	0	19817	1843	1811024793	1	19816	38926	1810987710	1	19816	17636	1811009000	0.723506832146673	1.25129062123597	1.25129062123597	0.263306118727759	0.369920968697766
chr3	56731592	56802949	-	ARHGEF3	3	16684	3	71354	34727	1810940369	1	71356	28515	1810946581	0	71357	11334	1810963762	0	71357	1843	1810973253	3	71354	38924	1810936172	1	71356	17636	1810957460	0.423182702240458	1.25019047828391	1.25019047828391	0.263516100084167	0.370118250170572
chr6	25961801	25991231	+	TRIM38	6	29081	1	29429	34729	1810982294	1	29429	28515	1810988508	0	29430	11334	1811005689	0	29430	1843	1811015180	1	29429	38926	1810978097	1	29429	17636	1810999387	0.615713860970116	1.24770546192303	1.24770546192303	0.263991174524687	0.37061303161554
chr12	50326229	50397622	-	FAM186A	12	54796	1	71392	34729	1810940331	1	71392	28515	1810946545	2	71391	11332	1810963728	0	71393	1843	1810973217	3	71390	38924	1810936136	1	71392	17636	1810957424	0.422678293649475	1.24740603007376	1.24740603007376	0.264048490381832	0.370671943239662
chr8	59600377	59620221	+	AC087664.2	8	38865	0	19844	34730	1810991879	1	19843	28515	1810998094	1	19843	11333	1811015276	0	19844	1843	1811024766	0	19844	38927	1810987682	1	19843	17636	1811008973	0.722145240060758	1.24708694592118	1.24708694592118	0.264109585009828	0.370736152353331
chr17	81117294	81167221	-	AATK	17	75247	2	49925	34728	1810961798	2	49925	28514	1810968012	1	49926	11333	1810985193	0	49927	1843	1810994683	0	49927	38927	1810957599	1	49926	17636	1810978890	0.492632416137601	1.24371828464791	1.24371828464791	0.264755651200101	0.371383943909786
chr11	10750245	10779746	+	CTR9	11	48493	1	29500	34729	1810982223	0	29501	28516	1810988436	0	29501	11334	1811005618	0	29501	1843	1811015109	1	29500	38926	1810978026	2	29499	17635	1810999317	0.613304162704814	1.2388546760194	1.2388546760194	0.265691899898267	0.372459224940124
chr19	7619524	7630545	-	XAB2	19	78149	0	11021	34730	1811000702	1	11020	28515	1811006917	0	11021	11334	1811024098	0	11021	1843	1811033589	1	11020	38926	1810996506	0	11021	17637	1811017795	0.90478221235188	1.23761388612911	1.23761388612911	0.265931412172442	0.372773340425652
chr7	27616473	27627496	+	AC007130.1	7	33709	1	11022	34729	1811000701	0	11023	28516	1811006914	0	11023	11334	1811024096	0	11023	1843	1811033587	1	11022	38926	1810996504	0	11023	17637	1811017793	0.904600749909362	1.23718233266845	1.23718233266845	0.266014778825053	0.372868552682269
chr12	112012425	112023449	+	ERP29	12	56971	0	11024	34730	1811000699	1	11023	28515	1811006914	0	11024	11334	1811024095	0	11024	1843	1811033586	1	11023	38926	1810996503	0	11024	17637	1811017792	0.904510031040566	1.23696643533185	1.23696643533185	0.266056497658411	0.372905380208096
chr2	96847989	96859016	-	ANKRD39	2	11028	1	11026	34729	1811000697	1	11026	28515	1811006911	0	11027	11334	1811024092	0	11027	1843	1811033583	0	11027	38927	1810996499	0	11027	17637	1811017789	0.904237923479087	1.23631949396804	1.23631949396804	0.266181557887775	0.37305900816407
chr19	11886781	11906696	+	ZNF69	19	78598	0	19915	34730	1810991808	0	19915	28516	1810998022	0	19915	11334	1811015204	0	19915	1843	1811024695	2	19913	38925	1810987613	1	19914	17636	1811008902	0.718573579297314	1.23608398623765	1.23608398623765	0.266227102054611	0.373079525915986
chr19	35248018	35267934	+	LSR	19	79918	0	19916	34730	1810991807	0	19916	28516	1810998021	1	19915	11333	1811015204	1	19915	1842	1811024695	1	19915	38926	1810987611	0	19916	17637	1811008900	0.71852336532611	1.23592922044918	1.23592922044918	0.266257037051112	0.37309982022995
chr6	18225665	18265267	-	DEK	6	28920	1	39601	34729	1810972122	1	39601	28515	1810978336	0	39602	11334	1810995517	1	39601	1842	1811005009	2	39600	38925	1810967926	0	39602	17637	1810989214	0.541992477028981	1.2357547339052	1.2357547339052	0.266290791487464	0.373125463970363
chr1	25861209	25872253	-	PAQR7	1	1314	0	11044	34730	1811000679	1	11043	28515	1811006894	0	11044	11334	1811024075	0	11044	1843	1811033566	0	11044	38927	1810996482	1	11043	17636	1811017773	0.902697379654646	1.23265270795673	1.23265270795673	0.266891769154579	0.3738064335887
chr11	112073085	112084134	+	NKAPD1	11	52066	0	11049	34730	1811000674	2	11047	28514	1811006890	0	11049	11334	1811024070	0	11049	1843	1811033561	0	11049	38927	1810996477	0	11049	17637	1811017767	0.902244729394185	1.23157701408491	1.23157701408491	0.267100565476425	0.374019113237141
chr9	127396225	127407291	+	SLC2A8	9	43297	0	11066	34730	1811000657	0	11066	28516	1811006871	0	11066	11334	1811024053	0	11066	1843	1811033544	0	11066	38927	1810996460	2	11064	17635	1811017752	0.900707250769218	1.22792446985841	1.22792446985841	0.267811059288721	0.374711996723858
chr1	113894747	113905828	-	AP4B1	1	4291	1	11080	34729	1811000643	1	11080	28515	1811006857	0	11081	11334	1811024038	0	11081	1843	1811033529	0	11081	38927	1810996445	0	11081	17637	1811017735	0.899352611741345	1.22470790473744	1.22470790473744	0.268438698724877	0.375481370836767
chr12	102012941	102063079	-	WASHC3	12	56567	1	50137	34729	1810961586	2	50136	28514	1810967801	0	50138	11334	1810984981	0	50138	1843	1810994472	3	50135	38924	1810957391	0	50138	17637	1810978678	0.488414941593682	1.22409840393811	1.22409840393811	0.268557835644382	0.375560983712595
chr22	37225269	37245269	-	RAC2	22	87665	0	20000	34730	1810991723	1	19999	28515	1810997938	0	20000	11334	1811015119	0	20000	1843	1811024610	2	19998	38925	1810987528	0	20000	17637	1811008816	0.714314357689113	1.22301273979247	1.22301273979247	0.268770209973426	0.375792677183136
chr1	224385148	224435299	-	WDR26	1	7634	1	50150	34729	1810961573	2	50149	28514	1810967788	0	50151	11334	1810984968	0	50151	1843	1810994459	2	50149	38925	1810957377	1	50150	17636	1810978666	0.48815567794248	1.2228960506618	1.2228960506618	0.268793048819978	0.375802847339715
chr19	4839061	4868694	-	PLIN3	19	77952	1	29632	34729	1810982091	1	29632	28515	1810988305	1	29632	11333	1811005487	0	29633	1843	1811014977	1	29632	38926	1810977894	0	29633	17637	1810999183	0.608839534466763	1.22252454096451	1.22252454096451	0.268865778264609	0.37586100112447
chr18	46173033	46266983	+	C18orf25	18	76567	1	93949	34729	1810917774	3	93947	28513	1810923990	0	93950	11334	1810941169	0	93950	1843	1810950660	4	93946	38923	1810913580	2	93948	17635	1810934868	0.37126049468845	1.22240386297926	1.22240386297926	0.26888940835121	0.375864057131142
chr16	400881	411976	+	DECR2	16	66450	2	11093	34728	1811000630	0	11095	28516	1811006842	0	11095	11334	1811024024	0	11095	1843	1811033515	0	11095	38927	1810996431	0	11095	17637	1811017721	0.898089935806583	1.22171478485689	1.22171478485689	0.26902438715734	0.375995647092725
chr4	145159136	145179155	-	OTUD4	4	23116	2	20017	34728	1810991706	0	20019	28516	1810997918	0	20019	11334	1811015100	0	20019	1843	1811024591	1	20018	38926	1810987508	0	20019	17637	1811008797	0.713364771864792	1.2201054780744	1.2201054780744	0.269339952897007	0.376371329016399
chr3	146515954	146545620	-	PLSCR1	3	18514	0	29666	34730	1810982057	1	29665	28515	1810988272	0	29666	11334	1811005453	0	29666	1843	1811014944	3	29663	38924	1810977863	0	29666	17637	1810999150	0.607726484917633	1.21846792241558	1.21846792241558	0.269661532527065	0.37675993599819
chr9	128108580	128119693	-	SLC25A25-AS1	9	43383	0	11113	34730	1811000610	0	11113	28516	1811006824	0	11113	11334	1811024006	0	11113	1843	1811033497	1	11112	38926	1810996414	1	11112	17636	1811017704	0.896468834424313	1.21787338703871	1.21787338703871	0.269778404751931	0.376847306320261
chr19	13823879	13843928	-	AC020916.1	19	78787	0	20049	34730	1810991674	1	20048	28515	1810997889	0	20049	11334	1811015070	0	20049	1843	1811024561	1	20048	38926	1810987478	1	20048	17636	1811008768	0.711867259486462	1.21552606811747	1.21552606811747	0.270240453276157	0.377454905929628
chr21	38863675	38913921	-	AP001042.1	21	85997	1	50245	34729	1810961478	1	50245	28515	1810967692	1	50245	11333	1810984874	0	50246	1843	1810994364	2	50244	38925	1810957282	1	50245	17636	1810978571	0.486263096443511	1.21413829224184	1.21413829224184	0.270514089658619	0.377793393146558
chr12	4320212	4360028	+	TIGAR	12	53183	1	39815	34729	1810971908	3	39813	28513	1810978124	0	39816	11334	1810995303	0	39816	1843	1811004794	0	39816	38927	1810967710	1	39815	17636	1810989001	0.536603010471831	1.21328942058608	1.21328942058608	0.270681637695366	0.377961798653456
chr2	38564031	38603857	-	HNRNPLL	2	9532	1	39825	34729	1810971898	1	39825	28515	1810978112	1	39825	11333	1810995294	0	39826	1843	1811004784	1	39825	38926	1810967701	1	39825	17636	1810988991	0.536351879288656	1.21224691346288	1.21224691346288	0.270887582558607	0.378205620383681
chr9	128819650	128830794	-	SPOUT1	9	43483	1	11143	34729	1811000580	0	11144	28516	1811006793	0	11144	11334	1811023975	0	11144	1843	1811033466	1	11143	38926	1810996383	0	11144	17637	1811017672	0.893683082868606	1.21128252288327	1.21128252288327	0.271078270191685	0.378427047124741
chr19	35268101	35279256	+	USF2	19	79924	0	11155	34730	1811000568	1	11154	28515	1811006783	0	11155	11334	1811023964	0	11155	1843	1811033455	1	11154	38926	1810996372	0	11155	17637	1811017661	0.892696452806303	1.2089523053728	1.2089523053728	0.271539714432172	0.379006524757218
chr11	62122997	62152752	+	INCENP	11	49996	1	29754	34729	1810981969	1	29754	28515	1810988183	0	29755	11334	1811005364	0	29755	1843	1811014855	1	29754	38926	1810977772	1	29754	17636	1810999062	0.60473078532092	1.20757377985865	1.20757377985865	0.271813161444666	0.379344333521388
chr12	22624191	22685223	+	ETNK1	12	54017	2	61030	34728	1810950693	2	61030	28514	1810956907	0	61032	11334	1810974087	0	61032	1843	1810983578	3	61029	38924	1810946497	0	61032	17637	1810967784	0.44594709630563	1.20624014548957	1.20624014548957	0.27207803187036	0.379692041007917
chr1	153992693	154156116	-	NUP210L	1	5181	3	163420	34727	1810848303	2	163421	28514	1810854516	0	163423	11334	1810871696	1	163422	1842	1810881188	9	163414	38918	1810844112	1	163422	17636	1810865394	0.287690105349074	1.2057516775094	1.2057516775094	0.272175126356741	0.379805586103176
chr5	67003619	67167051	+	MAST4	5	25229	4	163428	34726	1810848295	2	163430	28514	1810854507	1	163431	11333	1810871688	0	163432	1843	1810881178	5	163427	38922	1810844099	4	163428	17633	1810865388	0.28763502909506	1.2053121724166	1.2053121724166	0.272262525402811	0.379883755054236
chr2	43092529	43103702	-	LINC02580	2	9641	1	11172	34729	1811000551	0	11173	28516	1811006764	0	11173	11334	1811023946	0	11173	1843	1811033437	0	11173	38927	1810996353	1	11172	17636	1811017644	0.891084064003355	1.20514584239572	1.20514584239572	0.27229561060301	0.379907842958628
chr19	14332742	14343916	+	LINC01842	19	78837	1	11173	34729	1811000550	0	11174	28516	1811006763	0	11174	11334	1811023945	0	11174	1843	1811033436	1	11173	38926	1810996353	0	11174	17637	1811017642	0.890994563025869	1.20493499934673	1.20493499934673	0.272337557259029	0.379933500054064
chr1	229321514	229341633	-	CCSAP	1	7861	0	20119	34730	1810991604	1	20118	28515	1810997819	0	20119	11334	1811015000	0	20119	1843	1811024491	1	20118	38926	1810987408	1	20118	17636	1811008698	0.708381759965787	1.20489521883428	1.20489521883428	0.272345472392134	0.379933500054064
chr19	9362019	9382190	+	ZNF177	19	78310	1	20170	34729	1810991553	0	20171	28516	1810997766	0	20171	11334	1811014948	0	20171	1843	1811024439	1	20170	38926	1810987356	1	20170	17636	1811008646	0.705800373364633	1.19704262120649	1.19704262120649	0.273913565198173	0.381657959265044
chr1	219172877	219212858	+	LYPLAL1	1	7503	1	39980	34729	1810971743	2	39979	28514	1810977958	0	39981	11334	1810995138	0	39981	1843	1811004629	2	39979	38925	1810967547	0	39981	17637	1810988835	0.532467328143795	1.19616687623784	1.19616687623784	0.274089144352345	0.381858528634911
chr9	92414244	92425461	-	OMD	9	42425	0	11217	34730	1811000506	1	11216	28515	1811006721	0	11217	11334	1811023902	0	11217	1843	1811033393	1	11216	38926	1810996310	0	11217	17637	1811017599	0.887153579325224	1.19588678376749	1.19588678376749	0.274145330222884	0.381914768501604
