chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr19	11986678	12046275	+	ZNF433-AS1	19	78613	0	59597	5820	1810981036	0	59597	4067	1810982789	0	59597	2295	1810984561	0	59597	1255	1810985601	1	59596	13954	1810972902	0	59597	7261	1810979595	2	59595	14527	1810972329	-11.3943425552552	1.9147619754076	-1.9147619754076	0.166435248785272	0.368180045346746
chr17	59219510	59275970	+	GDPD1	17	74044	0	56460	5820	1810984173	0	56460	4067	1810985926	0	56460	2295	1810987698	0	56460	1255	1810988738	1	56459	13954	1810976039	0	56460	7261	1810982732	2	56458	14527	1810975466	-11.3943447673045	1.91476195724681	-1.91476195724681	0.1664352507953	0.368180045346746
chr17	9913849	10199551	-	GAS7	17	71303	0	285702	5820	1810754931	0	285702	4067	1810756684	0	285702	2295	1810758456	0	285702	1255	1810759496	0	285702	13955	1810746796	0	285702	7261	1810753490	3	285699	14526	1810746225	-12.3943110443059	1.91476190905087	-1.91476190905087	0.166435256129605	0.368180045346746
chr1	145607612	145670178	+	GPR89A	1	4562	0	62566	5820	1810978067	0	62566	4067	1810979820	0	62566	2295	1810981592	0	62566	1255	1810982632	1	62565	13954	1810969933	1	62565	7260	1810976627	1	62565	14528	1810969359	-11.394340665986	1.91476187622175	-1.91476187622175	0.166435259763118	0.368180045346746
chr12	88141306	88199887	+	TMTC3	12	56156	0	58581	5820	1810982052	0	58581	4067	1810983805	0	58581	2295	1810985577	0	58581	1255	1810986617	1	58580	13954	1810973918	1	58580	7260	1810980612	1	58580	14528	1810973344	-11.3943432457484	1.91476185922511	-1.91476185922511	0.166435261644298	0.368180045346746
chr14	73057531	73120391	+	RBM25	14	61612	0	62860	5820	1810977773	0	62860	4067	1810979526	0	62860	2295	1810981298	0	62860	1255	1810982338	1	62859	13954	1810969639	1	62859	7260	1810976333	1	62859	14528	1810969065	-11.3943404886156	1.91476176958531	-1.91476176958531	0.166435271565592	0.368180045346746
chr8	91959792	92018637	-	RUNX1T1	8	39518	0	58845	5820	1810981788	0	58845	4067	1810983541	0	58845	2295	1810985313	0	58845	1255	1810986353	1	58844	13954	1810973654	1	58844	7260	1810980348	1	58844	14528	1810973080	-11.3943430640345	1.91476175142452	-1.91476175142452	0.16643527357562	0.368180045346746
chr3	157542343	157601233	+	SLC66A1L	3	18827	0	58890	5820	1810981743	0	58890	4067	1810983496	0	58890	2295	1810985268	0	58890	1255	1810986308	1	58889	13954	1810973609	1	58889	7260	1810980303	1	58889	14528	1810973035	-11.3943430332242	1.91476172883995	-1.91476172883995	0.166435276075271	0.368180045346746
chrX	102599656	102660712	-	AL035427.1	23	90288	0	61056	5820	1810979577	0	61056	4067	1810981330	0	61056	2295	1810983102	0	61056	1255	1810984142	1	61055	13954	1810971443	1	61055	7260	1810978137	1	61055	14528	1810970869	-11.3943416038885	1.91476165922359	-1.91476165922359	0.16643528378038	0.368180045346746
chr20	33730995	33792269	+	ZNF341	20	83779	0	61274	5820	1810979359	0	61274	4067	1810981112	0	61274	2295	1810982884	0	61274	1255	1810983924	1	61273	13954	1810971225	1	61273	7260	1810977919	1	61273	14528	1810970651	-11.3943414656248	1.91476157144643	-1.91476157144643	0.166435293495519	0.368180045346746
chr6	106510854	106570460	+	CRYBG1	6	31413	0	59606	5820	1810981027	0	59606	4067	1810982780	0	59606	2295	1810984552	0	59606	1255	1810985592	1	59605	13954	1810972893	1	59605	7260	1810979587	1	59605	14528	1810972319	-11.3943425492447	1.9147614329122	-1.9147614329122	0.166435308828431	0.368180045346746
chr17	70018110	70074282	-	AC005208.1	17	74500	0	56172	5820	1810984461	0	56172	4067	1810986214	0	56172	2295	1810987986	0	56172	1255	1810989026	1	56171	13954	1810976327	1	56171	7260	1810983021	1	56171	14528	1810975753	-11.3943449827692	1.91476130671799	-1.91476130671799	0.166435322795556	0.368180045346746
chr18	36828128	36886404	+	KIAA1328	18	76428	0	58276	5820	1810982357	0	58276	4067	1810984110	0	58276	2295	1810985882	0	58276	1255	1810986922	1	58275	13954	1810974223	1	58275	7260	1810980917	1	58275	14528	1810973649	-11.3943434577288	1.91476118168794	-1.91476118168794	0.166435336633834	0.368180045346746
chr4	76250720	76311120	+	FAM47E-STBD1	4	21638	0	60400	5820	1810980233	0	60400	4067	1810981986	0	60400	2295	1810983758	0	60400	1255	1810984798	1	60399	13954	1810972099	1	60399	7260	1810978793	1	60399	14528	1810971525	-11.3943420259568	1.91476110764779	-1.91476110764779	0.166435344828569	0.368180045346746
chr5	126776135	126837020	+	LMNB1	5	26425	0	60885	5820	1810979748	0	60885	4067	1810981501	0	60885	2295	1810983273	0	60885	1255	1810984313	0	60885	13955	1810971613	1	60884	7260	1810978308	2	60883	14527	1810971041	-11.3943417130328	1.91476109274663	-1.91476109274663	0.166435346477824	0.368180045346746
chr8	85888522	85951083	+	AC100801.1	8	39406	0	62561	5820	1810978072	0	62561	4067	1810979825	0	62561	2295	1810981597	0	62561	1255	1810982637	1	62560	13954	1810969938	1	62560	7260	1810976632	1	62560	14528	1810969364	-11.3943406690171	1.91476108087227	-1.91476108087227	0.166435347792074	0.368180045346746
chr12	80098536	80380879	+	OTOGL	12	56075	0	282343	5820	1810758290	0	282343	4067	1810760043	0	282343	2295	1810761815	0	282343	1255	1810762855	3	282340	13952	1810750158	0	282343	7261	1810756849	0	282343	14529	1810749581	-12.3943111431575	1.91476104967296	-1.91476104967296	0.166435351245202	0.368180045346746
chr3	40246818	40310540	-	EIF1B-AS1	3	15749	0	63722	5820	1810976911	0	63722	4067	1810978664	0	63722	2295	1810980436	0	63722	1255	1810981476	0	63722	13955	1810968776	1	63721	7260	1810975471	2	63720	14527	1810968204	-11.3943399780031	1.91476080543362	-1.91476080543362	0.166435378277524	0.368180045346746
chr7	26428461	26494344	+	AC004540.1	7	33630	0	65883	5820	1810974750	0	65883	4067	1810976503	0	65883	2295	1810978275	0	65883	1255	1810979315	1	65882	13954	1810966616	1	65882	7260	1810973310	1	65882	14528	1810966042	-11.3943387566556	1.91476068319753	-1.91476068319753	0.166435391806572	0.368180045346746
chr16	2275880	2341746	-	ABCA3	16	66807	0	65866	5820	1810974767	0	65866	4067	1810976520	0	65866	2295	1810978292	0	65866	1255	1810979332	1	65865	13954	1810966633	0	65866	7261	1810973326	2	65864	14527	1810966060	-11.3943387659501	1.91476066363975	-1.91476066363975	0.16643539397122	0.368180045346746
chr9	130578576	130638352	+	FUBP3	9	43607	0	59776	5820	1810980857	0	59776	4067	1810982610	0	59776	2295	1810984382	0	59776	1255	1810985422	1	59775	13954	1810972723	1	59775	7260	1810979417	1	59775	14528	1810972149	-11.3943424360345	1.9147605644539	-1.9147605644539	0.166435404949077	0.368180045346746
chr21	42070316	42142995	+	UMODL1	21	86119	0	72679	5820	1810967954	0	72679	4067	1810969707	0	72679	2295	1810971479	0	72679	1255	1810972519	0	72679	13955	1810959819	1	72678	7260	1810966514	2	72677	14527	1810959247	-11.3943353890531	1.9147603912279	-1.9147603912279	0.166435424121675	0.368180045346746
chr10	91219662	91284337	+	PCGF5	10	46384	0	64675	5820	1810975958	0	64675	4067	1810977711	0	64675	2295	1810979483	0	64675	1255	1810980523	1	64674	13954	1810967824	1	64674	7260	1810974518	1	64674	14528	1810967250	-11.3943394293278	1.91476030577905	-1.91476030577905	0.166435433579127	0.368180045346746
chr13	46051818	46116576	+	CPB2-AS1	13	58556	0	64758	5820	1810975875	0	64758	4067	1810977628	0	64758	2295	1810979400	0	64758	1255	1810980440	1	64757	13954	1810967741	1	64757	7260	1810974435	1	64757	14528	1810967167	-11.3943393823072	1.9147602787707	-1.9147602787707	0.166435436568403	0.368180045346746
chr3	98731703	98795845	+	ST3GAL6	3	17273	0	64142	5820	1810976491	0	64142	4067	1810978244	0	64142	2295	1810980016	0	64142	1255	1810981056	1	64141	13954	1810968357	0	64142	7261	1810975050	2	64140	14527	1810967784	-11.3943397341856	1.91476027667522	-1.91476027667522	0.16643543680033	0.368180045346746
chr16	25110741	25178228	+	LCMT1	16	67907	0	67487	5820	1810973146	0	67487	4067	1810974899	0	67487	2295	1810976671	0	67487	1255	1810977711	1	67486	13954	1810965012	1	67486	7260	1810971706	1	67486	14528	1810964438	-11.3943379006825	1.91476015327498	-1.91476015327498	0.166435450458231	0.368180045346746
chr7	12588432	12653602	+	SCIN	7	33337	0	65170	5820	1810975463	0	65170	4067	1810977216	0	65170	2295	1810978988	0	65170	1255	1810980028	1	65169	13954	1810967329	1	65169	7260	1810974023	1	65169	14528	1810966755	-11.3943391506715	1.91476012743078	-1.91476012743078	0.16643545331866	0.368180045346746
chr15	77419673	77485603	+	HMG20A	15	65466	0	65930	5820	1810974703	0	65930	4067	1810976456	0	65930	2295	1810978228	0	65930	1255	1810979268	1	65929	13954	1810966569	1	65929	7260	1810973263	1	65929	14528	1810965995	-11.3943387309793	1.9147598692216	-1.9147598692216	0.166435481897179	0.368180045346746
chr10	68720225	68791266	+	CCAR1	10	45663	0	71041	5820	1810969592	0	71041	4067	1810971345	0	71041	2295	1810973117	0	71041	1255	1810974157	1	71040	13954	1810961458	1	71040	7260	1810968152	1	71040	14528	1810960884	-11.394336141795	1.91475984128192	-1.91475984128192	0.166435484989535	0.368180045346746
chr8	125024266	125092783	-	WASHC5	8	40240	0	68517	5820	1810972116	0	68517	4067	1810973869	0	68517	2295	1810975641	0	68517	1255	1810976681	1	68516	13954	1810963982	1	68516	7260	1810970676	1	68516	14528	1810963408	-11.3943373721551	1.9147598198615	-1.9147598198615	0.166435487360341	0.368180045346746
chr6	52576430	52643026	+	TRAM2-AS1	6	30640	0	66596	5820	1810974037	0	66596	4067	1810975790	0	66596	2295	1810977562	0	66596	1255	1810978602	1	66595	13954	1810965903	1	66595	7260	1810972597	1	66595	14528	1810965329	-11.3943383710746	1.91475964058191	-1.91475964058191	0.166435507202961	0.368180045346746
chr18	35653559	35711834	+	GALNT1	18	76386	0	58275	5820	1810982358	0	58275	4067	1810984111	0	58275	2295	1810985883	0	58275	1255	1810986923	1	58274	13954	1810974224	1	58274	7260	1810980918	1	58274	14528	1810973650	-11.394343458428	1.91475957934745	-1.91475957934745	0.166435513980375	0.368180045346746
chr2	203238008	203305611	+	CYP20A1	2	13486	0	67603	5820	1810973030	0	67603	4067	1810974783	0	67603	2295	1810976555	0	67603	1255	1810977595	0	67603	13955	1810964895	1	67602	7260	1810971590	2	67601	14527	1810964323	-11.394337840355	1.91475949296728	-1.91475949296728	0.166435523540911	0.368180045346746
chr1	205142504	205212566	-	DSTYK	1	7052	0	70062	5820	1810970571	0	70062	4067	1810972324	0	70062	2295	1810974096	0	70062	1255	1810975136	3	70059	13952	1810962439	0	70062	7261	1810969130	0	70062	14529	1810961862	-11.3943365973341	1.91475932300091	-1.91475932300091	0.16643554235275	0.368180045346746
chr20	5544438	5612006	-	GPCPD1	20	83130	0	67568	5820	1810973065	0	67568	4067	1810974818	0	67568	2295	1810976590	0	67568	1255	1810977630	1	67567	13954	1810964931	1	67567	7260	1810971625	1	67567	14528	1810964357	-11.3943378585344	1.91475931811146	-1.91475931811146	0.166435542893912	0.368180045346746
chr17	64854369	64919785	-	LRRC37A3	17	74356	0	65416	5820	1810975217	0	65416	4067	1810976970	0	65416	2295	1810978742	0	65416	1255	1810979782	1	65415	13954	1810967083	1	65415	7260	1810973777	1	65415	14528	1810966509	-11.3943390137579	1.91475924500264	-1.91475924500264	0.16643555098558	0.368180045346746
chr3	151212116	151279542	-	P2RY14	3	18662	0	67426	5820	1810973207	0	67426	4067	1810974960	0	67426	2295	1810976732	0	67426	1255	1810977772	0	67426	13955	1810965072	1	67425	7260	1810971767	2	67424	14527	1810964500	-11.3943379324901	1.91475924360566	-1.91475924360566	0.166435551140198	0.368180045346746
chr1	8354092	8424666	-	RERE	1	504	0	70574	5820	1810970059	0	70574	4067	1810971812	0	70574	2295	1810973584	0	70574	1255	1810974624	2	70572	13953	1810961926	0	70574	7261	1810968618	1	70573	14528	1810961351	-11.3943363628068	1.91475920798257	-1.91475920798257	0.166435555082954	0.368180045346746
chr10	49941055	50011654	+	TIMM23B-AGAP6	10	45381	0	70599	5820	1810970034	0	70599	4067	1810971787	0	70599	2295	1810973559	0	70599	1255	1810974599	1	70598	13954	1810961900	1	70598	7260	1810968594	1	70598	14528	1810961326	-11.3943363509008	1.91475916840136	-1.91475916840136	0.166435559463794	0.368180045346746
chr7	130069533	130135705	+	KLHDC10	7	36317	0	66172	5820	1810974461	0	66172	4067	1810976214	0	66172	2295	1810977986	0	66172	1255	1810979026	1	66171	13954	1810966327	1	66171	7260	1810973021	1	66171	14528	1810965753	-11.3943385993646	1.91475897561759	-1.91475897561759	0.166435580801062	0.368180045346746
chr15	48740505	48812030	-	CEP152	15	64324	0	71525	5820	1810969108	0	71525	4067	1810970861	0	71525	2295	1810972633	0	71525	1255	1810973673	1	71524	13954	1810960974	0	71525	7261	1810967667	2	71523	14527	1810960401	-11.3943359157845	1.91475886711851	-1.91475886711851	0.166435592809719	0.368180045346746
chr9	133098120	133164914	-	AL162417.1	9	43737	0	66794	5820	1810973839	0	66794	4067	1810975592	0	66794	2295	1810977364	0	66794	1255	1810978404	1	66793	13954	1810965705	1	66793	7260	1810972399	1	66793	14528	1810965131	-11.3943382654578	1.91475877398625	-1.91475877398625	0.166435603117581	0.368180045346746
chr1	37860696	37932749	-	INPP5B	1	1962	0	72053	5820	1810968580	0	72053	4067	1810970333	0	72053	2295	1810972105	0	72053	1255	1810973145	1	72052	13954	1810960446	1	72052	7260	1810967140	1	72052	14528	1810959872	-11.3943356726899	1.91475873440504	-1.91475873440504	0.166435607498422	0.368180045346746
chr14	60980161	61052630	+	SLC38A6	14	61245	0	72469	5820	1810968164	0	72469	4067	1810969917	0	72469	2295	1810971689	0	72469	1255	1810972729	1	72468	13954	1810960030	1	72468	7260	1810966724	1	72468	14528	1810959456	-11.3943354836567	1.91475861612707	-1.91475861612707	0.166435620589407	0.368180045346746
chr16	65579667	65646947	+	AC092138.2	16	69098	0	67280	5820	1810973353	0	67280	4067	1810975106	0	67280	2295	1810976878	0	67280	1255	1810977918	1	67279	13954	1810965219	1	67279	7260	1810971913	1	67279	14528	1810964645	-11.3943380088551	1.91475860541686	-1.91475860541686	0.166435621774811	0.368180045346746
chr1	235379046	235448881	+	TBCE	1	8058	0	69835	5820	1810970798	0	69835	4067	1810972551	0	69835	2295	1810974323	0	69835	1255	1810975363	1	69834	13954	1810962664	1	69834	7260	1810969358	1	69834	14528	1810962090	-11.3943367185819	1.91475859750062	-1.91475859750062	0.16643562265098	0.368180045346746
chr7	75914154	75986855	+	POR	7	34827	0	72701	5820	1810967932	0	72701	4067	1810969685	0	72701	2295	1810971457	0	72701	1255	1810972497	1	72700	13954	1810959798	1	72700	7260	1810966492	1	72700	14528	1810959224	-11.3943353791723	1.9147585448809	-1.9147585448809	0.166435628474922	0.368180045346746
chr21	25638257	25717562	+	JAM2	21	85523	0	79305	5820	1810961328	0	79305	4067	1810963081	0	79305	2295	1810964853	0	79305	1255	1810965893	1	79304	13954	1810953194	1	79304	7260	1810959888	1	79304	14528	1810952620	-11.3943326613646	1.91475839191116	-1.91475839191116	0.166435645405589	0.368180045346746
chr17	30830965	30895869	+	ATAD5	17	72168	0	64904	5820	1810975729	0	64904	4067	1810977482	0	64904	2295	1810979254	0	64904	1255	1810980294	2	64902	13953	1810967596	1	64903	7260	1810974289	0	64904	14529	1810967020	-11.3943392998887	1.91475832369179	-1.91475832369179	0.1664356529561	0.368180045346746
chr21	42498631	42581440	+	SLC37A1	21	86144	0	82809	5820	1810957824	0	82809	4067	1810959577	0	82809	2295	1810961349	0	82809	1255	1810962389	1	82808	13954	1810949690	0	82809	7261	1810956383	2	82807	14527	1810949117	-11.3943313953442	1.91475815186277	-1.91475815186277	0.166435671974112	0.368180045346746
chr3	33955971	34387127	+	LINC01811	3	15551	0	431156	5820	1810609477	0	431156	4067	1810611230	0	431156	2295	1810613002	0	431156	1255	1810614042	3	431153	13952	1810601345	0	431156	7261	1810608036	0	431156	14529	1810600768	-12.3943082403773	1.91475811065175	-1.91475811065175	0.166435676535343	0.368180045346746
chr7	55886276	55955239	+	AC092647.5	7	34434	0	68963	5820	1810971670	0	68963	4067	1810973423	0	68963	2295	1810975195	0	68963	1255	1810976235	1	68962	13954	1810963536	1	68962	7260	1810970230	1	68962	14528	1810962962	-11.3943371481943	1.91475807246752	-1.91475807246752	0.166435680761569	0.368180045346746
chr2	216411742	216483017	+	SMARCAL1	2	13802	0	71275	5820	1810969358	0	71275	4067	1810971111	0	71275	2295	1810972883	0	71275	1255	1810973923	1	71274	13954	1810961224	0	71275	7261	1810967917	2	71273	14527	1810960651	-11.3943360321428	1.91475801705383	-1.91475801705383	0.16643568689475	0.368180045346746
chr4	76240739	76313098	-	AC034139.1	4	21635	0	72359	5820	1810968274	0	72359	4067	1810970027	0	72359	2295	1810971799	0	72359	1255	1810972839	1	72358	13954	1810960140	1	72358	7260	1810966834	1	72358	14528	1810959566	-11.3943355334296	1.91475784545764	-1.91475784545764	0.166435705886997	0.368180045346746
chr17	55750093	55823090	+	PCTP	17	73878	0	72997	5820	1810967636	0	72997	4067	1810969389	0	72997	2295	1810971161	0	72997	1255	1810972201	1	72996	13954	1810959502	1	72996	7260	1810966196	1	72996	14528	1810958928	-11.3943352468325	1.91475765570067	-1.91475765570067	0.166435726889281	0.368180045346746
chr2	60940222	61019255	-	PUS10	2	10060	0	79033	5820	1810961600	0	79033	4067	1810963353	0	79033	2295	1810965125	0	79033	1255	1810966165	1	79032	13954	1810953466	1	79032	7260	1810960160	1	79032	14528	1810952892	-11.3943327643376	1.91475764941424	-1.91475764941424	0.166435727585062	0.368180045346746
chr11	27054216	27127671	+	BBOX1	11	48860	0	73455	5820	1810967178	0	73455	4067	1810968931	0	73455	2295	1810970703	0	73455	1255	1810971743	1	73454	13954	1810959044	1	73454	7260	1810965738	1	73454	14528	1810958470	-11.3943350441611	1.91475752578117	-1.91475752578117	0.166435741268761	0.368180045346746
chr1	173713980	173786692	+	KLHL20	1	6288	0	72712	5820	1810967921	0	72712	4067	1810969674	0	72712	2295	1810971446	0	72712	1255	1810972486	1	72711	13954	1810959787	0	72712	7261	1810966480	2	72710	14527	1810959214	-11.3943353742353	1.91475748643279	-1.91475748643279	0.166435745623836	0.368180045346746
chr1	89523902	89597864	+	LRRC8B	1	3575	0	73962	5820	1810966671	0	73962	4067	1810968424	0	73962	2295	1810970196	0	73962	1255	1810971236	2	73960	13953	1810958538	0	73962	7261	1810965230	1	73961	14528	1810957963	-11.3943348227343	1.91475747944787	-1.91475747944787	0.166435746396927	0.368180045346746
chr1	23090426	23169817	-	LUZP1	1	1137	0	79391	5820	1810961242	0	79391	4067	1810962995	0	79391	2295	1810964767	0	79391	1255	1810965807	2	79389	13953	1810953109	0	79391	7261	1810959801	1	79390	14528	1810952534	-11.3943326289563	1.9147573383525	-1.9147573383525	0.166435762013353	0.368180045346746
chr22	39900083	39973721	+	GRAP2	22	87873	0	73638	5820	1810966995	0	73638	4067	1810968748	0	73638	2295	1810970520	0	73638	1255	1810971560	0	73638	13955	1810958860	1	73637	7260	1810965555	2	73636	14527	1810958288	-11.3943349638847	1.91475728945807	-1.91475728945807	0.166435767424987	0.368180045346746
chr17	60443157	60527242	-	APPBP2	17	74105	0	84085	5820	1810956548	0	84085	4067	1810958301	0	84085	2295	1810960073	0	84085	1255	1810961113	1	84084	13954	1810948414	1	84084	7260	1810955108	1	84084	14528	1810947840	-11.3943309605254	1.91475725802593	-1.91475725802593	0.166435770903894	0.368180045346746
chr3	129439223	129520507	+	IFT122	3	18104	0	81284	5820	1810959349	0	81284	4067	1810961102	0	81284	2295	1810962874	0	81284	1255	1810963914	1	81283	13954	1810951215	0	81284	7261	1810957908	2	81282	14527	1810950642	-11.3943319329226	1.91475719795562	-1.91475719795562	0.166435777552472	0.368180045346746
chr7	12330884	12404865	-	VWDE	7	33331	0	73981	5820	1810966652	0	73981	4067	1810968405	0	73981	2295	1810970177	0	73981	1255	1810971217	2	73979	13953	1810958519	0	73981	7261	1810965211	1	73980	14528	1810957944	-11.3943348144957	1.91475715208799	-1.91475715208799	0.1664357826291	0.368180045346746
chr5	32708406	32786826	+	NPR3	5	24555	0	78420	5820	1810962213	0	78420	4067	1810963966	0	78420	2295	1810965738	0	78420	1255	1810966778	1	78419	13954	1810954079	1	78419	7260	1810960773	1	78419	14528	1810953505	-11.3943329990185	1.91475700610317	-1.91475700610317	0.166435798786694	0.368180045346746
chr2	16354184	16432702	+	AC010880.1	2	8885	0	78518	5820	1810962115	0	78518	4067	1810963868	0	78518	2295	1810965640	0	78518	1255	1810966680	1	78517	13954	1810953981	1	78517	7260	1810960675	1	78517	14528	1810953407	-11.3943329612541	1.91475698142312	-1.91475698142312	0.166435801518281	0.368180045346746
chr8	26577404	26656027	+	DPYSL2	8	38072	0	78623	5820	1810962010	0	78623	4067	1810963763	0	78623	2295	1810965535	0	78623	1255	1810966575	1	78622	13954	1810953876	1	78622	7260	1810960570	1	78622	14528	1810953302	-11.3943329208975	1.91475695790723	-1.91475695790723	0.16643580412102	0.368180045346746
chr14	64985894	65062650	+	FNTB	14	61365	0	76756	5820	1810963877	0	76756	4067	1810965630	0	76756	2295	1810967402	0	76756	1255	1810968442	0	76756	13955	1810955742	1	76755	7260	1810962437	2	76754	14527	1810955170	-11.394333654962	1.91475678305142	-1.91475678305142	0.166435823474058	0.368180045346746
chr3	156747345	156818034	-	LINC00886	3	18789	0	70689	5820	1810969944	0	70689	4067	1810971697	0	70689	2295	1810973469	0	70689	1255	1810974509	1	70688	13954	1810961810	1	70688	7260	1810968504	1	70688	14528	1810961236	-11.394336308112	1.91475673625246	-1.91475673625246	0.166435828653766	0.368180045346746
chr1	207644132	207723703	+	CR1L	1	7208	0	79571	5820	1810961062	0	79571	4067	1810962815	0	79571	2295	1810964587	0	79571	1255	1810965627	1	79570	13954	1810952928	1	79570	7260	1810959622	1	79570	14528	1810952354	-11.3943325613485	1.91475671390072	-1.91475671390072	0.166435831127657	0.368180045346746
chr3	139599147	139678718	-	NMNAT3	3	18394	0	79571	5820	1810961062	0	79571	4067	1810962815	0	79571	2295	1810964587	0	79571	1255	1810965627	1	79570	13954	1810952928	1	79570	7260	1810959622	1	79570	14528	1810952354	-11.3943325613485	1.91475671390072	-1.91475671390072	0.166435831127657	0.368180045346746
chr10	63885932	64693446	+	AC013287.1	10	45583	0	807514	5820	1810233119	0	807514	4067	1810234872	0	807514	2295	1810236644	0	807514	1255	1810237684	3	807511	13952	1810224987	0	807514	7261	1810231678	0	807514	14529	1810224410	-12.3943056697045	1.91475669411011	-1.91475669411011	0.166435833318081	0.368180045346746
chr12	12473281	12563863	-	DUSP16	12	53754	0	90582	5820	1810950051	0	90582	4067	1810951804	0	90582	2295	1810953576	0	90582	1255	1810954616	1	90581	13954	1810941917	1	90581	7260	1810948611	1	90581	14528	1810941343	-11.3943289365257	1.91475668852218	-1.91475668852218	0.166435833936554	0.368180045346746
chr11	66755354	66843322	+	C11orf80	11	50664	0	87968	5820	1810952665	0	87968	4067	1810954418	0	87968	2295	1810956190	0	87968	1255	1810957230	2	87966	13953	1810944532	1	87967	7260	1810951225	0	87968	14529	1810943956	-11.3943297149162	1.91475667385384	-1.91475667385384	0.166435835560044	0.368180045346746
chr1	62783134	62865513	+	ATG4C	1	2993	0	82379	5820	1810958254	0	82379	4067	1810960007	0	82379	2295	1810961779	0	82379	1255	1810962819	3	82376	13952	1810950122	0	82379	7261	1810956813	0	82379	14529	1810949545	-11.3943315313302	1.91475665778853	-1.91475665778853	0.166435837338153	0.368180045346746
chr17	42026896	42099479	-	ZNF385C	17	72937	0	72583	5820	1810968050	0	72583	4067	1810969803	0	72583	2295	1810971575	0	72583	1255	1810972615	3	72580	13952	1810959918	0	72583	7261	1810966609	0	72583	14529	1810959341	-11.3943354205757	1.91475662891753	-1.91475662891753	0.166435840533596	0.368180045346746
chr3	4814296	4888293	-	AC018816.1	3	14816	0	73997	5820	1810966636	0	73997	4067	1810968389	0	73997	2295	1810970161	0	73997	1255	1810971201	1	73996	13954	1810958502	1	73996	7260	1810965196	1	73996	14528	1810957928	-11.3943348075606	1.91475656698458	-1.91475656698458	0.166435847388335	0.368180045346746
chr1	158610703	158687715	-	SPTA1	1	5647	0	77012	5820	1810963621	0	77012	4067	1810965374	0	77012	2295	1810967146	0	77012	1255	1810968186	1	77011	13954	1810955487	1	77011	7260	1810962181	1	77011	14528	1810954913	-11.3943335522033	1.91475656093098	-1.91475656093098	0.166435848058347	0.368180045346746
chr4	54656956	54740715	+	KIT	4	21184	0	83759	5820	1810956874	0	83759	4067	1810958627	0	83759	2295	1810960399	0	83759	1255	1810961439	1	83758	13954	1810948740	1	83758	7260	1810955434	1	83758	14528	1810948166	-11.3943310703551	1.91475652926601	-1.91475652926601	0.166435851563026	0.368180045346746
chr8	28493211	28574258	+	FZD3	8	38150	0	81047	5820	1810959586	0	81047	4067	1810961339	0	81047	2295	1810963111	0	81047	1255	1810964151	2	81045	13953	1810951453	0	81047	7261	1810958145	1	81046	14528	1810950878	-11.3943320182845	1.9147564524319	-1.9147564524319	0.166435860067027	0.368180045346746
chr4	59551141	59631324	-	AC096588.2	4	21321	0	80183	5820	1810960450	0	80183	4067	1810962203	0	80183	2295	1810963975	0	80183	1255	1810965015	2	80181	13953	1810952317	0	80183	7261	1810959009	1	80182	14528	1810951742	-11.3943323337489	1.91475633974187	-1.91475633974187	0.166435872539562	0.368180045346746
chr15	50277262	50356153	-	GABPB1	15	64373	0	78891	5820	1810961742	0	78891	4067	1810963495	0	78891	2295	1810965267	0	78891	1255	1810966307	0	78891	13955	1810953607	1	78890	7260	1810960302	2	78889	14527	1810953035	-11.394332818375	1.91475632740185	-1.91475632740185	0.166435873905356	0.368180045346746
chr8	94718899	94793836	+	DPY19L4	8	39604	0	74937	5820	1810965696	0	74937	4067	1810967449	0	74937	2295	1810969221	0	74937	1255	1810970261	0	74937	13955	1810957561	1	74936	7260	1810964256	2	74935	14527	1810956989	-11.3943344053349	1.9147563232109	-1.9147563232109	0.166435874369211	0.368180045346746
chr9	130052924	130136123	+	GPR107	9	43596	0	83199	5820	1810957434	0	83199	4067	1810959187	0	83199	2295	1810960959	0	83199	1255	1810961999	2	83197	13953	1810949301	0	83199	7261	1810955993	1	83198	14528	1810948726	-11.3943312610301	1.91475632227957	-1.91475632227957	0.166435874472289	0.368180045346746
chr6	110099818	110180670	-	WASF1	6	31527	0	80852	5820	1810959781	0	80852	4067	1810961534	0	80852	2295	1810963306	0	80852	1255	1810964346	0	80852	13955	1810951646	1	80851	7260	1810958341	2	80850	14527	1810951074	-11.3943320888956	1.91475630481727	-1.91475630481727	0.166435876405017	0.368180045346746
chr4	138164096	138243349	-	SLC7A11	4	22921	0	79253	5820	1810961380	0	79253	4067	1810963133	0	79253	2295	1810964905	0	79253	1255	1810965945	1	79252	13954	1810953246	0	79253	7261	1810959939	2	79251	14527	1810952673	-11.3943326809967	1.91475629759952	-1.91475629759952	0.166435877203878	0.368180045346746
chr15	69313402	69404504	+	PAQR5	15	65044	0	91102	5820	1810949531	0	91102	4067	1810951284	0	91102	2295	1810953056	0	91102	1255	1810954096	2	91100	13953	1810941398	1	91101	7260	1810948091	0	91102	14529	1810940822	-11.394328787007	1.9147559881676	-1.9147559881676	0.166435911451816	0.368180045346746
