chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr10	17695708	17701232	-	AC069542.1	10	44629	0	5524	19748	1811021181	0	5524	5283	1811035646	0	5524	685	1811040244	0	5524	9783	1811031146	0	5524	3638	1811037291	0	5524	1898	1811039031	0	5524	22994	1811017935	0	5524	18136	1811022793	2	5522	15254	1811025675	1.90672581742857	4.22106242179871	4.22106242179871	0.0399251545904021	0.076930361451269
chr15	43184402	43197177	+	CCNDBP1	15	64057	1	12774	19747	1811013931	0	12775	5283	1811028395	0	12775	685	1811032993	0	12775	9783	1811023895	0	12775	3638	1811030040	0	12775	1898	1811031780	0	12775	22994	1811010684	2	12773	18134	1811015544	0	12775	15256	1811018422	1.47379068472701	4.21696317335591	4.21696317335591	0.0400217289909628	0.0770955899161469
chr5	74736668	74768146	-	GFM2	5	25454	1	31477	19747	1810995228	0	31478	5283	1811009692	0	31478	685	1811014290	1	31477	9782	1811005193	0	31478	3638	1811011337	0	31478	1898	1811013077	1	31477	22993	1810991982	2	31476	18134	1810996841	0	31478	15256	1810999719	1.08281663802343	4.21440646378323	4.21440646378323	0.04008208675153	0.0771837886921
chr15	101175726	101253048	-	CHSY1	15	66358	2	77320	19746	1810949385	0	77322	5283	1810963848	0	77322	685	1810968446	0	77322	9783	1810959348	0	77322	3638	1810965493	0	77322	1898	1810967233	4	77318	22990	1810946141	1	77321	18135	1810950996	2	77320	15254	1810953877	0.771923188878117	4.2125558545813	4.2125558545813	0.0401258347785768	0.0772473837024822
chr12	75499808	75512597	-	KRR1	12	55993	1	12788	19747	1811013917	0	12789	5283	1811028381	0	12789	685	1811032979	1	12788	9782	1811023882	0	12789	3638	1811030026	0	12789	1898	1811031766	1	12788	22993	1811010671	0	12789	18136	1811015528	0	12789	15256	1811018408	1.47269530893265	4.21189709892496	4.21189709892496	0.0401414197213454	0.0772704247915305
chr16	3442705	3484872	+	NAA60	16	67043	1	42166	19747	1810984539	0	42167	5283	1810999003	0	42167	685	1811003601	1	42166	9782	1810994504	1	42166	3637	1811000649	0	42167	1898	1811002388	1	42166	22993	1810981293	1	42166	18135	1810986151	1	42166	15255	1810989031	0.972791107905759	4.20961877284572	4.20961877284572	0.0401953697127516	0.0773533697786512
chr11	6931185	6984632	+	ZNF215	11	48304	2	53445	19746	1810973260	0	53447	5283	1810987723	0	53447	685	1810992321	0	53447	9783	1810983223	1	53446	3637	1810989369	0	53447	1898	1810991108	2	53445	22992	1810970014	1	53446	18135	1810974871	1	53446	15255	1810977751	0.889891585438261	4.20806372724474	4.20806372724474	0.0402322363626884	0.0774103731977994
chr19	47757035	47769840	-	NOP53-AS1	19	81274	2	12803	19746	1811013902	0	12805	5283	1811028365	0	12805	685	1811032963	0	12805	9783	1811023865	0	12805	3638	1811030010	0	12805	1898	1811031750	0	12805	22994	1811010654	0	12805	18136	1811015512	1	12804	15255	1811018393	1.47144500420768	4.20611490635201	4.20611490635201	0.0402784886609234	0.0774714616273248
chr5	163459633	163491238	+	HMMR	5	27786	1	31604	19747	1810995101	0	31605	5283	1811009565	0	31605	685	1811014163	0	31605	9783	1811005065	1	31604	3637	1811011211	0	31605	1898	1811012950	1	31604	22993	1810991855	1	31604	18135	1810996713	1	31604	15255	1810999593	1.07879003458399	4.187804216519	4.187804216519	0.0407158009566044	0.0782421547836826
chr10	100188299	100230596	-	CHUK	10	46687	0	42297	19748	1810984408	0	42297	5283	1810998873	1	42296	684	1811003472	1	42296	9782	1810994374	0	42297	3638	1811000518	0	42297	1898	1811002258	1	42296	22993	1810981163	2	42295	18134	1810986022	1	42296	15255	1810988901	0.969712735915211	4.18666549352929	4.18666549352929	0.0407431610772451	0.0782876908936597
chr19	55604404	55617269	+	ZNF865	19	82420	0	12865	19748	1811013840	0	12865	5283	1811028305	0	12865	685	1811032903	0	12865	9783	1811023805	0	12865	3638	1811029950	0	12865	1898	1811031690	0	12865	22994	1811010594	2	12863	18134	1811015454	1	12864	15255	1811018333	1.46677007831019	4.18452047510073	4.18452047510073	0.0407947519247625	0.0783586357763754
chr19	13932667	13954392	-	PODNL1	19	78804	2	21723	19746	1811004982	0	21725	5283	1811019445	0	21725	685	1811024043	0	21725	9783	1811014945	0	21725	3638	1811021090	0	21725	1898	1811022830	1	21724	22993	1811001735	1	21724	18135	1811006593	0	21725	15256	1811009472	1.23049712711937	4.18101860070601	4.18101860070601	0.0408791246134966	0.0784995286794808
chr12	133180619	133202348	+	ZNF268	12	57883	0	21729	19748	1811004976	1	21728	5282	1811019442	0	21729	685	1811024039	0	21729	9783	1811014941	1	21728	3637	1811021087	0	21729	1898	1811022826	0	21729	22994	1811001730	2	21727	18134	1811006590	0	21729	15256	1811009468	1.23031301921817	4.17997605213895	4.17997605213895	0.0409042787222576	0.0785367566139864
chr7	4681294	4771442	+	FOXK1	7	33154	0	90148	19748	1810936557	0	90148	5283	1810951022	0	90148	685	1810955620	1	90147	9782	1810946523	0	90148	3638	1810952667	1	90147	1897	1810954408	2	90146	22992	1810933313	3	90145	18133	1810938172	3	90145	15253	1810941052	0.723811874743573	4.17392938351259	4.17392938351259	0.0410504907061002	0.0787862955051934
chr7	127371599	127393366	-	ZNF800	7	36197	1	21766	19747	1811004939	0	21767	5283	1811019403	0	21767	685	1811024001	1	21766	9782	1811014904	0	21767	3638	1811021048	0	21767	1898	1811022788	0	21767	22994	1811001692	0	21767	18136	1811006550	2	21765	15254	1811009432	1.22856566320148	4.17008665995672	4.17008665995672	0.0411436951715938	0.0789508158717058
chr12	46536501	46652550	+	AC008035.1	12	54489	2	116047	19746	1810910658	0	116049	5283	1810925121	0	116049	685	1810929719	0	116049	9783	1810920621	0	116049	3638	1810926766	1	116048	1897	1810928507	4	116045	22990	1810907414	3	116046	18133	1810912271	2	116047	15254	1810915150	0.653578797308675	4.16984692960978	4.16984692960978	0.0411495171420525	0.078954896980445
chr15	74902000	74907613	-	FAM219B	15	65345	0	5613	19748	1811021092	0	5613	5283	1811035557	0	5613	685	1811040155	0	5613	9783	1811031057	0	5613	3638	1811037202	0	5613	1898	1811038942	0	5613	22994	1811017846	0	5613	18136	1811022704	2	5611	15254	1811025586	1.89074182823219	4.16670229332522	4.16670229332522	0.0412259663636876	0.0790802785970835
chr6	42942739	42948360	+	AL035587.1	6	30321	0	5621	19748	1811021084	1	5620	5282	1811035550	0	5621	685	1811040147	0	5621	9783	1811031049	0	5621	3638	1811037194	0	5621	1898	1811038934	0	5621	22994	1811017838	0	5621	18136	1811022696	1	5620	15255	1811025577	1.8893175068779	4.16186397336423	4.16186397336423	0.0413438821925537	0.0792851131581668
chr8	102208132	102239874	-	RRM2B	8	39827	0	31742	19748	1810994963	0	31742	5283	1811009428	0	31742	685	1811014026	0	31742	9783	1811004928	0	31742	3638	1811011073	0	31742	1898	1811012813	2	31740	22992	1810991719	1	31741	18135	1810996576	2	31740	15254	1810999457	1.07446445613294	4.15928941918537	4.15928941918537	0.0414067716190749	0.0793700986081254
chr16	88735799	88741425	+	AC138028.2	16	70272	0	5626	19748	1811021079	0	5626	5283	1811035544	0	5626	685	1811040142	0	5626	9783	1811031044	1	5625	3637	1811037190	0	5626	1898	1811038929	0	5626	22994	1811017833	1	5625	18135	1811022692	0	5626	15256	1811025571	1.88842833228006	4.15884740138426	4.15884740138426	0.0414175790275146	0.0793836931360697
chr19	51345168	51358106	-	ETFB	19	81789	1	12937	19747	1811013768	0	12938	5283	1811028232	0	12938	685	1811032830	1	12937	9782	1811023733	0	12938	3638	1811029877	0	12938	1898	1811031617	1	12937	22993	1811010522	0	12938	18136	1811015379	0	12938	15256	1811018259	1.46111154004588	4.15842560818419	4.15842560818419	0.0414278947040875	0.0793963428237723
chr22	45133019	45164781	-	NUP50-DT	22	88131	0	31762	19748	1810994943	1	31761	5282	1811009409	0	31762	685	1811014006	2	31760	9781	1811004910	0	31762	3638	1811011053	0	31762	1898	1811012793	1	31761	22993	1810991698	0	31762	18136	1810996555	1	31761	15255	1810999436	1.0738345630908	4.15514226863161	4.15514226863161	0.0415082867452943	0.0795432791826639
chr1	149606764	149612402	+	AC242842.1	1	4764	1	5637	19747	1811021068	0	5638	5283	1811035532	1	5637	684	1811040131	0	5638	9783	1811031032	0	5638	3638	1811037177	0	5638	1898	1811038917	0	5638	22994	1811017821	0	5638	18136	1811022679	0	5638	15256	1811025559	1.88629752307993	4.15161620685831	4.15161620685831	0.0415948043404941	0.0796590646538799
chr19	6886576	6940434	+	ADGRE1	19	78110	2	53856	19746	1810972849	0	53858	5283	1810987312	0	53858	685	1810991910	0	53858	9783	1810982812	0	53858	3638	1810988957	0	53858	1898	1810990697	4	53854	22990	1810969605	1	53857	18135	1810974460	0	53858	15256	1810977339	0.882230768537282	4.14503515558317	4.14503515558317	0.0417567882088208	0.0799119833101544
chr1	154924739	154937719	-	PMVK	1	5250	0	12980	19748	1811013725	0	12980	5283	1811028190	0	12980	685	1811032788	1	12979	9782	1811023691	0	12980	3638	1811029835	0	12980	1898	1811031575	1	12979	22993	1811010480	0	12980	18136	1811015337	1	12979	15255	1811018218	1.4578704527899	4.14349789032713	4.14349789032713	0.0417947213681538	0.0799702526617123
chr11	6999362	7021235	-	ZNF214	11	48306	1	21872	19747	1811004833	0	21873	5283	1811019297	0	21873	685	1811023895	0	21873	9783	1811014797	0	21873	3638	1811020942	1	21872	1897	1811022683	1	21872	22993	1811001587	1	21872	18135	1811006445	0	21873	15256	1811009324	1.22370753681948	4.14262598892674	4.14262598892674	0.041816252272144	0.0799828003132129
chr11	118194164	118226021	-	JAML	11	52322	2	31855	19746	1810994850	1	31856	5282	1811009314	0	31857	685	1811013911	0	31857	9783	1811004813	0	31857	3638	1811010958	0	31857	1898	1811012698	1	31856	22993	1810991603	0	31857	18136	1810996460	1	31856	15255	1810999341	1.07084790902282	4.13549677655101	4.13549677655101	0.0419927403228977	0.0802628931460198
chr22	30926610	30969201	-	MORC2	22	87373	0	42591	19748	1810984114	0	42591	5283	1810998579	0	42591	685	1811003177	0	42591	9783	1810994079	1	42590	3637	1811000225	0	42591	1898	1811001964	1	42590	22993	1810980869	3	42588	18133	1810985729	1	42590	15255	1810988607	0.962785629350509	4.13517174078152	4.13517174078152	0.0420008054179292	0.0802711278501693
chr3	43366642	43623003	-	ANO10	3	15913	1	256360	19747	1810770345	1	256360	5282	1810784810	0	256361	685	1810789407	3	256358	9780	1810780312	3	256358	3635	1810786457	0	256361	1898	1810788194	5	256356	22989	1810767103	6	256355	18130	1810771962	3	256358	15253	1810774839	0.467163130341559	4.13267228240147	4.13267228240147	0.0420628787592461	0.0803681955154083
chr12	121648741	121670654	-	MORN3	12	57329	0	21913	19748	1811004792	0	21913	5283	1811019257	0	21913	685	1811023855	1	21912	9782	1811014758	0	21913	3638	1811020902	0	21913	1898	1811022642	1	21912	22993	1811001547	2	21911	18134	1811006406	0	21913	15256	1811009284	1.22188039103186	4.13231327757239	4.13231327757239	0.0420718024579817	0.0803780582188569
chr3	128970979	128992897	-	KIAA1257	3	18057	1	21917	19747	1811004788	0	21918	5283	1811019252	0	21918	685	1811023850	1	21917	9782	1811014753	0	21918	3638	1811020897	0	21918	1898	1811022637	1	21917	22993	1811001542	0	21918	18136	1811006399	1	21917	15255	1811009280	1.22165223071585	4.13102596951649	4.13102596951649	0.0421038171340907	0.0804176509076711
chr10	118004947	118047592	-	RAB11FIP2	10	47221	2	42643	19746	1810984062	0	42645	5283	1810998525	0	42645	685	1811003123	0	42645	9783	1810994025	0	42645	3638	1811000170	0	42645	1898	1811001910	2	42643	22992	1810980816	2	42643	18134	1810985674	0	42645	15256	1810988552	0.961518495820757	4.12577655306086	4.12577655306086	0.0422346326946892	0.0805932672534722
chr19	35153729	35166761	+	FXYD5	19	79902	0	13032	19748	1811013673	0	13032	5283	1811028138	0	13032	685	1811032736	2	13030	9781	1811023640	0	13032	3638	1811029783	0	13032	1898	1811031523	0	13032	22994	1811010427	1	13031	18135	1811015286	0	13032	15256	1811018165	1.45387213080651	4.12510276585817	4.12510276585817	0.0422514543940881	0.0806059666105785
chr17	4939486	4945172	+	RNF167	17	70789	1	5685	19747	1811021020	0	5686	5283	1811035484	0	5686	685	1811040082	0	5686	9783	1811030984	0	5686	3638	1811037129	0	5686	1898	1811038869	1	5685	22993	1811017774	0	5686	18136	1811022631	0	5686	15256	1811025511	1.8778194457294	4.12286715116352	4.12286715116352	0.0423073189778402	0.0806837276507955
chr19	12014757	12036710	-	ZNF433	19	78616	1	21952	19747	1811004753	0	21953	5283	1811019217	0	21953	685	1811023815	0	21953	9783	1811014717	1	21952	3637	1811020863	0	21953	1898	1811022602	1	21952	22993	1811001507	1	21952	18135	1811006365	0	21953	15256	1811009244	1.22005658894783	4.1220229701139	4.1220229701139	0.0423284339571781	0.0807167914647947
chr19	16161414	16174475	-	CIB3	19	78988	1	13060	19747	1811013645	1	13060	5282	1811028110	0	13061	685	1811032707	0	13061	9783	1811023609	0	13061	3638	1811029754	0	13061	1898	1811031494	1	13060	22993	1811010399	0	13061	18136	1811015256	0	13061	15256	1811018136	1.45164921544768	4.11488483287394	4.11488483287394	0.0425074192457678	0.0809930468186482
chr12	110720920	110733983	-	PPP1CC	12	56907	1	13062	19747	1811013643	0	13063	5283	1811028107	0	13063	685	1811032705	2	13061	9781	1811023609	0	13063	3638	1811029752	0	13063	1898	1811031492	0	13063	22994	1811010396	0	13063	18136	1811015254	0	13063	15256	1811018134	1.45149607788491	4.11418198421598	4.11418198421598	0.0425250858066943	0.0810194835873061
chr1	39841713	39884434	-	TRIT1	1	2046	1	42720	19747	1810983985	0	42721	5283	1810998449	0	42721	685	1811003047	1	42720	9782	1810993950	1	42720	3637	1811000095	0	42721	1898	1811001834	1	42720	22993	1810980739	1	42720	18135	1810985597	1	42720	15255	1810988477	0.959737854112275	4.11258620768786	4.11258620768786	0.0425652253584313	0.0810887277312413
chr7	143406812	143523449	+	EPHA1-AS1	7	36804	2	116635	19746	1810910070	2	116635	5281	1810924535	2	116635	683	1810929133	1	116636	9782	1810920034	1	116636	3637	1810926179	0	116637	1898	1810927918	3	116634	22991	1810906825	1	116636	18135	1810911681	0	116637	15256	1810914560	0.648524375933282	4.11180843645707	4.11180843645707	0.0425848035543213	0.081105672836666
chr2	43001354	43007060	-	AC016735.1	2	9636	0	5706	19748	1811020999	0	5706	5283	1811035464	0	5706	685	1811040062	0	5706	9783	1811030964	0	5706	3638	1811037109	0	5706	1898	1811038849	0	5706	22994	1811017753	2	5704	18134	1811022613	0	5706	15256	1811025491	1.87430801029578	4.1109741255641	4.1109741255641	0.0426058155017974	0.0811226572649176
chr19	38878559	38900618	-	SIRT2	19	80386	2	22057	19746	1811004648	0	22059	5283	1811019111	0	22059	685	1811023709	1	22058	9782	1811014612	0	22059	3638	1811020756	0	22059	1898	1811022496	0	22059	22994	1811001400	0	22059	18136	1811006258	1	22058	15255	1811009139	1.21523952287347	4.09489409904927	4.09489409904927	0.0430129244807556	0.0818248893679046
chr18	9121276	9134422	-	NDUFV2-AS1	18	75810	1	13145	19747	1811013560	0	13146	5283	1811028024	0	13146	685	1811032622	1	13145	9782	1811023525	0	13146	3638	1811029669	0	13146	1898	1811031409	1	13145	22993	1811010314	0	13146	18136	1811015171	0	13146	15256	1811018051	1.44516207592752	4.08510676864535	4.08510676864535	0.0432627179338729	0.0822634594725517
chr19	40354841	40360606	+	AC118344.4	19	80534	0	5765	19748	1811020940	0	5765	5283	1811035405	0	5765	685	1811040003	0	5765	9783	1811030905	1	5764	3637	1811037051	0	5765	1898	1811038790	0	5765	22994	1811017694	0	5765	18136	1811022552	1	5764	15255	1811025433	1.86402055764485	4.07617411762476	4.07617411762476	0.0434920300794234	0.082618617239246
chr9	136738169	136743940	-	LCN10	9	43971	1	5770	19747	1811020935	0	5771	5283	1811035399	0	5771	685	1811039997	1	5770	9782	1811030900	0	5771	3638	1811037044	0	5771	1898	1811038784	0	5771	22994	1811017688	0	5771	18136	1811022546	0	5771	15256	1811025426	1.86298027618416	4.07265692763031	4.07265692763031	0.04358267119464	0.0827687259279951
chr16	1350930	1364113	+	GNPTG	16	66600	1	13182	19747	1811013523	0	13183	5283	1811027987	0	13183	685	1811032585	0	13183	9783	1811023487	0	13183	3638	1811029632	0	13183	1898	1811031372	1	13182	22993	1811010277	0	13183	18136	1811015134	1	13182	15255	1811018015	1.4423514122578	4.07222519209608	4.07222519209608	0.043593811090178	0.0827759276799089
chr19	5977402	6020363	+	AC011444.1	19	78040	0	42961	19748	1810983744	0	42961	5283	1810998209	0	42961	685	1811002807	0	42961	9783	1810993709	1	42960	3637	1810999855	0	42961	1898	1811001594	0	42961	22994	1810980498	2	42959	18134	1810985358	3	42958	15253	1810988239	0.954135483553745	4.07117873756215	4.07117873756215	0.0436208247607665	0.0828117425733716
chr15	76262196	76275387	+	AC027243.4	15	65438	0	13191	19748	1811013514	0	13191	5283	1811027979	0	13191	685	1811032577	0	13191	9783	1811023479	0	13191	3638	1811029624	0	13191	1898	1811031364	1	13190	22993	1811010269	2	13189	18134	1811015128	0	13191	15256	1811018006	1.44174472421046	4.0694451960735	4.0694451960735	0.0436656139774136	0.0828894077696693
chr10	92847484	92901851	+	EXOC6	10	46418	0	54367	19748	1810972338	1	54366	5282	1810986804	0	54367	685	1810991401	1	54366	9782	1810982304	0	54367	3638	1810988448	0	54367	1898	1810990188	2	54365	22992	1810969094	1	54366	18135	1810973951	2	54365	15254	1810976832	0.872823909371622	4.06810003193095	4.06810003193095	0.0437004020930073	0.0829320896501569
chr16	89707133	89720369	-	VPS9D1	16	70376	0	13236	19748	1811013469	0	13236	5283	1811027934	0	13236	685	1811032532	0	13236	9783	1811023434	0	13236	3638	1811029579	0	13236	1898	1811031319	3	13233	22991	1811010226	0	13236	18136	1811015081	0	13236	15256	1811017961	1.43833897814506	4.05385201144964	4.05385201144964	0.0440706743582729	0.0835451506923175
chr1	226144678	226187741	-	ACBD3	1	7697	1	43062	19747	1810983643	0	43063	5283	1810998107	0	43063	685	1811002705	0	43063	9783	1810993607	0	43063	3638	1810999752	1	43062	1897	1811001493	2	43061	22992	1810980398	1	43062	18135	1810985255	1	43062	15255	1810988135	0.951763945107365	4.05369550501928	4.05369550501928	0.0440747598723527	0.0835451506923175
chr11	129899716	130003835	-	PRDM10	11	52880	2	104117	19746	1810922588	0	104119	5283	1810937051	0	104119	685	1810941649	4	104115	9779	1810932555	0	104119	3638	1810938696	0	104119	1898	1810940436	1	104118	22993	1810919341	0	104119	18136	1810924198	4	104115	15252	1810927082	0.67504212179652	4.0515569136478	4.0515569136478	0.044130626574629	0.0836087159088577
chr3	143341245	143347071	+	SLC9A9-AS1	3	18486	2	5824	19746	1811020881	0	5826	5283	1811035344	0	5826	685	1811039942	0	5826	9783	1811030844	0	5826	3638	1811036989	0	5826	1898	1811038729	0	5826	22994	1811017633	0	5826	18136	1811022491	0	5826	15256	1811025371	1.85349448102047	4.04063221812248	4.04063221812248	0.0444171789595611	0.0840398355467052
chr7	143287394	143293226	+	CASP2	7	36789	0	5832	19748	1811020873	0	5832	5283	1811035338	0	5832	685	1811039936	1	5831	9782	1811030839	0	5832	3638	1811036983	0	5832	1898	1811038723	0	5832	22994	1811017627	1	5831	18135	1811022486	0	5832	15256	1811025365	1.85246509723686	4.03715986385942	4.03715986385942	0.0445086677140831	0.0841980259448264
chr15	75027248	75049538	+	PPCDC	15	65361	2	22288	19746	1811004417	0	22290	5283	1811018880	0	22290	685	1811023478	0	22290	9783	1811014380	0	22290	3638	1811020525	0	22290	1898	1811022265	1	22289	22993	1811001170	1	22289	18135	1811006028	0	22290	15256	1811008907	1.20482165631675	4.03640475310385	4.03640475310385	0.0445285894381703	0.0842282551810716
chr19	10105418	10111254	+	PPAN	19	78387	1	5835	19747	1811020870	0	5836	5283	1811035334	0	5836	685	1811039932	0	5836	9783	1811030834	0	5836	3638	1811036979	0	5836	1898	1811038719	0	5836	22994	1811017623	1	5835	18135	1811022482	0	5836	15256	1811025361	1.85177942468476	4.0348489084281	4.0348489084281	0.0445696661423166	0.0842762088059635
chr1	153967236	153973072	+	CREB3L4	1	5168	0	5836	19748	1811020869	0	5836	5283	1811035334	0	5836	685	1811039932	0	5836	9783	1811030834	0	5836	3638	1811036979	0	5836	1898	1811038719	1	5835	22993	1811017624	0	5836	18136	1811022481	1	5835	15255	1811025362	1.85177942426168	4.03484695404768	4.03484695404768	0.0445697177660592	0.0842762088059635
chr1	44821937	44844253	-	PTCH2	1	2395	0	22316	19748	1811004389	0	22316	5283	1811018854	0	22316	685	1811023452	1	22315	9782	1811014355	0	22316	3638	1811020499	1	22315	1897	1811022240	0	22316	22994	1811001143	1	22315	18135	1811006002	1	22315	15255	1811008882	1.20365584594552	4.02987483656034	4.02987483656034	0.0447012571779338	0.0844875508289175
chr12	25994003	26072871	+	RASSF8	12	54110	0	78868	19748	1810947837	1	78867	5282	1810962303	0	78868	685	1810966900	1	78867	9782	1810957803	2	78866	3636	1810963949	0	78868	1898	1810965687	0	78868	22994	1810944591	4	78864	18132	1810949453	1	78867	15255	1810952330	0.752124983229745	4.02252414776012	4.02252414776012	0.0448964719857788	0.0848040060926571
chr19	43961722	43967600	+	ZNF221	19	80880	0	5878	19748	1811020827	0	5878	5283	1811035292	0	5878	685	1811039890	1	5877	9782	1811030793	0	5878	3638	1811036937	0	5878	1898	1811038677	1	5877	22993	1811017582	0	5878	18136	1811022439	0	5878	15256	1811025319	1.84460810488523	4.01068214001134	4.01068214001134	0.045212854681698	0.085356340871518
chr2	189660520	189666401	+	ASDURF	2	13093	1	5880	19747	1811020825	0	5881	5283	1811035289	0	5881	685	1811039887	0	5881	9783	1811030789	0	5881	3638	1811036934	0	5881	1898	1811038674	0	5881	22994	1811017578	1	5880	18135	1811022437	0	5881	15256	1811025316	1.84409783150902	4.00896465405822	4.00896465405822	0.0452589353290902	0.0854206935055799
chr22	24691121	24697003	-	AP000357.2	22	87035	0	5882	19748	1811020823	0	5882	5283	1811035288	0	5882	685	1811039886	0	5882	9783	1811030788	1	5881	3637	1811036934	0	5882	1898	1811038673	0	5882	22994	1811017577	1	5881	18135	1811022436	0	5882	15256	1811025315	1.84392779805776	4.00839087879285	4.00839087879285	0.045274340907201	0.0854363749386699
chr15	69073418	69095820	+	EWSAT1	15	65034	1	22401	19747	1811004304	1	22401	5282	1811018769	0	22402	685	1811023366	0	22402	9783	1811014268	0	22402	3638	1811020413	0	22402	1898	1811022153	1	22401	22993	1811001058	0	22402	18136	1811005915	1	22401	15255	1811008796	1.19980937191871	4.00835736328736	4.00835736328736	0.0452752409524294	0.0854363749386699
chr17	19662373	19675744	+	ALDH3A2	17	71791	2	13369	19746	1811013336	1	13370	5282	1811027800	0	13371	685	1811032397	0	13371	9783	1811023299	0	13371	3638	1811029444	0	13371	1898	1811031184	0	13371	22994	1811010088	0	13371	18136	1811014946	0	13371	15256	1811017826	1.42819077895078	4.00748790754005	4.00748790754005	0.0452985964189727	0.0854728991243545
chr1	10398063	10420511	+	PGD	1	586	0	22448	19748	1811004257	0	22448	5283	1811018722	0	22448	685	1811023320	2	22446	9781	1811014224	0	22448	3638	1811020367	0	22448	1898	1811022107	0	22448	22994	1811001011	2	22446	18134	1811005871	0	22448	15256	1811008749	1.19775800862331	3.99689489556476	3.99689489556476	0.0455841690860215	0.0859358514964726
chr19	52400993	52406896	+	ZNF528	19	81931	1	5902	19747	1811020803	1	5902	5282	1811035268	0	5903	685	1811039865	0	5903	9783	1811030767	0	5903	3638	1811036912	0	5903	1898	1811038652	0	5903	22994	1811017556	0	5903	18136	1811022414	0	5903	15256	1811025294	1.84036374142548	3.99639418814331	3.99639418814331	0.0455977143040142	0.0859538033995475
chr19	43607223	43620629	-	ZNF428	19	80846	1	13405	19747	1811013300	0	13406	5283	1811027764	0	13406	685	1811032362	0	13406	9783	1811023264	0	13406	3638	1811029409	1	13405	1897	1811031150	1	13405	22993	1811010054	0	13406	18136	1811014911	0	13406	15256	1811017791	1.4255764882685	3.9955678684637	3.9955678684637	0.0456200773111846	0.0859883726100988
chr7	140833971	140925742	-	BRAF	7	36623	5	91766	19743	1810934939	0	91771	5283	1810949399	0	91771	685	1810953997	0	91771	9783	1810944899	0	91771	3638	1810951044	0	91771	1898	1810952784	3	91768	22991	1810931691	1	91770	18135	1810936547	1	91770	15255	1810939427	0.705967112189623	3.99165783496574	3.99165783496574	0.0457260528584352	0.086150125335172
chr3	146070180	146161992	-	PLOD2	3	18501	1	91811	19747	1810934894	1	91811	5282	1810949359	0	91812	685	1810953956	0	91812	9783	1810944858	1	91811	3637	1810951004	0	91812	1898	1810952743	4	91808	22990	1810931651	1	91811	18135	1810936506	2	91810	15254	1810939387	0.705520416326141	3.98713442310691	3.98713442310691	0.0458489767811965	0.0863284355731252
chr3	182938073	182981538	-	DCUN1D1	3	19378	0	43465	19748	1810983240	0	43465	5283	1810997705	0	43465	685	1811002303	2	43463	9781	1810993207	0	43465	3638	1810999350	0	43465	1898	1811001090	1	43464	22993	1810979995	1	43464	18135	1810984853	2	43463	15254	1810987734	0.942471660276953	3.98544012708589	3.98544012708589	0.045895108942153	0.0864000698473113
chr8	38316416	38383272	-	NSD3	8	38399	1	66855	19747	1810959850	0	66856	5283	1810974314	0	66856	685	1810978912	2	66854	9781	1810969816	1	66855	3637	1810975960	0	66856	1898	1810977699	1	66855	22993	1810956604	0	66856	18136	1810961461	3	66853	15253	1810964344	0.79957363462255	3.98526448849589	3.98526448849589	0.0458998940132012	0.0864014655431301
chr19	51887024	51900463	+	ZNF649-AS1	19	81857	0	13439	19748	1811013266	0	13439	5283	1811027731	0	13439	685	1811032329	0	13439	9783	1811023231	0	13439	3638	1811029376	0	13439	1898	1811031116	1	13438	22993	1811010021	1	13438	18135	1811014879	1	13438	15255	1811017759	1.42311782869415	3.98436678107828	3.98436678107828	0.0459243592288686	0.0864170659307121
chr11	13718902	13732346	+	FAR1	11	48569	0	13444	19748	1811013261	1	13443	5282	1811027727	0	13444	685	1811032324	1	13443	9782	1811023227	0	13444	3638	1811029371	0	13444	1898	1811031111	0	13444	22994	1811010015	1	13443	18135	1811014874	0	13444	15256	1811017753	1.42274582951361	3.98267164593563	3.98267164593563	0.0459705942170277	0.0864888339028995
chr7	29947198	29990730	-	SCRN1	7	33758	1	43531	19747	1810983174	0	43532	5283	1810997638	0	43532	685	1811002236	1	43531	9782	1810993139	0	43532	3638	1810999283	0	43532	1898	1811001023	1	43531	22993	1810979928	2	43530	18134	1810984787	1	43531	15255	1810987666	0.940931323721538	3.97416416136548	3.97416416136548	0.0462033787487587	0.0868656043752509
chr3	112396646	112410134	-	AC092894.1	3	17535	3	13485	19745	1811013220	0	13488	5283	1811027682	0	13488	685	1811032280	0	13488	9783	1811023182	0	13488	3638	1811029327	0	13488	1898	1811031067	0	13488	22994	1811009971	0	13488	18136	1811014829	0	13488	15256	1811017709	1.41947821108154	3.96780178323388	3.96780178323388	0.0463782799708459	0.0871484221385158
chr1	58480718	58547726	-	OMA1	1	2886	1	67007	19747	1810959698	1	67007	5282	1810974163	0	67008	685	1810978760	0	67008	9783	1810969662	1	67007	3637	1810975808	0	67008	1898	1810977547	3	67005	22991	1810956454	1	67007	18135	1810961310	1	67007	15255	1810964190	0.797302553758941	3.96528085647151	3.96528085647151	0.0464477729368833	0.0872594179449392
